time	V(d)	V(g)	V(gg)	Id(M1)
1.200528090834134e-004	1.003137e+001	6.016022e+000	1.200000e+001	5.894732e+000
1.200528256188542e-004	9.876362e+000	5.937603e+000	1.200000e+001	5.616414e+000
1.200528508289470e-004	9.699649e+000	5.846928e+000	1.200000e+001	5.418392e+000
1.200528768430418e-004	9.572932e+000	5.782423e+000	1.200000e+001	5.272335e+000
1.200529288712314e-004	9.415515e+000	5.703531e+000	1.200000e+001	5.117316e+000
1.200529837702892e-004	9.322816e+000	5.659310e+000	1.200000e+001	5.033708e+000
1.200530816781256e-004	9.245066e+000	5.627298e+000	1.200000e+001	4.977472e+000
1.200531757663176e-004	9.208052e+000	5.616866e+000	1.200000e+001	4.959088e+000
1.200533592996449e-004	9.167135e+000	5.613400e+000	1.200000e+001	4.953084e+000
1.200535694136044e-004	9.127001e+000	5.613014e+000	1.200000e+001	4.951856e+000
1.200539896415235e-004	9.049380e+000	5.613500e+000	1.200000e+001	4.951836e+000
1.200556324986662e-004	8.747236e+000	5.615218e+000	1.200000e+001	4.951123e+000
1.200572753558089e-004	8.454192e+000	5.616876e+000	1.200000e+001	4.950432e+000
1.200589182129516e-004	8.170250e+000	5.618475e+000	1.200000e+001	4.949763e+000
1.200605610700943e-004	7.895410e+000	5.620014e+000	1.200000e+001	4.949116e+000
1.200622039272371e-004	7.629671e+000	5.621494e+000	1.200000e+001	4.948492e+000
1.200638467843798e-004	7.373034e+000	5.622915e+000	1.200000e+001	4.947889e+000
1.200654896415225e-004	7.125498e+000	5.624276e+000	1.200000e+001	4.947309e+000
1.200667039272366e-004	6.951942e+000	5.625206e+000	1.200000e+001	4.946862e+000
1.200679182129508e-004	6.785712e+000	5.626091e+000	1.200000e+001	4.946430e+000
1.200691324986650e-004	6.626808e+000	5.626931e+000	1.200000e+001	4.946014e+000
1.200703467843792e-004	6.475230e+000	5.627726e+000	1.200000e+001	4.945612e+000
1.200715610700933e-004	6.330978e+000	5.628476e+000	1.200000e+001	4.945225e+000
1.200727753558075e-004	6.194052e+000	5.629181e+000	1.200000e+001	4.944854e+000
1.200739896415217e-004	6.064452e+000	5.629841e+000	1.200000e+001	4.944497e+000
1.200753467843787e-004	5.929328e+000	5.630540e+000	1.200000e+001	4.944154e+000
1.200767039272357e-004	5.799670e+000	5.631222e+000	1.200000e+001	4.943847e+000
1.200780610700927e-004	5.675478e+000	5.631886e+000	1.200000e+001	4.943577e+000
1.200794182129497e-004	5.556753e+000	5.632534e+000	1.200000e+001	4.943343e+000
1.200807753558068e-004	5.443494e+000	5.633164e+000	1.200000e+001	4.943145e+000
1.200821324986638e-004	5.335701e+000	5.633776e+000	1.200000e+001	4.942983e+000
1.200834896415208e-004	5.233375e+000	5.634372e+000	1.200000e+001	4.942858e+000
1.200849896415207e-004	5.122637e+000	5.635030e+000	1.200000e+001	4.942744e+000
1.200864896415205e-004	5.013838e+000	5.635684e+000	1.200000e+001	4.942644e+000
1.200879896415204e-004	4.906978e+000	5.636334e+000	1.200000e+001	4.942559e+000
1.200894896415202e-004	4.802058e+000	5.636981e+000	1.200000e+001	4.942489e+000
1.200909896415201e-004	4.699077e+000	5.637624e+000	1.200000e+001	4.942433e+000
1.200924896415200e-004	4.598035e+000	5.638264e+000	1.200000e+001	4.942392e+000
1.200939896415198e-004	4.498932e+000	5.638900e+000	1.200000e+001	4.942366e+000
1.200967039272339e-004	4.321341e+000	5.640049e+000	1.200000e+001	4.942331e+000
1.200994182129479e-004	4.144817e+000	5.641199e+000	1.200000e+001	4.942306e+000
1.201021324986619e-004	3.969359e+000	5.642352e+000	1.200000e+001	4.942291e+000
1.201048467843760e-004	3.794968e+000	5.643507e+000	1.200000e+001	4.942286e+000
1.201075610700900e-004	3.621643e+000	5.644663e+000	1.200000e+001	4.942290e+000
1.201102753558040e-004	3.449384e+000	5.645822e+000	1.200000e+001	4.942304e+000
1.201129896415181e-004	3.278191e+000	5.646982e+000	1.200000e+001	4.942328e+000
1.201164896415177e-004	3.057076e+000	5.648484e+000	1.200000e+001	4.942361e+000
1.201199896415174e-004	2.836148e+000	5.649997e+000	1.200000e+001	4.942399e+000
1.201234896415171e-004	2.615408e+000	5.651523e+000	1.200000e+001	4.942442e+000
1.201269896415168e-004	2.394856e+000	5.653060e+000	1.200000e+001	4.942490e+000
1.201304896415164e-004	2.174491e+000	5.654609e+000	1.200000e+001	4.942544e+000
1.201339896415161e-004	1.954314e+000	5.656171e+000	1.200000e+001	4.942602e+000
1.201374896415158e-004	1.734324e+000	5.657744e+000	1.200000e+001	4.942666e+000
1.201379896415157e-004	1.703061e+000	5.658113e+000	1.200000e+001	4.942652e+000
1.201389896415157e-004	1.642301e+000	5.660293e+000	1.200000e+001	4.942546e+000
1.201409182129441e-004	1.536705e+000	5.674052e+000	1.200000e+001	4.942335e+000
1.201428467843724e-004	1.440190e+000	5.694609e+000	1.200000e+001	4.942147e+000
1.201447753558008e-004	1.352758e+000	5.721962e+000	1.200000e+001	4.941983e+000
1.201467039272292e-004	1.274407e+000	5.756112e+000	1.200000e+001	4.941842e+000
1.201486324986576e-004	1.205138e+000	5.797059e+000	1.200000e+001	4.941723e+000
1.201505610700860e-004	1.144951e+000	5.844803e+000	1.200000e+001	4.941628e+000
1.201524896415144e-004	1.093846e+000	5.899343e+000	1.200000e+001	4.941556e+000
1.201538467843714e-004	1.060210e+000	5.938959e+000	1.200000e+001	4.941516e+000
1.201552039272284e-004	1.028653e+000	5.979779e+000	1.200000e+001	4.941482e+000
1.201565610700854e-004	9.991754e-001	6.021802e+000	1.200000e+001	4.941455e+000
1.201579182129425e-004	9.717766e-001	6.065030e+000	1.200000e+001	4.941434e+000
1.201592753557995e-004	9.464567e-001	6.109462e+000	1.200000e+001	4.941419e+000
1.201606324986565e-004	9.232158e-001	6.155098e+000	1.200000e+001	4.941410e+000
1.201619896415135e-004	9.020538e-001	6.201937e+000	1.200000e+001	4.941407e+000
1.201634182129420e-004	8.811583e-001	6.251782e+000	1.200000e+001	4.941408e+000
1.201648467843704e-004	8.614471e-001	6.301995e+000	1.200000e+001	4.941413e+000
1.201662753557988e-004	8.429204e-001	6.352574e+000	1.200000e+001	4.941420e+000
1.201677039272273e-004	8.255781e-001	6.403522e+000	1.200000e+001	4.941431e+000
1.201691324986557e-004	8.094203e-001	6.454837e+000	1.200000e+001	4.941445e+000
1.201705610700842e-004	7.944469e-001	6.506519e+000	1.200000e+001	4.941463e+000
1.201719896415126e-004	7.806579e-001	6.558569e+000	1.200000e+001	4.941483e+000
1.201737039272267e-004	7.651436e-001	6.621057e+000	1.200000e+001	4.941511e+000
1.201754182129409e-004	7.505091e-001	6.683394e+000	1.200000e+001	4.941540e+000
1.201771324986550e-004	7.367544e-001	6.745582e+000	1.200000e+001	4.941572e+000
1.201788467843691e-004	7.238796e-001	6.807619e+000	1.200000e+001	4.941605e+000
1.201805610700832e-004	7.118846e-001	6.869507e+000	1.200000e+001	4.941641e+000
1.201822753557974e-004	7.007694e-001	6.931244e+000	1.200000e+001	4.941679e+000
1.201839896415115e-004	6.905341e-001	6.992832e+000	1.200000e+001	4.941719e+000
1.201849896415114e-004	6.847643e-001	7.028528e+000	1.200000e+001	4.941742e+000
1.201859896415113e-004	6.791749e-001	7.064085e+000	1.200000e+001	4.941766e+000
1.201869896415112e-004	6.737660e-001	7.099503e+000	1.200000e+001	4.941791e+000
1.201879896415111e-004	6.685376e-001	7.134780e+000	1.200000e+001	4.941815e+000
1.201889896415110e-004	6.634896e-001	7.169919e+000	1.200000e+001	4.941841e+000
1.201899896415109e-004	6.586220e-001	7.204917e+000	1.200000e+001	4.941866e+000
1.201909896415108e-004	6.539350e-001	7.239777e+000	1.200000e+001	4.941892e+000
1.201914896415108e-004	6.516382e-001	7.257140e+000	1.200000e+001	4.941905e+000
1.201937753557963e-004	6.417394e-001	7.336066e+000	1.200000e+001	4.941966e+000
1.201960610700818e-004	6.323943e-001	7.414032e+000	1.200000e+001	4.942028e+000
1.201983467843673e-004	6.236027e-001	7.491040e+000	1.200000e+001	4.942091e+000
1.202006324986528e-004	6.153648e-001	7.567088e+000	1.200000e+001	4.942155e+000
1.202029182129383e-004	6.076804e-001	7.642177e+000	1.200000e+001	4.942219e+000
1.202052039272238e-004	6.005496e-001	7.716307e+000	1.200000e+001	4.942285e+000
1.202074896415093e-004	5.939724e-001	7.789478e+000	1.200000e+001	4.942352e+000
1.202102753557948e-004	5.864434e-001	7.877203e+000	1.200000e+001	4.942435e+000
1.202130610700802e-004	5.793349e-001	7.963395e+000	1.200000e+001	4.942518e+000
1.202158467843657e-004	5.726470e-001	8.048054e+000	1.200000e+001	4.942601e+000
1.202186324986511e-004	5.663795e-001	8.131179e+000	1.200000e+001	4.942685e+000
1.202214182129366e-004	5.605326e-001	8.212771e+000	1.200000e+001	4.942770e+000
1.202242039272220e-004	5.551062e-001	8.292830e+000	1.200000e+001	4.942856e+000
1.202269896415075e-004	5.501004e-001	8.371355e+000	1.200000e+001	4.942942e+000
1.202304182129358e-004	5.443172e-001	8.465859e+000	1.200000e+001	4.943049e+000
1.202338467843640e-004	5.388604e-001	8.558187e+000	1.200000e+001	4.943156e+000
1.202372753557923e-004	5.337299e-001	8.648339e+000	1.200000e+001	4.943263e+000
1.202407039272205e-004	5.289258e-001	8.736316e+000	1.200000e+001	4.943371e+000
1.202441324986488e-004	5.244480e-001	8.822117e+000	1.200000e+001	4.943480e+000
1.202475610700770e-004	5.202966e-001	8.905742e+000	1.200000e+001	4.943589e+000
1.202509896415053e-004	5.164715e-001	8.987192e+000	1.200000e+001	4.943698e+000
1.202552039272192e-004	5.120624e-001	9.084431e+000	1.200000e+001	4.943833e+000
1.202594182129331e-004	5.079063e-001	9.178850e+000	1.200000e+001	4.943968e+000
1.202636324986470e-004	5.040031e-001	9.270448e+000	1.200000e+001	4.944103e+000
1.202678467843608e-004	5.003528e-001	9.359227e+000	1.200000e+001	4.944239e+000
1.202720610700747e-004	4.969555e-001	9.445186e+000	1.200000e+001	4.944375e+000
1.202762753557886e-004	4.938111e-001	9.528324e+000	1.200000e+001	4.944511e+000
1.202804896415025e-004	4.909196e-001	9.608643e+000	1.200000e+001	4.944648e+000
1.202856324986449e-004	4.876153e-001	9.703124e+000	1.200000e+001	4.944815e+000
1.202907753557873e-004	4.845049e-001	9.794254e+000	1.200000e+001	4.944981e+000
1.202959182129297e-004	4.815885e-001	9.882032e+000	1.200000e+001	4.945149e+000
1.203010610700721e-004	4.788661e-001	9.966459e+000	1.200000e+001	4.945316e+000
1.203062039272144e-004	4.763377e-001	1.004753e+001	1.200000e+001	4.945484e+000
1.203113467843568e-004	4.740032e-001	1.012526e+001	1.200000e+001	4.945652e+000
1.203164896414992e-004	4.718628e-001	1.019963e+001	1.200000e+001	4.945820e+000
1.203227039272129e-004	4.694459e-001	1.028553e+001	1.200000e+001	4.946023e+000
1.203289182129266e-004	4.671757e-001	1.036778e+001	1.200000e+001	4.946226e+000
1.203351324986403e-004	4.650521e-001	1.044640e+001	1.200000e+001	4.946430e+000
1.203413467843540e-004	4.630750e-001	1.052137e+001	1.200000e+001	4.946633e+000
1.203475610700677e-004	4.612446e-001	1.059269e+001	1.200000e+001	4.946837e+000
1.203537753557815e-004	4.595608e-001	1.066038e+001	1.200000e+001	4.947041e+000
1.203599896414952e-004	4.580237e-001	1.072441e+001	1.200000e+001	4.947245e+000
1.203673467843516e-004	4.563276e-001	1.079625e+001	1.200000e+001	4.947487e+000
1.203747039272081e-004	4.547386e-001	1.086453e+001	1.200000e+001	4.947729e+000
1.203820610700646e-004	4.532566e-001	1.092927e+001	1.200000e+001	4.947971e+000
1.203894182129210e-004	4.518816e-001	1.099046e+001	1.200000e+001	4.948213e+000
1.203967753557775e-004	4.506136e-001	1.104811e+001	1.200000e+001	4.948455e+000
1.204041324986339e-004	4.494526e-001	1.110222e+001	1.200000e+001	4.948697e+000
1.204114896414904e-004	4.483986e-001	1.115277e+001	1.200000e+001	4.948939e+000
1.204201324986325e-004	4.472501e-001	1.120852e+001	1.200000e+001	4.949224e+000
1.204287753557745e-004	4.461785e-001	1.126110e+001	1.200000e+001	4.949509e+000
1.204374182129166e-004	4.451838e-001	1.131052e+001	1.200000e+001	4.949793e+000
1.204460610700586e-004	4.442659e-001	1.135679e+001	1.200000e+001	4.950078e+000
1.204547039272007e-004	4.434250e-001	1.139989e+001	1.200000e+001	4.950363e+000
1.204633467843427e-004	4.426610e-001	1.143984e+001	1.200000e+001	4.950648e+000
1.204719896414848e-004	4.419739e-001	1.147662e+001	1.200000e+001	4.950933e+000
1.204819896414839e-004	4.412412e-001	1.151619e+001	1.200000e+001	4.951263e+000
1.204919896414829e-004	4.405615e-001	1.155322e+001	1.200000e+001	4.951593e+000
1.205019896414820e-004	4.399348e-001	1.158773e+001	1.200000e+001	4.951923e+000
1.205119896414811e-004	4.393610e-001	1.161971e+001	1.200000e+001	4.952253e+000
1.205219896414802e-004	4.388401e-001	1.164915e+001	1.200000e+001	4.952583e+000
1.205319896414792e-004	4.383723e-001	1.167607e+001	1.200000e+001	4.952913e+000
1.205419896414783e-004	4.379574e-001	1.170045e+001	1.200000e+001	4.953243e+000
1.205534182129058e-004	4.375245e-001	1.172612e+001	1.200000e+001	4.953620e+000
1.205648467843333e-004	4.371262e-001	1.174997e+001	1.200000e+001	4.953997e+000
1.205762753557608e-004	4.367626e-001	1.177198e+001	1.200000e+001	4.954375e+000
1.205877039271884e-004	4.364337e-001	1.179218e+001	1.200000e+001	4.954752e+000
1.205991324986159e-004	4.361394e-001	1.181054e+001	1.200000e+001	4.955129e+000
1.206105610700434e-004	4.358798e-001	1.182708e+001	1.200000e+001	4.955506e+000
1.206219896414709e-004	4.356548e-001	1.184180e+001	1.200000e+001	4.955884e+000
1.206334182128984e-004	4.354500e-001	1.185537e+001	1.200000e+001	4.956261e+000
1.206448467843259e-004	4.352625e-001	1.186797e+001	1.200000e+001	4.956638e+000
1.206562753557534e-004	4.350924e-001	1.187961e+001	1.200000e+001	4.957015e+000
1.206677039271809e-004	4.349395e-001	1.189028e+001	1.200000e+001	4.957392e+000
1.206791324986085e-004	4.348040e-001	1.189998e+001	1.200000e+001	4.957770e+000
1.206905610700360e-004	4.346859e-001	1.190872e+001	1.200000e+001	4.958147e+000
1.207019896414635e-004	4.345850e-001	1.191650e+001	1.200000e+001	4.958524e+000
1.207034896414633e-004	4.345722e-001	1.191749e+001	1.200000e+001	4.958574e+000
1.207149182128909e-004	4.344833e-001	1.192458e+001	1.200000e+001	4.958951e+000
1.207263467843184e-004	4.344033e-001	1.193116e+001	1.200000e+001	4.959328e+000
1.207377753557459e-004	4.343319e-001	1.193723e+001	1.200000e+001	4.959705e+000
1.207492039271734e-004	4.342694e-001	1.194280e+001	1.200000e+001	4.960082e+000
1.207606324986009e-004	4.342157e-001	1.194787e+001	1.200000e+001	4.960460e+000
1.207720610700284e-004	4.341707e-001	1.195243e+001	1.200000e+001	4.960837e+000
1.207834896414559e-004	4.341345e-001	1.195649e+001	1.200000e+001	4.961214e+000
1.207949182128834e-004	4.341038e-001	1.196023e+001	1.200000e+001	4.961591e+000
1.208063467843109e-004	4.340776e-001	1.196370e+001	1.200000e+001	4.961968e+000
1.208177753557385e-004	4.340559e-001	1.196691e+001	1.200000e+001	4.962345e+000
1.208292039271660e-004	4.340389e-001	1.196985e+001	1.200000e+001	4.962722e+000
1.208406324985935e-004	4.340264e-001	1.197253e+001	1.200000e+001	4.963099e+000
1.208520610700210e-004	4.340185e-001	1.197494e+001	1.200000e+001	4.963476e+000
1.208634896414485e-004	4.340152e-001	1.197708e+001	1.200000e+001	4.963853e+000
1.208749182128760e-004	4.340147e-001	1.197906e+001	1.200000e+001	4.964230e+000
1.208863467843035e-004	4.340166e-001	1.198089e+001	1.200000e+001	4.964607e+000
1.208977753557310e-004	4.340208e-001	1.198259e+001	1.200000e+001	4.964984e+000
1.209092039271586e-004	4.340275e-001	1.198414e+001	1.200000e+001	4.965361e+000
1.209206324985861e-004	4.340366e-001	1.198556e+001	1.200000e+001	4.965738e+000
1.209320610700136e-004	4.340481e-001	1.198683e+001	1.200000e+001	4.966114e+000
1.209434896414411e-004	4.340619e-001	1.198796e+001	1.200000e+001	4.966491e+000
1.209549182128686e-004	4.340773e-001	1.198900e+001	1.200000e+001	4.966868e+000
1.209663467842961e-004	4.340939e-001	1.198997e+001	1.200000e+001	4.967245e+000
1.209777753557236e-004	4.341118e-001	1.199087e+001	1.200000e+001	4.967622e+000
1.209892039271511e-004	4.341309e-001	1.199169e+001	1.200000e+001	4.967999e+000
1.210006324985787e-004	4.341514e-001	1.199243e+001	1.200000e+001	4.968375e+000
1.210120610700062e-004	4.341730e-001	1.199311e+001	1.200000e+001	4.968752e+000
1.210234896414337e-004	4.341959e-001	1.199370e+001	1.200000e+001	4.969129e+000
1.210348467842898e-004	4.342195e-001	1.199425e+001	1.200000e+001	4.969503e+000
1.210462039271459e-004	4.342437e-001	1.199476e+001	1.200000e+001	4.969877e+000
1.210575610700019e-004	4.342686e-001	1.199523e+001	1.200000e+001	4.970251e+000
1.210689182128580e-004	4.342941e-001	1.199566e+001	1.200000e+001	4.970626e+000
1.210802753557141e-004	4.343202e-001	1.199606e+001	1.200000e+001	4.971000e+000
1.210916324985702e-004	4.343471e-001	1.199641e+001	1.200000e+001	4.971374e+000
1.211029896414263e-004	4.343746e-001	1.199672e+001	1.200000e+001	4.971748e+000
1.211142753557110e-004	4.344023e-001	1.199701e+001	1.200000e+001	4.972120e+000
1.211255610699956e-004	4.344304e-001	1.199728e+001	1.200000e+001	4.972492e+000
1.211368467842803e-004	4.344588e-001	1.199753e+001	1.200000e+001	4.972864e+000
1.211481324985650e-004	4.344875e-001	1.199776e+001	1.200000e+001	4.973236e+000
1.211594182128497e-004	4.345166e-001	1.199796e+001	1.200000e+001	4.973607e+000
1.211707039271343e-004	4.345460e-001	1.199815e+001	1.200000e+001	4.973979e+000
1.211819896414190e-004	4.345758e-001	1.199832e+001	1.200000e+001	4.974350e+000
1.211867039271328e-004	4.345883e-001	1.199838e+001	1.200000e+001	4.974506e+000
1.211914182128467e-004	4.346009e-001	1.199845e+001	1.200000e+001	4.974661e+000
1.211961324985605e-004	4.346134e-001	1.199851e+001	1.200000e+001	4.974816e+000
1.212008467842744e-004	4.346260e-001	1.199857e+001	1.200000e+001	4.974971e+000
1.212055610699882e-004	4.346387e-001	1.199863e+001	1.200000e+001	4.975126e+000
1.212102753557021e-004	4.346513e-001	1.199868e+001	1.200000e+001	4.975282e+000
1.212149896414159e-004	4.346640e-001	1.199874e+001	1.200000e+001	4.975437e+000
1.212154896414159e-004	4.346654e-001	1.199874e+001	1.200000e+001	4.975453e+000
1.212264896414149e-004	4.346952e-001	1.199886e+001	1.200000e+001	4.975816e+000
1.212374896414139e-004	4.347252e-001	1.199897e+001	1.200000e+001	4.976178e+000
1.212484896414128e-004	4.347553e-001	1.199906e+001	1.200000e+001	4.976540e+000
1.212594896414118e-004	4.347855e-001	1.199916e+001	1.200000e+001	4.976902e+000
1.212704896414108e-004	4.348158e-001	1.199924e+001	1.200000e+001	4.977264e+000
1.212814896414098e-004	4.348463e-001	1.199931e+001	1.200000e+001	4.977626e+000
1.212924896414088e-004	4.348769e-001	1.199938e+001	1.200000e+001	4.977988e+000
1.213031324985506e-004	4.349066e-001	1.199944e+001	1.200000e+001	4.978338e+000
1.213137753556925e-004	4.349364e-001	1.199950e+001	1.200000e+001	4.978688e+000
1.213244182128344e-004	4.349663e-001	1.199955e+001	1.200000e+001	4.979039e+000
1.213350610699762e-004	4.349962e-001	1.199960e+001	1.200000e+001	4.979389e+000
1.213457039271181e-004	4.350261e-001	1.199964e+001	1.200000e+001	4.979739e+000
1.213563467842600e-004	4.350562e-001	1.199968e+001	1.200000e+001	4.980089e+000
1.213669896414018e-004	4.350863e-001	1.199972e+001	1.200000e+001	4.980440e+000
1.213769896414009e-004	4.351146e-001	1.199975e+001	1.200000e+001	4.980769e+000
1.213869896414000e-004	4.351430e-001	1.199978e+001	1.200000e+001	4.981097e+000
1.213969896413991e-004	4.351713e-001	1.199981e+001	1.200000e+001	4.981426e+000
1.214069896413981e-004	4.351998e-001	1.199983e+001	1.200000e+001	4.981755e+000
1.214169896413972e-004	4.352282e-001	1.199985e+001	1.200000e+001	4.982084e+000
1.214269896413963e-004	4.352567e-001	1.199988e+001	1.200000e+001	4.982413e+000
1.214369896413954e-004	4.352852e-001	1.199990e+001	1.200000e+001	4.982742e+000
1.214457039271088e-004	4.353101e-001	1.199991e+001	1.200000e+001	4.983028e+000
1.214544182128223e-004	4.353350e-001	1.199993e+001	1.200000e+001	4.983315e+000
1.214631324985358e-004	4.353599e-001	1.199994e+001	1.200000e+001	4.983601e+000
1.214718467842493e-004	4.353848e-001	1.199995e+001	1.200000e+001	4.983888e+000
1.214805610699627e-004	4.354097e-001	1.199997e+001	1.200000e+001	4.984174e+000
1.214892753556762e-004	4.354347e-001	1.199998e+001	1.200000e+001	4.984461e+000
1.214979896413897e-004	4.354596e-001	1.199999e+001	1.200000e+001	4.984747e+000
1.215064182128175e-004	4.354838e-001	1.200000e+001	1.200000e+001	4.985025e+000
1.215148467842453e-004	4.355079e-001	1.200000e+001	1.200000e+001	4.985302e+000
1.215232753556731e-004	4.355321e-001	1.200001e+001	1.200000e+001	4.985579e+000
1.215317039271009e-004	4.355563e-001	1.200002e+001	1.200000e+001	4.985856e+000
1.215401324985287e-004	4.355805e-001	1.200003e+001	1.200000e+001	4.986133e+000
1.215485610699564e-004	4.356046e-001	1.200003e+001	1.200000e+001	4.986410e+000
1.215569896413842e-004	4.356288e-001	1.200004e+001	1.200000e+001	4.986687e+000
1.215707039270973e-004	4.356682e-001	1.200005e+001	1.200000e+001	4.987137e+000
1.215844182128103e-004	4.357076e-001	1.200006e+001	1.200000e+001	4.987588e+000
1.215981324985233e-004	4.357470e-001	1.200007e+001	1.200000e+001	4.988039e+000
1.216118467842363e-004	4.357864e-001	1.200007e+001	1.200000e+001	4.988489e+000
1.216255610699493e-004	4.358258e-001	1.200008e+001	1.200000e+001	4.988940e+000
1.216392753556623e-004	4.358652e-001	1.200008e+001	1.200000e+001	4.989390e+000
1.216529896413753e-004	4.359047e-001	1.200009e+001	1.200000e+001	4.989841e+000
1.216635610699458e-004	4.359351e-001	1.200009e+001	1.200000e+001	4.990188e+000
1.216741324985162e-004	4.359655e-001	1.200010e+001	1.200000e+001	4.990535e+000
1.216847039270867e-004	4.359959e-001	1.200010e+001	1.200000e+001	4.990882e+000
1.216952753556571e-004	4.360263e-001	1.200010e+001	1.200000e+001	4.991230e+000
1.217058467842276e-004	4.360567e-001	1.200010e+001	1.200000e+001	4.991577e+000
1.217164182127980e-004	4.360871e-001	1.200011e+001	1.200000e+001	4.991924e+000
1.217269896413685e-004	4.361176e-001	1.200011e+001	1.200000e+001	4.992271e+000
1.217274896413684e-004	4.361190e-001	1.200011e+001	1.200000e+001	4.992287e+000
1.217561324985086e-004	4.362014e-001	1.200011e+001	1.200000e+001	4.993228e+000
1.217847753556488e-004	4.362838e-001	1.200012e+001	1.200000e+001	4.994168e+000
1.218134182127891e-004	4.363662e-001	1.200012e+001	1.200000e+001	4.995108e+000
1.218420610699292e-004	4.364487e-001	1.200012e+001	1.200000e+001	4.996048e+000
1.218707039270695e-004	4.365311e-001	1.200012e+001	1.200000e+001	4.996988e+000
1.218993467842096e-004	4.366135e-001	1.200013e+001	1.200000e+001	4.997927e+000
1.219279896413499e-004	4.366959e-001	1.200013e+001	1.200000e+001	4.998867e+000
1.219724182127743e-004	4.368237e-001	1.200013e+001	1.200000e+001	5.000324e+000
1.220168467841988e-004	4.369514e-001	1.200013e+001	1.200000e+001	5.001780e+000
1.220612753556232e-004	4.370792e-001	1.200013e+001	1.200000e+001	5.003236e+000
1.221057039270477e-004	4.372069e-001	1.200013e+001	1.200000e+001	5.004692e+000
1.221501324984721e-004	4.373346e-001	1.200013e+001	1.200000e+001	5.006148e+000
1.221945610698966e-004	4.374622e-001	1.200013e+001	1.200000e+001	5.007603e+000
1.222389896413210e-004	4.375899e-001	1.200013e+001	1.200000e+001	5.009058e+000
1.222394896413210e-004	4.375913e-001	1.200013e+001	1.200000e+001	5.009074e+000
1.227514896412735e-004	4.390599e-001	1.200013e+001	1.200000e+001	5.025815e+000
1.232634896412261e-004	4.405245e-001	1.200013e+001	1.200000e+001	5.042509e+000
1.237754896411786e-004	4.419850e-001	1.200013e+001	1.200000e+001	5.059156e+000
1.242874896411312e-004	4.434416e-001	1.200013e+001	1.200000e+001	5.075757e+000
1.247994896410837e-004	4.448941e-001	1.200013e+001	1.200000e+001	5.092312e+000
1.253114896410363e-004	4.463426e-001	1.200013e+001	1.200000e+001	5.108820e+000
1.258234896409888e-004	4.477871e-001	1.200013e+001	1.200000e+001	5.125283e+000
1.263354896409414e-004	4.492277e-001	1.200013e+001	1.200000e+001	5.141700e+000
1.268474896408939e-004	4.506642e-001	1.200013e+001	1.200000e+001	5.158072e+000
1.273594896408465e-004	4.520968e-001	1.200013e+001	1.200000e+001	5.174397e+000
1.278714896407990e-004	4.535255e-001	1.200013e+001	1.200000e+001	5.190677e+000
1.283834896407516e-004	4.549502e-001	1.200013e+001	1.200000e+001	5.206912e+000
1.288954896407041e-004	4.563710e-001	1.200013e+001	1.200000e+001	5.223102e+000
1.294074896406567e-004	4.577879e-001	1.200013e+001	1.200000e+001	5.239246e+000
1.299194896406092e-004	4.592009e-001	1.200013e+001	1.200000e+001	5.255346e+000
1.300010000000000e-004	4.594255e-001	1.200013e+001	1.200000e+001	5.257905e+000
1.300010189218050e-004	4.593874e-001	1.199342e+001	1.177294e+001	5.257958e+000
1.300010567654150e-004	4.592891e-001	1.197990e+001	1.131882e+001	5.258011e+000
1.300011324526348e-004	4.590473e-001	1.195234e+001	1.041057e+001	5.258039e+000
1.300012838270745e-004	4.585395e-001	1.189521e+001	8.594075e+000	5.258047e+000
1.300015865759540e-004	4.576095e-001	1.177433e+001	4.961089e+000	5.258039e+000
1.300019999999999e-004	4.564834e-001	1.160097e+001	6.242100e-010	5.258029e+000
1.300020413424046e-004	4.564981e-001	1.159712e+001	0.000000e+000	5.257958e+000
1.300021240272138e-004	4.565783e-001	1.158946e+001	0.000000e+000	5.257899e+000
1.300022893968322e-004	4.568256e-001	1.157418e+001	0.000000e+000	5.257883e+000
1.300026201360691e-004	4.573739e-001	1.154372e+001	0.000000e+000	5.257891e+000
1.300066201360687e-004	4.641188e-001	1.118240e+001	0.000000e+000	5.258012e+000
1.300106201360683e-004	4.714813e-001	1.083219e+001	0.000000e+000	5.258133e+000
1.300146201360680e-004	4.794615e-001	1.049308e+001	0.000000e+000	5.258253e+000
1.300186201360676e-004	4.880593e-001	1.016508e+001	0.000000e+000	5.258372e+000
1.300226201360672e-004	4.972748e-001	9.848186e+000	0.000000e+000	5.258490e+000
1.300266201360668e-004	5.071080e-001	9.542394e+000	0.000000e+000	5.258607e+000
1.300306201360665e-004	5.175589e-001	9.247705e+000	0.000000e+000	5.258724e+000
1.300336201360662e-004	5.259444e-001	9.032981e+000	0.000000e+000	5.258810e+000
1.300366201360659e-004	5.350181e-001	8.823633e+000	0.000000e+000	5.258896e+000
1.300396201360656e-004	5.447802e-001	8.619660e+000	0.000000e+000	5.258981e+000
1.300426201360654e-004	5.552305e-001	8.421063e+000	0.000000e+000	5.259064e+000
1.300456201360651e-004	5.663691e-001	8.227842e+000	0.000000e+000	5.259147e+000
1.300486201360648e-004	5.781960e-001	8.039996e+000	0.000000e+000	5.259228e+000
1.300516201360645e-004	5.907112e-001	7.857527e+000	0.000000e+000	5.259309e+000
1.300541201360643e-004	6.018035e-001	7.709258e+000	0.000000e+000	5.259375e+000
