time	V(N001,P001)	V(n003)	V(n004)	I(D1)	I(L1)
0.000000000000000e+000	-7.207531e+000	1.823750e+001	0.000000e+000	1.286853e-001	1.287042e-001
1.999999558327525e-013	-7.207531e+000	1.823750e+001	0.000000e+000	1.286853e-001	1.287042e-001
4.279999098188991e-012	-7.207531e+000	1.823750e+001	4.895999e-002	1.286852e-001	1.287041e-001
8.375998245685468e-012	-7.207531e+000	1.823750e+001	9.811198e-002	1.286822e-001	1.287040e-001
1.656799654067842e-011	-7.207518e+000	1.823750e+001	1.964160e-001	1.282538e-001	1.287037e-001
3.295199291382389e-011	-7.204226e+000	1.823750e+001	3.930239e-001	4.251108e-002	1.287032e-001
4.642357960722710e-011	-7.118530e+000	1.823750e+001	5.546830e-001	-2.186355e+000	1.287027e-001
5.604547945528560e-011	-6.495148e+000	1.823750e+001	6.701458e-001	-1.839920e+001	1.287024e-001
6.451820588199153e-011	-4.888622e+000	1.823746e+001	7.718185e-001	-6.014063e+001	1.287022e-001
7.506479812735556e-011	-2.716768e+000	1.823736e+001	8.983776e-001	-1.164123e+002	1.287021e-001
8.551529775101263e-011	-1.925318e+000	1.823723e+001	1.023784e+000	-1.365432e+002	1.287020e-001
1.025688863270230e-010	-1.863867e+000	1.823700e+001	1.228427e+000	-1.359096e+002	1.287018e-001
1.085732320021959e-010	-1.059008e+000	1.823692e+001	1.300479e+000	-1.278444e+002	1.287018e-001
1.124971305346834e-010	1.184143e+000	1.823687e+001	1.347566e+000	-1.054364e+002	1.287018e-001
1.154285623247014e-010	4.084237e+000	1.823684e+001	1.382743e+000	-7.645312e+001	1.287018e-001
1.188834954958529e-010	7.337898e+000	1.823682e+001	1.424202e+000	-4.391735e+001	1.287019e-001
1.226979401327405e-010	9.641248e+000	1.823681e+001	1.469975e+000	-2.088466e+001	1.287021e-001
1.268876611854736e-010	1.091044e+001	1.823680e+001	1.520252e+000	-8.192747e+000	1.287023e-001
1.308946711870568e-010	1.140926e+001	1.823680e+001	1.568336e+000	-3.204580e+000	1.287025e-001
1.361841041411932e-010	1.162933e+001	1.823680e+001	1.631809e+000	-1.003911e+000	1.287028e-001
1.429924650908632e-010	1.170777e+001	1.823680e+001	1.713510e+000	-2.195623e-001	1.287031e-001
1.539172498222358e-010	1.172787e+001	1.823680e+001	1.844607e+000	-1.852126e-002	1.287037e-001
1.709213556279343e-010	1.172989e+001	1.823680e+001	2.048656e+000	1.694453e-003	1.287046e-001
2.049295670224910e-010	1.172969e+001	1.823680e+001	2.456755e+000	-3.079138e-004	1.287064e-001
2.729459898116043e-010	1.172972e+001	1.823680e+001	3.272952e+000	9.631040e-005	1.287101e-001
4.089788353898310e-010	1.172969e+001	1.823680e+001	4.905346e+000	-3.760089e-005	1.287173e-001
6.810445267631249e-010	1.172966e+001	1.823679e+001	8.170135e+000	6.306904e-006	1.287318e-001
1.000199999863158e-009	1.172968e+001	1.823679e+001	1.200000e+001	4.897700e-004	1.287488e-001
1.032115547108109e-009	1.172966e+001	1.823679e+001	1.200000e+001	3.657347e-004	1.287505e-001
1.095946641814852e-009	1.172962e+001	1.823678e+001	1.200000e+001	7.949311e-006	1.287539e-001
1.223608831011497e-009	1.172960e+001	1.823678e+001	1.200000e+001	-2.300988e-006	1.287608e-001
1.478933209404787e-009	1.172957e+001	1.823678e+001	1.200000e+001	1.872428e-006	1.287744e-001
1.989581966408208e-009	1.172952e+001	1.823677e+001	1.200000e+001	-1.672163e-009	1.288016e-001
2.989581966315533e-009	1.172940e+001	1.823675e+001	1.200000e+001	5.950551e-007	1.288549e-001
3.989581966222858e-009	1.172929e+001	1.823673e+001	1.200000e+001	5.848833e-007	1.289082e-001
4.989581966130183e-009	1.172918e+001	1.823671e+001	1.200000e+001	5.948787e-007	1.289615e-001
5.989581966037508e-009	1.172907e+001	1.823669e+001	1.200000e+001	5.850507e-007	1.290148e-001
6.989581965944833e-009	1.172896e+001	1.823668e+001	1.200000e+001	5.947040e-007	1.290682e-001
7.989581965852158e-009	1.172884e+001	1.823666e+001	1.200000e+001	5.852116e-007	1.291215e-001
8.989581965759483e-009	1.172873e+001	1.823664e+001	1.200000e+001	5.945367e-007	1.291748e-001
9.989581965666808e-009	1.172862e+001	1.823662e+001	1.200000e+001	5.853699e-007	1.292281e-001
1.098958196557413e-008	1.172851e+001	1.823660e+001	1.200000e+001	5.943766e-007	1.292814e-001
1.198958196548146e-008	1.172840e+001	1.823659e+001	1.200000e+001	5.855209e-007	1.293347e-001
1.298958196538878e-008	1.172829e+001	1.823657e+001	1.200000e+001	5.942202e-007	1.293880e-001
1.398958196529611e-008	1.172817e+001	1.823655e+001	1.200000e+001	5.856682e-007	1.294413e-001
1.498958196520343e-008	1.172806e+001	1.823653e+001	1.200000e+001	5.940710e-007	1.294947e-001
1.598958196511076e-008	1.172795e+001	1.823651e+001	1.200000e+001	5.858101e-007	1.295480e-001
1.698958196501808e-008	1.172784e+001	1.823649e+001	1.200000e+001	5.939255e-007	1.296013e-001
1.798958196492541e-008	1.172773e+001	1.823647e+001	1.200000e+001	5.859456e-007	1.296546e-001
1.898958196483273e-008	1.172761e+001	1.823646e+001	1.200000e+001	5.937845e-007	1.297079e-001
1.998958196474006e-008	1.172750e+001	1.823644e+001	1.200000e+001	5.860775e-007	1.297612e-001
2.098958196464738e-008	1.172739e+001	1.823642e+001	1.200000e+001	5.936490e-007	1.298145e-001
2.198958196455471e-008	1.172728e+001	1.823640e+001	1.200000e+001	5.862048e-007	1.298678e-001
2.298958196446203e-008	1.172717e+001	1.823639e+001	1.200000e+001	5.935171e-007	1.299211e-001
2.398958196436936e-008	1.172705e+001	1.823637e+001	1.200000e+001	5.863267e-007	1.299744e-001
2.498958196427668e-008	1.172694e+001	1.823635e+001	1.200000e+001	5.933898e-007	1.300277e-001
2.598958196418401e-008	1.172683e+001	1.823633e+001	1.200000e+001	5.864440e-007	1.300810e-001
2.698958196409133e-008	1.172672e+001	1.823631e+001	1.200000e+001	5.932661e-007	1.301343e-001
2.798958196399866e-008	1.172661e+001	1.823629e+001	1.200000e+001	5.865577e-007	1.301876e-001
2.898958196390598e-008	1.172649e+001	1.823627e+001	1.200000e+001	5.931470e-007	1.302409e-001
2.998958196381331e-008	1.172638e+001	1.823626e+001	1.200000e+001	5.866677e-007	1.302942e-001
3.098958196372063e-008	1.172627e+001	1.823624e+001	1.200000e+001	5.930333e-007	1.303475e-001
3.198958196362796e-008	1.172616e+001	1.823622e+001	1.200000e+001	5.867760e-007	1.304008e-001
3.298958196353528e-008	1.172605e+001	1.823620e+001	1.200000e+001	5.929232e-007	1.304541e-001
3.398958196344261e-008	1.172593e+001	1.823618e+001	1.200000e+001	5.868778e-007	1.305074e-001
3.498958196334993e-008	1.172582e+001	1.823617e+001	1.200000e+001	5.928150e-007	1.305607e-001
3.598958196325726e-008	1.172571e+001	1.823615e+001	1.200000e+001	5.869751e-007	1.306140e-001
3.698958196316458e-008	1.172560e+001	1.823613e+001	1.200000e+001	5.927095e-007	1.306673e-001
3.798958196307191e-008	1.172549e+001	1.823611e+001	1.200000e+001	5.870706e-007	1.307206e-001
3.898958196297923e-008	1.172537e+001	1.823609e+001	1.200000e+001	5.926104e-007	1.307739e-001
3.998958196288656e-008	1.172526e+001	1.823607e+001	1.200000e+001	5.871625e-007	1.308272e-001
4.098958196279388e-008	1.172515e+001	1.823606e+001	1.200000e+001	5.925131e-007	1.308805e-001
4.198958196270121e-008	1.172504e+001	1.823604e+001	1.200000e+001	5.872525e-007	1.309338e-001
4.298958196260853e-008	1.172493e+001	1.823602e+001	1.200000e+001	5.924203e-007	1.309871e-001
4.398958196251586e-008	1.172482e+001	1.823600e+001	1.200000e+001	5.873380e-007	1.310404e-001
4.498958196242318e-008	1.172470e+001	1.823598e+001	1.200000e+001	5.923284e-007	1.310937e-001
4.598958196233051e-008	1.172459e+001	1.823597e+001	1.200000e+001	5.874190e-007	1.311470e-001
4.698958196223783e-008	1.172448e+001	1.823595e+001	1.200000e+001	5.922402e-007	1.312003e-001
4.798958196214516e-008	1.172437e+001	1.823593e+001	1.200000e+001	5.874995e-007	1.312536e-001
4.898958196205248e-008	1.172426e+001	1.823591e+001	1.200000e+001	5.921556e-007	1.313069e-001
4.998958196195981e-008	1.172414e+001	1.823589e+001	1.200000e+001	5.875759e-007	1.313601e-001
5.098958196186713e-008	1.172403e+001	1.823587e+001	1.200000e+001	5.920733e-007	1.314134e-001
5.198958196177446e-008	1.172392e+001	1.823586e+001	1.200000e+001	5.876500e-007	1.314667e-001
5.298958196168178e-008	1.172381e+001	1.823584e+001	1.200000e+001	5.919942e-007	1.315200e-001
5.398958196158911e-008	1.172370e+001	1.823582e+001	1.200000e+001	5.877218e-007	1.315733e-001
5.498958196149643e-008	1.172358e+001	1.823580e+001	1.200000e+001	5.919173e-007	1.316266e-001
5.598958196140376e-008	1.172347e+001	1.823578e+001	1.200000e+001	5.877905e-007	1.316799e-001
5.698958196131108e-008	1.172336e+001	1.823577e+001	1.200000e+001	5.918428e-007	1.317332e-001
5.798958196121841e-008	1.172325e+001	1.823575e+001	1.200000e+001	5.878564e-007	1.317865e-001
5.898958196112573e-008	1.172314e+001	1.823573e+001	1.200000e+001	5.917709e-007	1.318397e-001
5.998958196103306e-008	1.172302e+001	1.823571e+001	1.200000e+001	5.879210e-007	1.318930e-001
6.098958196094038e-008	1.172291e+001	1.823569e+001	1.200000e+001	5.917013e-007	1.319463e-001
6.198958196084771e-008	1.172280e+001	1.823567e+001	1.200000e+001	5.879824e-007	1.319996e-001
6.298958196075503e-008	1.172269e+001	1.823565e+001	1.200000e+001	5.916340e-007	1.320529e-001
6.398958196066236e-008	1.172258e+001	1.823564e+001	1.200000e+001	5.880420e-007	1.321062e-001
6.498958196056968e-008	1.172247e+001	1.823562e+001	1.200000e+001	5.915686e-007	1.321595e-001
6.598958196047701e-008	1.172235e+001	1.823560e+001	1.200000e+001	5.880988e-007	1.322127e-001
6.698958196038433e-008	1.172224e+001	1.823558e+001	1.200000e+001	5.915053e-007	1.322660e-001
6.798958196029166e-008	1.172213e+001	1.823556e+001	1.200000e+001	5.881543e-007	1.323193e-001
6.898958196019898e-008	1.172202e+001	1.823555e+001	1.200000e+001	5.914444e-007	1.323726e-001
6.998958196010631e-008	1.172191e+001	1.823553e+001	1.200000e+001	5.882075e-007	1.324259e-001
7.098958196001363e-008	1.172179e+001	1.823551e+001	1.200000e+001	5.913857e-007	1.324791e-001
7.198958195992096e-008	1.172168e+001	1.823549e+001	1.200000e+001	5.882594e-007	1.325324e-001
7.298958195982828e-008	1.172157e+001	1.823547e+001	1.200000e+001	5.913284e-007	1.325857e-001
7.398958195973561e-008	1.172146e+001	1.823545e+001	1.200000e+001	5.883085e-007	1.326390e-001
7.498958195964293e-008	1.172135e+001	1.823544e+001	1.200000e+001	5.912730e-007	1.326923e-001
7.598958195955026e-008	1.172123e+001	1.823542e+001	1.200000e+001	5.883558e-007	1.327455e-001
7.698958195945758e-008	1.172112e+001	1.823540e+001	1.200000e+001	5.912193e-007	1.327988e-001
7.798958195936491e-008	1.172101e+001	1.823538e+001	1.200000e+001	5.884021e-007	1.328521e-001
7.898958195927223e-008	1.172090e+001	1.823536e+001	1.200000e+001	5.911679e-007	1.329054e-001
7.998958195917956e-008	1.172079e+001	1.823535e+001	1.200000e+001	5.884463e-007	1.329587e-001
8.098958195908688e-008	1.172068e+001	1.823533e+001	1.200000e+001	5.911170e-007	1.330119e-001
8.198958195899421e-008	1.172056e+001	1.823531e+001	1.200000e+001	5.884881e-007	1.330652e-001
8.298958195890153e-008	1.172045e+001	1.823529e+001	1.200000e+001	5.910679e-007	1.331185e-001
8.398958195880886e-008	1.172034e+001	1.823527e+001	1.200000e+001	5.885290e-007	1.331718e-001
1.217038676695994e-007	1.171612e+001	1.823458e+001	1.200000e+001	5.890317e-007	1.351806e-001
1.594181533803900e-007	1.171190e+001	1.823390e+001	1.200000e+001	5.894048e-007	1.371887e-001
1.971324390911805e-007	1.170769e+001	1.823321e+001	1.200000e+001	5.896481e-007	1.391960e-001
2.348467248019711e-007	1.170347e+001	1.823252e+001	1.200000e+001	5.897618e-007	1.412027e-001
2.725610105127616e-007	1.169926e+001	1.823183e+001	1.200000e+001	5.897458e-007	1.432086e-001
3.102752962235522e-007	1.169505e+001	1.823115e+001	1.200000e+001	5.896002e-007	1.452138e-001
3.479895819343427e-007	1.169084e+001	1.823046e+001	1.200000e+001	5.893248e-007	1.472183e-001
9.819895818755867e-007	1.162031e+001	1.821890e+001	1.200000e+001	5.882618e-007	1.808069e-001
2.005989581780688e-006	1.150728e+001	1.820026e+001	1.200000e+001	5.865347e-007	2.346298e-001
3.029989581685788e-006	1.139535e+001	1.818163e+001	1.200000e+001	5.848207e-007	2.879288e-001
4.053989581590889e-006	1.128451e+001	1.816302e+001	1.200000e+001	5.831195e-007	3.407091e-001
5.077989581495990e-006	1.117475e+001	1.814443e+001	1.200000e+001	5.814310e-007	3.929758e-001
6.101989581401091e-006	1.106606e+001	1.812586e+001	1.200000e+001	5.797551e-007	4.447339e-001
6.667666866669872e-006	1.100647e+001	1.811561e+001	1.200000e+001	5.788348e-007	4.731097e-001
6.668529366669895e-006	1.100638e+001	1.811560e+001	1.650000e+000	5.788334e-007	4.731529e-001
6.668579366669912e-006	1.088458e+001	1.811559e+001	1.050000e+000	8.602937e-002	4.731553e-001
6.668666866669996e-006	1.033648e+001	1.811559e+001	0.000000e+000	4.731589e-001	4.731596e-001
6.668826983857269e-006	8.074656e+000	1.811560e+001	0.000000e+000	4.731627e-001	4.731657e-001
6.668987101044543e-006	5.997020e+000	1.811561e+001	0.000000e+000	4.731654e-001	4.731704e-001
6.669147218231815e-006	4.103572e+000	1.811561e+001	0.000000e+000	4.731667e-001	4.731737e-001
6.669307335419089e-006	2.394313e+000	1.811562e+001	0.000000e+000	4.731669e-001	4.731756e-001
6.669467452606362e-006	8.692427e-001	1.811562e+001	0.000000e+000	4.731658e-001	4.731760e-001
6.669627569793635e-006	-4.716386e-001	1.811563e+001	0.000000e+000	4.731635e-001	4.731750e-001
6.669787686980908e-006	-1.628331e+000	1.811563e+001	0.000000e+000	4.731599e-001	4.731726e-001
6.670787686980815e-006	-6.453623e+000	1.811566e+001	0.000000e+000	4.731340e-001	4.731515e-001
6.671577030806144e-006	-7.640621e+000	1.811568e+001	0.000000e+000	4.731081e-001	4.731268e-001
6.674501146197900e-006	-7.698099e+000	1.811577e+001	0.000000e+000	4.730053e-001	4.730240e-001
6.677425261589655e-006	-7.744354e+000	1.811585e+001	0.000000e+000	4.729023e-001	4.729211e-001
6.680349376981411e-006	-7.779385e+000	1.811594e+001	0.000000e+000	4.727991e-001	4.728179e-001
6.683273492373167e-006	-7.803193e+000	1.811602e+001	0.000000e+000	4.726957e-001	4.727146e-001
6.686197607764923e-006	-7.815779e+000	1.811611e+001	0.000000e+000	4.725922e-001	4.726111e-001
6.689121723156678e-006	-7.817141e+000	1.811619e+001	0.000000e+000	4.724885e-001	4.725074e-001
6.692045838548434e-006	-7.807280e+000	1.811628e+001	0.000000e+000	4.723847e-001	4.724035e-001
7.103045838510345e-006	-7.833942e+000	1.812794e+001	0.000000e+000	4.577374e-001	4.577563e-001
8.127045838415446e-006	-7.782024e+000	1.815438e+001	0.000000e+000	4.213913e-001	4.214103e-001
9.151045838320547e-006	-7.726528e+000	1.817707e+001	0.000000e+000	3.852954e-001	3.853143e-001
1.017504583822565e-005	-7.667459e+000	1.819607e+001	0.000000e+000	3.494663e-001	3.494852e-001
1.119904583813075e-005	-7.604799e+000	1.821139e+001	0.000000e+000	3.139206e-001	3.139396e-001
1.222304583803585e-005	-7.538507e+000	1.822307e+001	0.000000e+000	2.786752e-001	2.786942e-001
1.324704583794095e-005	-7.468502e+000	1.823115e+001	0.000000e+000	2.437471e-001	2.437661e-001
1.427104583784605e-005	-7.394632e+000	1.823567e+001	0.000000e+000	2.091540e-001	2.091729e-001
1.438747440926383e-005	-7.385980e+000	1.823596e+001	0.000000e+000	2.052427e-001	2.052617e-001
1.450390298068161e-005	-7.377273e+000	1.823620e+001	0.000000e+000	2.013361e-001	2.013550e-001
1.462033155209940e-005	-7.368511e+000	1.823640e+001	0.000000e+000	1.974341e-001	1.974531e-001
1.473676012351718e-005	-7.359694e+000	1.823655e+001	0.000000e+000	1.935368e-001	1.935558e-001
1.485318869493496e-005	-7.350822e+000	1.823666e+001	0.000000e+000	1.896442e-001	1.896632e-001
1.496961726635274e-005	-7.341896e+000	1.823672e+001	0.000000e+000	1.857563e-001	1.857752e-001
1.508604583777052e-005	-7.332914e+000	1.823674e+001	0.000000e+000	1.818730e-001	1.818920e-001
1.529504583775115e-005	-7.316645e+000	1.823666e+001	0.000000e+000	1.749143e-001	1.749332e-001
1.631904583765625e-005	-7.234077e+000	1.823416e+001	0.000000e+000	1.410481e-001	1.410671e-001
1.666666687000001e-005	-7.204872e+000	1.823252e+001	0.000000e+000	1.296404e-001	1.296593e-001
1.666667936999996e-005	-7.204865e+000	1.823252e+001	1.500000e-001	1.274205e-001	1.296589e-001
1.666670436999986e-005	-7.189844e+000	1.823252e+001	4.500000e-001	-2.672355e-001	1.296581e-001
1.666671692006501e-005	-6.939009e+000	1.823252e+001	6.006008e-001	-6.787591e+000	1.296577e-001
1.666672689756496e-005	-5.701492e+000	1.823250e+001	7.203308e-001	-3.896008e+001	1.296574e-001
1.666673604564331e-005	-3.714821e+000	1.823244e+001	8.301077e-001	-9.053157e+001	1.296572e-001
1.666674644209307e-005	-2.158011e+000	1.823232e+001	9.548651e-001	-1.307119e+002	1.296571e-001
1.666675261139360e-005	-1.922561e+000	1.823224e+001	1.028897e+000	-1.365015e+002	1.296570e-001
1.666676250309325e-005	-1.897844e+000	1.823211e+001	1.147597e+000	-1.362387e+002	1.296570e-001
1.666677134595654e-005	-1.137683e+000	1.823199e+001	1.253711e+000	-1.286167e+002	1.296569e-001
1.666678089880139e-005	2.501197e+000	1.823188e+001	1.368346e+000	-9.222724e+001	1.296569e-001
1.666678551610033e-005	6.080516e+000	1.823184e+001	1.423753e+000	-5.644556e+001	1.296570e-001
1.666678952533447e-005	9.065136e+000	1.823182e+001	1.471864e+000	-2.661595e+001	1.296571e-001
1.666679365217071e-005	1.065662e+001	1.823181e+001	1.521386e+000	-1.071090e+001	1.296573e-001
1.666679757922362e-005	1.130016e+001	1.823181e+001	1.568511e+000	-4.275574e+000	1.296576e-001
1.666680238853456e-005	1.158106e+001	1.823181e+001	1.626222e+000	-1.466571e+000	1.296578e-001
1.666680862784441e-005	1.169050e+001	1.823181e+001	1.701094e+000	-3.721514e-001	1.296581e-001
1.666681811818304e-005	1.172319e+001	1.823181e+001	1.814978e+000	-4.528519e-002	1.296586e-001
1.666683269139482e-005	1.172788e+001	1.823181e+001	1.989857e+000	1.624639e-003	1.296594e-001
1.666686147190860e-005	1.172769e+001	1.823181e+001	2.335223e+000	-2.359248e-004	1.296609e-001
1.666691903293638e-005	1.172771e+001	1.823181e+001	3.025955e+000	6.846533e-005	1.296640e-001
1.666703415499171e-005	1.172769e+001	1.823180e+001	4.407420e+000	-2.537696e-005	1.296702e-001
1.666726439910260e-005	1.172767e+001	1.823180e+001	7.170349e+000	1.041264e-005	1.296824e-001
1.666766686999992e-005	1.172768e+001	1.823179e+001	1.200000e+001	5.464036e-004	1.297039e-001
1.666770711708965e-005	1.172764e+001	1.823179e+001	1.200000e+001	2.019604e-004	1.297060e-001
1.666778761126911e-005	1.172761e+001	1.823179e+001	1.200000e+001	3.307661e-006	1.297103e-001
1.666794859962804e-005	1.172759e+001	1.823179e+001	1.200000e+001	-5.332658e-007	1.297189e-001
1.666827057634590e-005	1.172755e+001	1.823178e+001	1.200000e+001	1.100642e-006	1.297361e-001
1.666891452978161e-005	1.172748e+001	1.823177e+001	1.200000e+001	4.148391e-007	1.297704e-001
1.666991452978152e-005	1.172737e+001	1.823175e+001	1.200000e+001	5.924612e-007	1.298237e-001
1.667091452978143e-005	1.172726e+001	1.823173e+001	1.200000e+001	5.872589e-007	1.298770e-001
1.667191452978134e-005	1.172715e+001	1.823171e+001	1.200000e+001	5.923694e-007	1.299303e-001
1.667291452978124e-005	1.172703e+001	1.823170e+001	1.200000e+001	5.873453e-007	1.299836e-001
1.667391452978115e-005	1.172692e+001	1.823168e+001	1.200000e+001	5.922802e-007	1.300369e-001
1.667491452978106e-005	1.172681e+001	1.823166e+001	1.200000e+001	5.874263e-007	1.300902e-001
1.667591452978096e-005	1.172670e+001	1.823164e+001	1.200000e+001	5.921920e-007	1.301435e-001
1.667691452978087e-005	1.172659e+001	1.823162e+001	1.200000e+001	5.875040e-007	1.301968e-001
1.667791452978078e-005	1.172647e+001	1.823161e+001	1.200000e+001	5.921088e-007	1.302501e-001
1.667891452978069e-005	1.172636e+001	1.823159e+001	1.200000e+001	5.875809e-007	1.303034e-001
1.667991452978059e-005	1.172625e+001	1.823157e+001	1.200000e+001	5.920269e-007	1.303567e-001
1.668091452978050e-005	1.172614e+001	1.823155e+001	1.200000e+001	5.876532e-007	1.304100e-001
1.668191452978041e-005	1.172603e+001	1.823153e+001	1.200000e+001	5.919483e-007	1.304633e-001
1.668291452978032e-005	1.172592e+001	1.823151e+001	1.200000e+001	5.877241e-007	1.305166e-001
1.668391452978022e-005	1.172580e+001	1.823149e+001	1.200000e+001	5.918723e-007	1.305699e-001
1.668491452978013e-005	1.172569e+001	1.823148e+001	1.200000e+001	5.877919e-007	1.306232e-001
1.668591452978004e-005	1.172558e+001	1.823146e+001	1.200000e+001	5.917987e-007	1.306765e-001
1.668691452977994e-005	1.172547e+001	1.823144e+001	1.200000e+001	5.878574e-007	1.307298e-001
1.668791452977985e-005	1.172536e+001	1.823142e+001	1.200000e+001	5.917273e-007	1.307831e-001
1.668891452977976e-005	1.172524e+001	1.823141e+001	1.200000e+001	5.879210e-007	1.308364e-001
1.668991452977967e-005	1.172513e+001	1.823139e+001	1.200000e+001	5.916590e-007	1.308897e-001
1.669091452977957e-005	1.172502e+001	1.823137e+001	1.200000e+001	5.879820e-007	1.309430e-001
1.669191452977948e-005	1.172491e+001	1.823135e+001	1.200000e+001	5.915922e-007	1.309963e-001
1.669291452977939e-005	1.172480e+001	1.823133e+001	1.200000e+001	5.880406e-007	1.310496e-001
1.669391452977930e-005	1.172468e+001	1.823131e+001	1.200000e+001	5.915272e-007	1.311029e-001
1.669491452977920e-005	1.172457e+001	1.823129e+001	1.200000e+001	5.880970e-007	1.311562e-001
1.669591452977911e-005	1.172446e+001	1.823128e+001	1.200000e+001	5.914653e-007	1.312095e-001
1.669691452977902e-005	1.172435e+001	1.823126e+001	1.200000e+001	5.881520e-007	1.312628e-001
1.669791452977893e-005	1.172424e+001	1.823124e+001	1.200000e+001	5.914053e-007	1.313161e-001
1.669891452977883e-005	1.172412e+001	1.823122e+001	1.200000e+001	5.882052e-007	1.313694e-001
1.669991452977874e-005	1.172401e+001	1.823120e+001	1.200000e+001	5.913471e-007	1.314226e-001
1.670091452977865e-005	1.172390e+001	1.823119e+001	1.200000e+001	5.882557e-007	1.314759e-001
1.670191452977855e-005	1.172379e+001	1.823117e+001	1.200000e+001	5.912902e-007	1.315292e-001
1.670291452977846e-005	1.172368e+001	1.823115e+001	1.200000e+001	5.883044e-007	1.315825e-001
1.670391452977837e-005	1.172356e+001	1.823113e+001	1.200000e+001	5.912352e-007	1.316358e-001
1.670491452977828e-005	1.172345e+001	1.823111e+001	1.200000e+001	5.883512e-007	1.316891e-001
1.670591452977818e-005	1.172334e+001	1.823109e+001	1.200000e+001	5.911825e-007	1.317424e-001
1.670691452977809e-005	1.172323e+001	1.823108e+001	1.200000e+001	5.883971e-007	1.317957e-001
1.670791452977800e-005	1.172312e+001	1.823106e+001	1.200000e+001	5.911311e-007	1.318489e-001
1.670891452977791e-005	1.172301e+001	1.823104e+001	1.200000e+001	5.884399e-007	1.319022e-001
1.670991452977781e-005	1.172289e+001	1.823102e+001	1.200000e+001	5.910806e-007	1.319555e-001
1.671091452977772e-005	1.172278e+001	1.823100e+001	1.200000e+001	5.884822e-007	1.320088e-001
1.671191452977763e-005	1.172267e+001	1.823099e+001	1.200000e+001	5.910333e-007	1.320621e-001
1.671291452977754e-005	1.172256e+001	1.823097e+001	1.200000e+001	5.885227e-007	1.321154e-001
1.731691452972156e-005	1.165517e+001	1.821996e+001	1.200000e+001	5.887389e-007	1.642061e-001
1.834091452962666e-005	1.154180e+001	1.820131e+001	1.200000e+001	5.870078e-007	2.181905e-001
1.936491452953176e-005	1.142954e+001	1.818268e+001	1.200000e+001	5.852896e-007	2.716495e-001
2.038891452943686e-005	1.131836e+001	1.816407e+001	1.200000e+001	5.835843e-007	3.245882e-001
2.141291452934196e-005	1.120828e+001	1.814548e+001	1.200000e+001	5.818918e-007	3.770118e-001
2.243691452924706e-005	1.109926e+001	1.812691e+001	1.200000e+001	5.802120e-007	4.289252e-001
2.333433353666993e-005	1.100459e+001	1.811065e+001	1.200000e+001	5.787501e-007	4.740058e-001
2.333524197239761e-005	1.100449e+001	1.811063e+001	1.098771e+000	5.787486e-007	4.740513e-001
2.333525482352359e-005	1.097224e+001	1.811063e+001	9.445578e-001	7.238070e-002	4.740520e-001
2.333528052577555e-005	1.075344e+001	1.811063e+001	6.361308e-001	2.961499e-001	4.740532e-001
2.333533193027947e-005	1.007847e+001	1.811064e+001	1.927669e-002	4.734521e-001	4.740556e-001
2.333533353667005e-005	1.005523e+001	1.811064e+001	0.000000e+000	4.740547e-001	4.740557e-001
2.333545057369837e-005	8.391133e+000	1.811064e+001	0.000000e+000	4.740577e-001	4.740604e-001
2.333556761072669e-005	6.828564e+000	1.811064e+001	0.000000e+000	4.740599e-001	4.740641e-001
2.333568464775501e-005	5.367523e+000	1.811065e+001	0.000000e+000	4.740614e-001	4.740671e-001
2.333580168478333e-005	4.008009e+000	1.811065e+001	0.000000e+000	4.740621e-001	4.740691e-001
2.333591872181165e-005	2.750024e+000	1.811065e+001	0.000000e+000	4.740620e-001	4.740703e-001
2.333603575883997e-005	1.593566e+000	1.811066e+001	0.000000e+000	4.740612e-001	4.740706e-001
2.333615279586829e-005	5.386353e-001	1.811066e+001	0.000000e+000	4.740596e-001	4.740701e-001
2.333697526784770e-005	-5.347181e+000	1.811068e+001	0.000000e+000	4.740431e-001	4.740595e-001
2.333748403438051e-005	-7.073130e+000	1.811070e+001	0.000000e+000	4.740277e-001	4.740458e-001
2.333848403438042e-005	-7.657919e+000	1.811073e+001	0.000000e+000	4.739931e-001	4.740118e-001
2.334333157418432e-005	-7.713551e+000	1.811087e+001	0.000000e+000	4.738224e-001	4.738412e-001
2.334817911398823e-005	-7.758343e+000	1.811101e+001	0.000000e+000	4.736514e-001	4.736702e-001
2.335302665379213e-005	-7.792293e+000	1.811115e+001	0.000000e+000	4.734801e-001	4.734989e-001
2.335787419359603e-005	-7.815402e+000	1.811130e+001	0.000000e+000	4.733085e-001	4.733273e-001
2.336272173339993e-005	-7.827669e+000	1.811144e+001	0.000000e+000	4.731366e-001	4.731555e-001
2.336756927320384e-005	-7.829096e+000	1.811158e+001	0.000000e+000	4.729644e-001	4.729833e-001
2.337241681300774e-005	-7.819681e+000	1.811172e+001	0.000000e+000	4.727919e-001	4.728108e-001
2.343341681300209e-005	-7.840979e+000	1.811349e+001	0.000000e+000	4.706196e-001	4.706385e-001
2.445741681290719e-005	-7.796579e+000	1.814125e+001	0.000000e+000	4.342100e-001	4.342289e-001
2.548141681281229e-005	-7.742393e+000	1.816528e+001	0.000000e+000	3.980432e-001	3.980622e-001
2.650541681271739e-005	-7.684637e+000	1.818558e+001	0.000000e+000	3.621372e-001	3.621561e-001
