time	Isecundario	Iprimario
1.506056604327133e-004	2.357134e+000	-2.702481e-003
1.506106604327133e-004	2.352050e+000	-2.597199e-003
1.506156604327133e-004	2.346979e+000	-2.496675e-003
1.506206604327133e-004	2.341919e+000	-2.400717e-003
1.506256604327132e-004	2.336871e+000	-2.309100e-003
1.506306604327132e-004	2.331834e+000	-2.221650e-003
1.506356604327132e-004	2.326807e+000	-2.138161e-003
1.506406604327131e-004	2.321792e+000	-2.058474e-003
1.506456604327131e-004	2.316787e+000	-1.982400e-003
1.506506604327131e-004	2.311792e+000	-1.909793e-003
1.506556604327131e-004	2.306806e+000	-1.840482e-003
1.506606604327130e-004	2.301830e+000	-1.774334e-003
1.506656604327130e-004	2.296863e+000	-1.711190e-003
1.506706604327130e-004	2.291905e+000	-1.650929e-003
1.506756604327129e-004	2.286956e+000	-1.593408e-003
1.506806604327129e-004	2.282015e+000	-1.538515e-003
1.506856604327129e-004	2.277082e+000	-1.486119e-003
1.506906604327128e-004	2.272157e+000	-1.436118e-003
1.506956604327128e-004	2.267240e+000	-1.388393e-003
1.507006604327128e-004	2.262331e+000	-1.342851e-003
1.507056604327128e-004	2.257428e+000	-1.299383e-003
1.507106604327127e-004	2.252533e+000	-1.257904e-003
1.507166791345745e-004	2.246649e+000	-1.210005e-003
1.507204803808575e-004	2.242939e+000	-1.181440e-003
1.507209999999999e-004	2.242402e+000	-1.169319e-003
1.507210519619141e-004	2.242371e+000	-1.174464e-003
1.507220000000001e-004	2.241456e+000	-1.170168e-003
1.507272793304865e-004	2.236313e+000	-1.132982e-003
1.507322793304865e-004	2.231448e+000	-1.099284e-003
1.507372793304864e-004	2.226589e+000	-1.066940e-003
1.507422793304864e-004	2.221736e+000	-1.036073e-003
1.507572793304863e-004	2.207214e+000	-9.516766e-004
1.507722793304862e-004	2.192744e+000	-8.783228e-004
1.507872793304861e-004	2.178323e+000	-8.145634e-004
1.508072793304860e-004	2.159167e+000	-7.423224e-004
1.508272793304859e-004	2.140090e+000	-6.823770e-004
1.508472793304858e-004	2.121088e+000	-6.326190e-004
1.508672793304857e-004	2.102156e+000	-5.913004e-004
1.508922793304855e-004	2.078586e+000	-5.493368e-004
1.509172793304854e-004	2.055118e+000	-5.160169e-004
1.509422793304852e-004	2.031749e+000	-4.895251e-004
1.509722793304850e-004	2.003830e+000	-4.647503e-004
1.510072793304848e-004	1.971426e+000	-4.431499e-004
1.510472793304846e-004	1.934608e+000	-4.254035e-004
1.510972793304843e-004	1.888899e+000	-4.102782e-004
1.511622793304839e-004	1.829989e+000	-3.978860e-004
1.512522793304834e-004	1.749355e+000	-3.880016e-004
1.514122793304824e-004	1.608626e+000	-3.787930e-004
1.517822793304802e-004	1.295670e+000	-3.664102e-004
1.520972793304784e-004	1.042517e+000	-3.578714e-004
1.523472793304769e-004	8.500124e-001	-3.521961e-004
1.525372793304758e-004	7.085709e-001	-3.488788e-004
1.526672793304750e-004	6.141797e-001	-3.473698e-004
1.527372793304746e-004	5.641505e-001	-3.469208e-004
1.527522793304745e-004	5.535023e-001	-3.468657e-004
1.527872793304743e-004	5.287559e-001	-3.468018e-004
1.528822793304737e-004	4.622873e-001	-3.471739e-004
1.530372793304728e-004	3.560428e-001	-3.503478e-004
1.531572793304721e-004	2.756901e-001	-3.568174e-004
1.532422793304716e-004	2.198073e-001	-3.656709e-004
1.533072793304712e-004	1.776787e-001	-3.770646e-004
1.533122793304712e-004	1.744608e-001	-3.781975e-004
1.533172793304711e-004	1.712461e-001	-3.793769e-004
1.533222793304711e-004	1.680349e-001	-3.806053e-004
1.533272793304711e-004	1.648270e-001	-3.818854e-004
1.533322793304710e-004	1.616225e-001	-3.832201e-004
1.533372793304710e-004	1.584215e-001	-3.846126e-004
1.533422793304710e-004	1.552234e-001	-3.860583e-004
1.533446056762836e-004	1.537366e-001	-3.867519e-004
1.533459538299478e-004	1.528754e-001	-3.871633e-004
1.533472628797372e-004	1.520395e-001	-3.875677e-004
1.533483532783276e-004	1.513434e-001	-3.879081e-004
1.533495135781274e-004	1.506029e-001	-3.882749e-004
1.533518341777268e-004	1.491227e-001	-3.890223e-004
1.533564753769259e-004	1.461644e-001	-3.905614e-004
1.533614753769258e-004	1.429802e-001	-3.922807e-004
1.533649627526528e-004	1.407612e-001	-3.935236e-004
1.533673924714223e-004	1.392164e-001	-3.944164e-004
1.533728490358793e-004	1.357508e-001	-3.965134e-004
1.533759501545638e-004	1.337834e-001	-3.977586e-004
1.533809501545638e-004	1.306141e-001	-3.998414e-004
1.533859501545638e-004	1.274484e-001	-4.020226e-004
1.533909501545638e-004	1.242865e-001	-4.043191e-004
1.533959501545637e-004	1.211285e-001	-4.067378e-004
1.534009501545637e-004	1.179746e-001	-4.092876e-004
1.534059501545637e-004	1.148246e-001	-4.119790e-004
1.534109501545636e-004	1.116789e-001	-4.148230e-004
1.534159501545636e-004	1.085373e-001	-4.178323e-004
1.534209501545636e-004	1.054000e-001	-4.210206e-004
1.534259501545635e-004	1.022672e-001	-4.244033e-004
1.534309501545635e-004	9.913880e-002	-4.279977e-004
1.534359501545635e-004	9.601507e-002	-4.318232e-004
1.534409501545635e-004	9.289609e-002	-4.359013e-004
1.534459501545634e-004	8.978200e-002	-4.402567e-004
1.534509501545634e-004	8.667295e-002	-4.449170e-004
1.534559501545634e-004	8.356915e-002	-4.499136e-004
1.534609501545633e-004	8.047076e-002	-4.552824e-004
1.534659501545633e-004	7.737802e-002	-4.610646e-004
1.534709501545633e-004	7.429118e-002	-4.673075e-004
1.534759501545632e-004	7.121052e-002	-4.740657e-004
1.534809501545632e-004	6.813636e-002	-4.814027e-004
1.534859501545632e-004	6.506907e-002	-4.893927e-004
1.534909501545632e-004	6.200908e-002	-4.981228e-004
1.534959501545631e-004	5.895690e-002	-5.076959e-004
1.535009501545631e-004	5.591310e-002	-5.182348e-004
1.535059501545631e-004	5.287836e-002	-5.298862e-004
1.535109501545630e-004	4.985349e-002	-5.428274e-004
1.535159501545630e-004	4.683948e-002	-5.572743e-004
1.535209501545630e-004	4.383748e-002	-5.734920e-004
1.535259501545629e-004	4.084894e-002	-5.918089e-004
1.535309501545629e-004	3.787563e-002	-6.126368e-004
1.535359501545629e-004	3.491974e-002	-6.364965e-004
1.535409501545629e-004	3.198405e-002	-6.640553e-004
1.535459501545628e-004	2.907214e-002	-6.961785e-004
1.535509501545628e-004	2.618860e-002	-7.340025e-004
1.535559501545628e-004	2.333952e-002	-7.790398e-004
1.535609501545627e-004	2.053297e-002	-8.333301e-004
1.535659501545627e-004	1.777081e-002	-8.975702e-004
1.535682765003753e-004	1.650694e-002	-9.323718e-004
1.535704799317617e-004	1.532814e-002	-9.696209e-004
1.535723477867988e-004	1.434188e-002	-1.004275e-003
1.535743208921480e-004	1.331890e-002	-1.045388e-003
1.535782671028465e-004	1.133038e-002	-1.141534e-003
1.535832671028465e-004	8.923627e-003	-1.291129e-003
1.535882671028464e-004	6.687032e-003	-1.483193e-003
1.535932671028464e-004	4.680741e-003	-1.733207e-003
1.535982671028464e-004	2.963032e-003	-2.055920e-003
1.536032671028463e-004	1.583241e-003	-2.462989e-003
1.536082671028463e-004	5.605095e-004	-2.956950e-003
1.536132671028463e-004	-1.326517e-004	-3.526747e-003
1.536182671028463e-004	-5.664371e-004	-4.149239e-003
1.536232671028462e-004	-8.280276e-004	-4.796907e-003
1.536282671028462e-004	-9.923199e-004	-5.446361e-003
1.536332671028462e-004	-1.107785e-003	-6.082265e-003
1.536382671028461e-004	-1.199102e-003	-6.696396e-003
1.536432671028461e-004	-1.276522e-003	-7.284858e-003
1.536482671028461e-004	-1.343723e-003	-7.845781e-003
1.536532671028460e-004	-1.402024e-003	-8.378086e-003
1.536582671028460e-004	-1.452056e-003	-8.881004e-003
1.536632671028460e-004	-1.494288e-003	-9.353924e-003
1.536682671028460e-004	-1.529152e-003	-9.796359e-003
1.536732671028459e-004	-1.557061e-003	-1.020794e-002
1.536782671028459e-004	-1.578407e-003	-1.058844e-002
1.536832671028459e-004	-1.593556e-003	-1.093774e-002
1.536882671028458e-004	-1.602838e-003	-1.125587e-002
1.536932671028458e-004	-1.606546e-003	-1.154303e-002
1.536982671028458e-004	-1.604927e-003	-1.179956e-002
1.537032671028457e-004	-1.598179e-003	-1.202600e-002
1.537082671028457e-004	-1.586440e-003	-1.222308e-002
1.537132671028457e-004	-1.569781e-003	-1.239179e-002
1.537182671028457e-004	-1.548195e-003	-1.253337e-002
1.537232671028456e-004	-1.521576e-003	-1.264940e-002
1.537282671028456e-004	-1.489704e-003	-1.274185e-002
1.537332671028456e-004	-1.452218e-003	-1.281315e-002
1.537382671028455e-004	-1.408583e-003	-1.286633e-002
1.537432671028455e-004	-1.358052e-003	-1.290511e-002
1.537482671028455e-004	-1.299613e-003	-1.293410e-002
1.537532671028455e-004	-1.231933e-003	-1.295897e-002
1.537582671028454e-004	-1.153287e-003	-1.298669e-002
1.537632671028454e-004	-1.061471e-003	-1.302586e-002
1.537682671028454e-004	-9.537145e-004	-1.308696e-002
1.537732671028453e-004	-8.265809e-004	-1.318275e-002
1.537782671028453e-004	-6.758733e-004	-1.332859e-002
1.537832671028453e-004	-4.965627e-004	-1.354276e-002
1.537882671028452e-004	-2.827671e-004	-1.384664e-002
1.537932671028452e-004	-2.783092e-005	-1.426457e-002
1.537982671028452e-004	2.748905e-004	-1.482164e-002
1.538030779579646e-004	6.189237e-004	-1.551802e-002
1.538080779579646e-004	1.037309e-003	-1.643436e-002
1.538130779579646e-004	1.520028e-003	-1.756408e-002
1.538180779579645e-004	2.066053e-003	-1.891854e-002
1.538230779579645e-004	2.665184e-003	-2.048794e-002
1.538280779579645e-004	3.294187e-003	-2.223403e-002
1.538330779579644e-004	3.911921e-003	-2.408176e-002
1.538380779579644e-004	4.455665e-003	-2.591627e-002
1.538430779579644e-004	4.841266e-003	-2.759030e-002
1.538480779579644e-004	3.386738e-003	-2.689613e-002
1.538499120164684e-004	-2.019407e-003	-2.021515e-002
1.538512666828917e-004	-8.974897e-003	-1.058915e-002
1.538527836486407e-004	-1.276424e-002	-3.827639e-003
1.538538838716391e-004	-1.234065e-002	-2.984208e-003
1.538552391095534e-004	-1.212442e-002	-2.123746e-003
1.538579495853820e-004	-1.290038e-002	7.249890e-004
1.538604071796110e-004	-1.316524e-002	3.248238e-003
1.538653223680691e-004	-1.337426e-002	8.284492e-003
1.538703223680691e-004	-1.198924e-002	1.068519e-002
1.538747614227413e-004	-8.681317e-003	8.194810e-003
1.538789123057733e-004	-6.172587e-003	5.732293e-003
1.538822512463125e-004	-6.034761e-003	7.291044e-003
1.538851754929107e-004	-6.054849e-003	9.269265e-003
1.538884578484035e-004	-3.714464e-003	7.415242e-003
1.538893110256644e-004	-1.594457e-003	3.579100e-003
1.538897026239819e-004	-6.414820e-004	1.221893e-003
1.538898978953240e-004	-3.815356e-004	6.594396e-004
1.538901556565136e-004	-1.372036e-004	4.066963e-004
1.538904558636331e-004	-1.067067e-004	2.576835e-004
1.538910562778721e-004	-2.389381e-004	1.726567e-004
1.538916069732952e-004	-2.987439e-004	1.858951e-004
1.538923423249244e-004	-2.086738e-004	2.509367e-004
1.538931736040675e-004	-9.957411e-005	3.806482e-004
1.538941877637281e-004	-7.585024e-005	6.189775e-004
1.538953513614831e-004	-7.835312e-005	9.313202e-004
1.538967360285558e-004	-5.138277e-005	1.313273e-003
1.538982926453983e-004	-3.819819e-005	1.761378e-003
1.539000282275340e-004	-3.564406e-005	2.273769e-003
1.539021068494250e-004	-2.653813e-005	2.891426e-003
1.539043059787294e-004	-2.339972e-005	3.550874e-003
1.539069416120953e-004	-2.073704e-005	4.344218e-003
1.539096245257077e-004	-1.803412e-005	5.153319e-003
1.539127683023920e-004	-1.724668e-005	6.103146e-003
1.539161304726189e-004	-1.563006e-005	7.119205e-003
1.539195111847163e-004	-1.517938e-005	8.141448e-003
1.539234302378935e-004	-1.442376e-005	9.326437e-003
1.539270778320580e-004	-1.418921e-005	1.042943e-002
1.539313716408764e-004	-1.410902e-005	1.172775e-002
1.539354914155595e-004	-1.413374e-005	1.297330e-002
1.539404914155595e-004	-1.451691e-005	1.448480e-002
1.539452989491972e-004	-1.487965e-005	1.593778e-002
1.539502989491971e-004	-1.547691e-005	1.744862e-002
1.539552989491971e-004	-1.600795e-005	1.895900e-002
1.539602989491971e-004	-1.666502e-005	2.046897e-002
1.539652989491970e-004	-1.723629e-005	2.197844e-002
1.539702989491970e-004	-1.786063e-005	2.348746e-002
1.539752989491970e-004	-1.842314e-005	2.499600e-002
1.539802989491970e-004	-1.898451e-005	2.650410e-002
1.539852989491969e-004	-1.951978e-005	2.801177e-002
1.539902989491969e-004	-2.001876e-005	2.951900e-002
1.539952989491969e-004	-2.051815e-005	3.102585e-002
1.540002989491968e-004	-2.096500e-005	3.253229e-002
1.540052989491968e-004	-2.142334e-005	3.403838e-002
1.540102989491968e-004	-2.182889e-005	3.554410e-002
1.540152989491968e-004	-2.224396e-005	3.704950e-002
1.540252989491967e-004	-2.298888e-005	4.005931e-002
1.540502989491965e-004	-2.457371e-005	4.757883e-002
1.540802989491964e-004	-2.603789e-005	5.659431e-002
1.541202989491961e-004	-2.744001e-005	6.860448e-002
1.541702989491958e-004	-2.858668e-005	8.360466e-002
1.542352989491954e-004	-2.945381e-005	1.030901e-001
1.543352989491949e-004	-3.007376e-005	1.330454e-001
1.545352989491937e-004	-3.040477e-005	1.929010e-001
1.549990000000001e-004	-3.046240e-005	3.314561e-001
1.550000000000000e-004	-3.367937e-005	3.317562e-001
1.550001000000000e-004	-3.155046e-005	3.317850e-001
1.550003000000001e-004	-3.045963e-005	3.318442e-001
1.550009999999999e-004	-3.038769e-005	3.320530e-001
1.550012799999999e-004	-3.046284e-005	3.321367e-001
1.550410799999987e-004	-3.046333e-005	3.440152e-001
1.557209999999999e-004	-3.046246e-005	5.466090e-001
1.557220000000001e-004	-3.046615e-005	5.469065e-001
1.564510779998932e-004	-3.046843e-005	7.634513e-001
1.564560779998931e-004	-3.046845e-005	7.649339e-001
1.564610779998931e-004	-3.046846e-005	7.664164e-001
1.564660779998931e-004	-3.046848e-005	7.678989e-001
1.564710779998930e-004	-3.046849e-005	7.693814e-001
1.564760779998930e-004	-3.046851e-005	7.708638e-001
1.564810779998930e-004	-3.046853e-005	7.723463e-001
1.564860779998930e-004	-3.046854e-005	7.738286e-001
1.564884043457056e-004	-3.046855e-005	7.745183e-001
1.564897524993698e-004	-3.046856e-005	7.749180e-001
1.564910615491591e-004	-3.046856e-005	7.753061e-001
1.564921519477496e-004	-3.046856e-005	7.756293e-001
1.564933122475494e-004	-3.046857e-005	7.759733e-001
1.564956328471488e-004	-3.046857e-005	7.766613e-001
1.565002740463479e-004	-3.046860e-005	7.780372e-001
1.565052740463478e-004	-3.046863e-005	7.795194e-001
1.565087614220748e-004	-3.046866e-005	7.805533e-001
1.565104518609665e-004	-3.046866e-005	7.810544e-001
1.565166477053013e-004	-3.046867e-005	7.828910e-001
1.565197488239858e-004	-3.046867e-005	7.838103e-001
1.565247488239858e-004	-3.046867e-005	7.852924e-001
1.565297488239858e-004	-3.046867e-005	7.867745e-001
1.565347488239857e-004	-3.046865e-005	7.882565e-001
1.565397488239857e-004	-3.046868e-005	7.897385e-001
1.565447488239857e-004	-3.046869e-005	7.912205e-001
1.565497488239856e-004	-3.046867e-005	7.927025e-001
1.565547488239856e-004	-3.046863e-005	7.941844e-001
1.565597488239856e-004	-3.046862e-005	7.956663e-001
1.565647488239856e-004	-3.046857e-005	7.971481e-001
1.565697488239855e-004	-3.046850e-005	7.986299e-001
1.565747488239855e-004	-3.046839e-005	8.001117e-001
1.565797488239855e-004	-3.046824e-005	8.015935e-001
1.565847488239854e-004	-3.046803e-005	8.030752e-001
1.565897488239854e-004	-3.046774e-005	8.045568e-001
1.565947488239854e-004	-3.046735e-005	8.060385e-001
1.565997488239854e-004	-3.046683e-005	8.075201e-001
1.566047488239853e-004	-3.046614e-005	8.090017e-001
1.566097488239853e-004	-3.046523e-005	8.104832e-001
1.566147488239853e-004	-3.046405e-005	8.119647e-001
1.566197488239852e-004	-3.046252e-005	8.134462e-001
1.566247488239852e-004	-3.046052e-005	8.149276e-001
1.566297488239852e-004	-3.045793e-005	8.164090e-001
1.566347488239851e-004	-3.045453e-005	8.178903e-001
1.566397488239851e-004	-3.045007e-005	8.193717e-001
1.566447488239851e-004	-3.044415e-005	8.208530e-001
1.566497488239851e-004	-3.043618e-005	8.223342e-001
1.566547488239850e-004	-3.042530e-005	8.238154e-001
1.566597488239850e-004	-3.041016e-005	8.252966e-001
1.566647488239850e-004	-3.038858e-005	8.267777e-001
1.566697488239849e-004	-3.035692e-005	8.282587e-001
1.566747488239849e-004	-3.030895e-005	8.297396e-001
1.566797488239849e-004	-3.023362e-005	8.312205e-001
1.566847488239848e-004	-3.009451e-005	8.327011e-001
1.566897488239848e-004	-2.983963e-005	8.341814e-001
1.566947488239848e-004	-2.942012e-005	8.356612e-001
1.566997488239848e-004	-2.872036e-005	8.371401e-001
1.567047488239847e-004	-2.758435e-005	8.386179e-001
1.567097488239847e-004	-2.627987e-005	8.400948e-001
1.567120751697973e-004	-2.534406e-005	8.407812e-001
1.567142786011836e-004	-2.373450e-005	8.414296e-001
1.567161464562207e-004	-2.190875e-005	8.419780e-001
1.567181195615700e-004	-1.924533e-005	8.425554e-001
1.567220657722685e-004	-1.017761e-005	8.437007e-001
1.567270657722684e-004	1.483374e-005	8.451190e-001
1.567320657722684e-004	8.218662e-005	8.464398e-001
1.567356230246784e-004	2.199702e-004	8.471835e-001
1.567378624949193e-004	4.558790e-004	8.473389e-001
1.567394378286513e-004	8.650451e-004	8.469543e-001
1.567406710330345e-004	1.601860e-003	8.458272e-001
1.567417460877556e-004	2.807391e-003	8.436648e-001
1.567430397640633e-004	4.305602e-003	8.406203e-001
1.567442029313190e-004	4.852888e-003	8.392357e-001
1.567454819346435e-004	4.989069e-003	8.388188e-001
1.567470711525063e-004	5.326288e-003	8.381733e-001
1.567501722917724e-004	6.343522e-003	8.360661e-001
1.567551722917724e-004	1.178704e-002	8.254386e-001
1.567577304642110e-004	1.843499e-002	8.124419e-001
1.567603578790111e-004	2.617883e-002	7.972197e-001
1.567623240659303e-004	3.108397e-002	7.888226e-001
1.567644473075068e-004	3.748846e-002	7.807091e-001
1.567668235404926e-004	4.797837e-002	7.710066e-001
1.567677912830065e-004	6.279405e-002	7.636948e-001
1.567682826970611e-004	9.280885e-002	7.527346e-001
1.567685119559824e-004	1.245377e-001	7.419344e-001
1.567688102123170e-004	1.794695e-001	7.234907e-001
1.567690128457424e-004	2.217201e-001	7.093119e-001
1.567692519393613e-004	2.817027e-001	6.892392e-001
1.567697301265991e-004	4.201438e-001	6.431438e-001
1.567704079679124e-004	6.334973e-001	5.730017e-001
1.567717636505389e-004	1.054415e+000	4.382221e-001
1.567731979681436e-004	1.432744e+000	3.207672e-001
1.567746719472471e-004	1.720033e+000	2.322498e-001
1.567761149966077e-004	1.914191e+000	1.708151e-001
1.567777483868344e-004	2.068982e+000	1.209631e-001
1.567793968487907e-004	2.180164e+000	8.558222e-002
1.567812112374593e-004	2.258955e+000	6.105093e-002
1.567832561154546e-004	2.308189e+000	4.559360e-002
1.567854003524595e-004	2.334935e+000	3.647698e-002
1.567880691811054e-004	2.355538e+000	2.882585e-002
1.567924679030759e-004	2.382765e+000	1.837250e-002
1.567972073968510e-004	2.408677e+000	8.182637e-003
1.568008964558806e-004	2.426826e+000	1.007793e-003
1.568022877567344e-004	2.432421e+000	-1.213888e-003
1.568036803601409e-004	2.436424e+000	-2.884593e-003
1.568050377273879e-004	2.438994e+000	-4.069581e-003
1.568062224883093e-004	2.440158e+000	-4.732959e-003
1.568073059388328e-004	2.440260e+000	-5.039671e-003
1.568094728398796e-004	2.438968e+000	-5.226480e-003
1.568123954417938e-004	2.436162e+000	-5.184041e-003
1.568155965629725e-004	2.432715e+000	-5.037165e-003
1.568205965629724e-004	2.427356e+000	-4.819041e-003
1.568255965629724e-004	2.422052e+000	-4.619406e-003
1.568305965629724e-004	2.416765e+000	-4.427990e-003
1.568355965629723e-004	2.411497e+000	-4.244889e-003
1.568405965629723e-004	2.406248e+000	-4.070197e-003
1.568455965629723e-004	2.401016e+000	-3.903267e-003
1.568505965629722e-004	2.395802e+000	-3.743831e-003
1.568555965629722e-004	2.390604e+000	-3.591574e-003
1.568605965629722e-004	2.385422e+000	-3.446148e-003
1.568655965629722e-004	2.380256e+000	-3.307284e-003
1.568705965629721e-004	2.375105e+000	-3.174665e-003
1.568755965629721e-004	2.369969e+000	-3.048040e-003
1.568805965629721e-004	2.364846e+000	-2.927119e-003
1.568855965629720e-004	2.359738e+000	-2.811674e-003
1.568905965629720e-004	2.354642e+000	-2.701437e-003
1.568955965629720e-004	2.349560e+000	-2.596200e-003
1.569005965629720e-004	2.344489e+000	-2.495718e-003
1.569055965629719e-004	2.339431e+000	-2.399800e-003
1.569105965629719e-004	2.334384e+000	-2.308222e-003
1.569155965629719e-004	2.329349e+000	-2.220808e-003
1.569205965629718e-004	2.324324e+000	-2.137354e-003
1.569255965629718e-004	2.319310e+000	-2.057700e-003
1.569305965629718e-004	2.314306e+000	-1.981658e-003
1.569355965629717e-004	2.309312e+000	-1.909082e-003
1.569405965629717e-004	2.304328e+000	-1.839801e-003
1.569455965629717e-004	2.299353e+000	-1.773680e-003
1.569505965629717e-004	2.294388e+000	-1.710563e-003
1.569555965629716e-004	2.289431e+000	-1.650327e-003
1.569605965629716e-004	2.284483e+000	-1.592830e-003
1.569655965629716e-004	2.279543e+000	-1.537960e-003
1.569705965629715e-004	2.274612e+000	-1.485586e-003
1.569755965629715e-004	2.269688e+000	-1.435607e-003
1.569805965629715e-004	2.264772e+000	-1.387902e-003
1.569855965629714e-004	2.259864e+000	-1.342379e-003
1.569905965629714e-004	2.254964e+000	-1.298929e-003
1.569955965629714e-004	2.250070e+000	-1.257467e-003
1.570005965629714e-004	2.245183e+000	-1.217894e-003
1.570055965629713e-004	2.240304e+000	-1.180132e-003
1.570105965629713e-004	2.235431e+000	-1.144090e-003
1.570155965629713e-004	2.230565e+000	-1.109698e-003
1.570205965629712e-004	2.225705e+000	-1.076873e-003
1.570255965629712e-004	2.220851e+000	-1.045551e-003
1.570405965629711e-004	2.206327e+000	-9.599039e-004
1.570555965629710e-004	2.191856e+000	-8.854608e-004
1.570705965629709e-004	2.177433e+000	-8.207629e-004
1.570905965629708e-004	2.158277e+000	-7.474527e-004
1.571105965629707e-004	2.139199e+000	-6.866235e-004
1.571305965629706e-004	2.120195e+000	-6.361327e-004
1.571505965629705e-004	2.101263e+000	-5.942071e-004
1.571755965629703e-004	2.077693e+000	-5.516296e-004
1.572005965629702e-004	2.054225e+000	-5.178241e-004
1.572255965629700e-004	2.030856e+000	-4.909495e-004
1.572555965629698e-004	2.002938e+000	-4.658195e-004
1.572905965629696e-004	1.970534e+000	-4.439139e-004
1.573305965629694e-004	1.933717e+000	-4.259227e-004
1.573805965629691e-004	1.888010e+000	-4.105968e-004
1.574455965629687e-004	1.829102e+000	-3.980523e-004
1.575355965629682e-004	1.748471e+000	-3.880653e-004
1.576955965629672e-004	1.607748e+000	-3.787977e-004
1.580655965629650e-004	1.294804e+000	-3.664012e-004
1.583805965629632e-004	1.041663e+000	-3.578657e-004
1.586305965629617e-004	8.491673e-001	-3.521956e-004
1.588205965629605e-004	7.077329e-001	-3.488850e-004
1.589505965629598e-004	6.133466e-001	-3.473831e-004
1.590205965629594e-004	5.633202e-001	-3.469393e-004
1.590355965629593e-004	5.526726e-001	-3.468855e-004
1.590755965629590e-004	5.244038e-001	-3.468242e-004
1.591755965629584e-004	4.545261e-001	-3.473047e-004
1.593355965629575e-004	3.450901e-001	-3.509785e-004
1.594505965629568e-004	2.682591e-001	-3.577488e-004
1.595355965629563e-004	2.124845e-001	-3.673030e-004
1.595905965629560e-004	1.768759e-001	-3.773738e-004
1.595955965629559e-004	1.736584e-001	-3.785183e-004
1.596005965629559e-004	1.704441e-001	-3.797102e-004
1.596055965629559e-004	1.672332e-001	-3.809514e-004
1.596105965629559e-004	1.640257e-001	-3.822455e-004
1.596155965629558e-004	1.608216e-001	-3.835945e-004
1.596205965629558e-004	1.576210e-001	-3.850027e-004
1.596255965629558e-004	1.544232e-001	-3.864141e-004
1.596279229087684e-004	1.529370e-001	-3.872394e-004
1.596292710624326e-004	1.520757e-001	-3.875847e-004
1.596305801122220e-004	1.512401e-001	-3.880647e-004
1.596316705108124e-004	1.505438e-001	-3.883384e-004
1.596328308106122e-004	1.498030e-001	-3.885715e-004
1.596351514102116e-004	1.483237e-001	-3.895363e-004
1.596397926094107e-004	1.453655e-001	-3.910118e-004
1.596447926094106e-004	1.421817e-001	-3.927253e-004
1.596482799851376e-004	1.399635e-001	-3.941399e-004
1.596507097039071e-004	1.384205e-001	-3.956064e-004
1.596512847060192e-004	1.380513e-001	-3.945608e-004
1.596561662683641e-004	1.349533e-001	-3.970022e-004
1.596592673870486e-004	1.329864e-001	-3.983298e-004
1.596642673870486e-004	1.298175e-001	-4.004133e-004
1.596692673870486e-004	1.266523e-001	-4.026234e-004
1.596742673870485e-004	1.234909e-001	-4.049514e-004
1.596792673870485e-004	1.203335e-001	-4.074034e-004
1.596842673870485e-004	1.171801e-001	-4.099876e-004
1.596892673870485e-004	1.140307e-001	-4.127185e-004
1.596942673870484e-004	1.108855e-001	-4.156025e-004
1.596992673870484e-004	1.077446e-001	-4.186578e-004
1.597042673870484e-004	1.046080e-001	-4.218934e-004
1.597092673870483e-004	1.014758e-001	-4.253301e-004
1.597142673870483e-004	9.834810e-002	-4.289811e-004
1.597192673870483e-004	9.522510e-002	-4.328705e-004
1.597242673870482e-004	9.210688e-002	-4.370166e-004
1.597292673870482e-004	8.899359e-002	-4.414487e-004
1.597342673870482e-004	8.588540e-002	-4.461916e-004
1.597392673870482e-004	8.278249e-002	-4.512813e-004
1.597442673870481e-004	7.968505e-002	-4.567518e-004
1.597492673870481e-004	7.659333e-002	-4.626487e-004
1.597542673870481e-004	7.350756e-002	-4.690182e-004
1.597592673870480e-004	7.042807e-002	-4.759197e-004
1.597642673870480e-004	6.735516e-002	-4.834169e-004
1.597692673870480e-004	6.428924e-002	-4.915893e-004
1.597742673870480e-004	6.123073e-002	-5.005258e-004
1.597792673870479e-004	5.818017e-002	-5.103358e-004
1.597842673870479e-004	5.513816e-002	-5.211460e-004
1.597892673870479e-004	5.210540e-002	-5.331120e-004
1.597942673870478e-004	4.908276e-002	-5.464188e-004
1.597992673870478e-004	4.607124e-002	-5.612950e-004
1.598042673870478e-004	4.307209e-002	-5.780195e-004
1.598092673870477e-004	4.008681e-002	-5.969410e-004
1.598142673870477e-004	3.711728e-002	-6.184960e-004
1.598192673870477e-004	3.416583e-002	-6.432392e-004
1.598242673870477e-004	3.123543e-002	-6.718836e-004
1.598292673870476e-004	2.832987e-002	-7.053558e-004
1.598342673870476e-004	2.545410e-002	-7.448787e-004
1.598392673870476e-004	2.261465e-002	-7.920827e-004
1.598442673870475e-004	1.982024e-002	-8.491781e-004
1.598492673870475e-004	1.707284e-002	-9.168845e-004
1.598515937328601e-004	1.581750e-002	-9.537428e-004
1.598537971642465e-004	1.464787e-002	-9.932087e-004
1.598556650192835e-004	1.367033e-002	-1.029994e-003
1.598576381246328e-004	1.265809e-002	-1.073763e-003
1.598615843353313e-004	1.069500e-002	-1.176216e-003
1.598665843353313e-004	8.329226e-003	-1.336102e-003
1.598715843353312e-004	6.146034e-003	-1.541686e-003
1.598765843353312e-004	4.208206e-003	-1.809080e-003
1.598815843353312e-004	2.573465e-003	-2.152739e-003
1.598865843353311e-004	1.285432e-003	-2.582549e-003
