time	V(d)	V(g)	V(gg)
0.000000000000000e+000	1.307745e+001	-4.066723e-005	0.000000e+000
1.271701927790803e-012	1.307745e+001	4.061676e-004	1.526042e-002
3.815105674952191e-012	1.307745e+001	1.301485e-003	4.578127e-002
8.153275905982416e-012	1.307745e+001	2.833292e-003	9.783931e-002
1.255910696620899e-011	1.307746e+001	4.395993e-003	1.507093e-001
2.092983718195857e-011	1.307747e+001	7.380547e-003	2.511581e-001
2.880914712517779e-011	1.307749e+001	1.020912e-002	3.457098e-001
4.450873079386158e-011	1.307753e+001	1.589909e-002	5.341048e-001
6.716911011769855e-011	1.307759e+001	2.423632e-002	8.060293e-001
1.124898687653725e-010	1.307770e+001	4.137576e-002	1.349878e+000
2.031313860607203e-010	1.307794e+001	7.745527e-002	2.437577e+000
3.844144207598363e-010	1.307841e+001	1.556372e-001	4.612973e+000
6.374339307259336e-010	1.307907e+001	2.777846e-001	7.649207e+000
1.000000000015745e-009	1.307998e+001	4.644131e-001	1.200000e+001
1.036256606998937e-009	1.308003e+001	4.779625e-001	1.200000e+001
1.108769820856899e-009	1.308004e+001	4.947717e-001	1.200000e+001
3.385209718244230e-009	1.307996e+001	1.006827e+000	1.200000e+001
5.661649615631561e-009	1.307988e+001	1.497593e+000	1.200000e+001
7.938089513018892e-009	1.307980e+001	1.967068e+000	1.200000e+001
1.021452941040622e-008	1.307973e+001	2.415253e+000	1.200000e+001
1.249096930779355e-008	1.307966e+001	2.842149e+000	1.200000e+001
1.476740920518088e-008	1.307958e+001	3.247754e+000	1.200000e+001
1.704384910256821e-008	1.307952e+001	3.632070e+000	1.200000e+001
1.854384910242920e-008	1.307947e+001	3.877062e+000	1.200000e+001
1.904384910238286e-008	1.307945e+001	3.957031e+000	1.200000e+001
1.954384910233652e-008	1.307942e+001	4.036151e+000	1.200000e+001
2.004384910229019e-008	1.307932e+001	4.114380e+000	1.200000e+001
2.054384910224385e-008	1.307906e+001	4.191590e+000	1.200000e+001
2.104384910219751e-008	1.307840e+001	4.267529e+000	1.200000e+001
2.154384910215117e-008	1.307707e+001	4.341875e+000	1.200000e+001
2.204384910210484e-008	1.307483e+001	4.414365e+000	1.200000e+001
2.254384910205850e-008	1.307159e+001	4.484899e+000	1.200000e+001
2.304384910201216e-008	1.306736e+001	4.553514e+000	1.200000e+001
2.354384910196582e-008	1.306221e+001	4.620314e+000	1.200000e+001
2.404384910191949e-008	1.305621e+001	4.685418e+000	1.200000e+001
2.454384910187315e-008	1.304947e+001	4.748940e+000	1.200000e+001
2.504384910182681e-008	1.304203e+001	4.810976e+000	1.200000e+001
2.554384910178047e-008	1.303396e+001	4.871614e+000	1.200000e+001
2.604384910173414e-008	1.302532e+001	4.930931e+000	1.200000e+001
2.654384910168780e-008	1.301615e+001	4.988994e+000	1.200000e+001
2.704384910164146e-008	1.300649e+001	5.045866e+000	1.200000e+001
2.804384910154879e-008	1.298584e+001	5.156253e+000	1.200000e+001
2.904384910145611e-008	1.296364e+001	5.262486e+000	1.200000e+001
3.004384910136344e-008	1.294008e+001	5.364899e+000	1.200000e+001
3.054384910131710e-008	1.292785e+001	5.414763e+000	1.200000e+001
3.104384910127076e-008	1.291535e+001	5.463778e+000	1.200000e+001
3.154384910122442e-008	1.290259e+001	5.511972e+000	1.200000e+001
3.204384910117809e-008	1.288959e+001	5.559373e+000	1.200000e+001
3.254384910113175e-008	1.287636e+001	5.606008e+000	1.200000e+001
3.304384910108541e-008	1.286293e+001	5.651902e+000	1.200000e+001
3.404384910099274e-008	1.283547e+001	5.741555e+000	1.200000e+001
3.554384910085372e-008	1.279298e+001	5.871006e+000	1.200000e+001
3.675813481502691e-008	1.275755e+001	5.971314e+000	1.200000e+001
3.797242052920009e-008	1.272139e+001	6.068555e+000	1.200000e+001
3.918670624337326e-008	1.268451e+001	6.162727e+000	1.200000e+001
4.040099195754645e-008	1.264689e+001	6.253832e+000	1.200000e+001
4.161527767171963e-008	1.260855e+001	6.341868e+000	1.200000e+001
4.282956338589281e-008	1.256949e+001	6.426836e+000	1.200000e+001
4.404384910006599e-008	1.252969e+001	6.508736e+000	1.200000e+001
4.497242052855136e-008	1.250032e+001	6.570394e+000	1.200000e+001
4.590099195703674e-008	1.246884e+001	6.629886e+000	1.200000e+001
4.682956338552211e-008	1.243525e+001	6.687210e+000	1.200000e+001
4.775813481400748e-008	1.239954e+001	6.742368e+000	1.200000e+001
4.868670624249285e-008	1.236172e+001	6.795359e+000	1.200000e+001
4.961527767097823e-008	1.232178e+001	6.846183e+000	1.200000e+001
5.054384909946360e-008	1.227973e+001	6.894840e+000	1.200000e+001
5.104384909941726e-008	1.224949e+001	6.917265e+000	1.200000e+001
5.154384909937092e-008	1.220515e+001	6.933096e+000	1.200000e+001
5.204384909932459e-008	1.208654e+001	6.915895e+000	1.200000e+001
5.221419186189798e-008	1.141019e+001	6.638214e+000	1.200000e+001
5.227055497876269e-008	1.066050e+001	6.290884e+000	1.200000e+001
5.232593511261818e-008	9.845483e+000	5.879029e+000	1.200000e+001
5.234057233319874e-008	9.716459e+000	5.817517e+000	1.200000e+001
5.235454318046427e-008	9.635152e+000	5.779875e+000	1.200000e+001
5.236535293210408e-008	9.588007e+000	5.754236e+000	1.200000e+001
5.237709473505502e-008	9.542592e+000	5.731981e+000	1.200000e+001
5.239596000778876e-008	9.484657e+000	5.702749e+000	1.200000e+001
5.242552648964706e-008	9.418136e+000	5.670076e+000	1.200000e+001
5.248465945325524e-008	9.335660e+000	5.631688e+000	1.200000e+001
5.257960187599400e-008	9.265514e+000	5.603527e+000	1.200000e+001
5.270146039124297e-008	9.221375e+000	5.592140e+000	1.200000e+001
5.286517194716487e-008	9.185383e+000	5.589436e+000	1.200000e+001
5.312547524029959e-008	9.136001e+000	5.589307e+000	1.200000e+001
5.476833238300448e-008	8.830210e+000	5.591015e+000	1.200000e+001
5.641118952570938e-008	8.533252e+000	5.592667e+000	1.200000e+001
5.805404666841427e-008	8.245126e+000	5.594261e+000	1.200000e+001
5.969690381111916e-008	7.965832e+000	5.595799e+000	1.200000e+001
6.133976095382405e-008	7.695371e+000	5.597281e+000	1.200000e+001
6.298261809652894e-008	7.433743e+000	5.598706e+000	1.200000e+001
6.462547523923383e-008	7.180946e+000	5.600074e+000	1.200000e+001
6.591118952482896e-008	6.992988e+000	5.601065e+000	1.200000e+001
6.719690381042410e-008	6.813279e+000	5.602006e+000	1.200000e+001
6.848261809601923e-008	6.641818e+000	5.602896e+000	1.200000e+001
6.976833238161436e-008	6.478607e+000	5.603735e+000	1.200000e+001
7.105404666720950e-008	6.323645e+000	5.604523e+000	1.200000e+001
7.233976095280463e-008	6.176932e+000	5.605261e+000	1.200000e+001
7.362547523839975e-008	6.038468e+000	5.605948e+000	1.200000e+001
7.498261809541684e-008	5.902462e+000	5.606635e+000	1.200000e+001
7.633976095243393e-008	5.771992e+000	5.607304e+000	1.200000e+001
7.769690380945101e-008	5.647059e+000	5.607957e+000	1.200000e+001
7.905404666646810e-008	5.527663e+000	5.608593e+000	1.200000e+001
8.041118952348517e-008	5.413804e+000	5.609213e+000	1.200000e+001
8.176833238050226e-008	5.305482e+000	5.609816e+000	1.200000e+001
8.312547523751934e-008	5.202696e+000	5.610402e+000	1.200000e+001
8.462547523738033e-008	5.091476e+000	5.611051e+000	1.200000e+001
8.612547523724132e-008	4.982212e+000	5.611696e+000	1.200000e+001
8.762547523710230e-008	4.874906e+000	5.612337e+000	1.200000e+001
8.912547523696329e-008	4.769557e+000	5.612975e+000	1.200000e+001
9.062547523682428e-008	4.666166e+000	5.613610e+000	1.200000e+001
9.212547523668527e-008	4.564731e+000	5.614241e+000	1.200000e+001
9.362547523654625e-008	4.465254e+000	5.614869e+000	1.200000e+001
9.641118952200237e-008	4.282360e+000	5.616034e+000	1.200000e+001
9.919690380745850e-008	4.100565e+000	5.617202e+000	1.200000e+001
1.019826180929146e-007	3.919870e+000	5.618371e+000	1.200000e+001
1.047683323783707e-007	3.740274e+000	5.619543e+000	1.200000e+001
1.075540466638269e-007	3.561777e+000	5.620718e+000	1.200000e+001
1.103397609492830e-007	3.384380e+000	5.621895e+000	1.200000e+001
1.131254752347391e-007	3.208082e+000	5.623074e+000	1.200000e+001
1.164826180915708e-007	2.995206e+000	5.624502e+000	1.200000e+001
1.198397609484026e-007	2.782499e+000	5.625941e+000	1.200000e+001
1.231969038052343e-007	2.569961e+000	5.627389e+000	1.200000e+001
1.265540466620660e-007	2.357592e+000	5.628848e+000	1.200000e+001
1.299111895188978e-007	2.145391e+000	5.630318e+000	1.200000e+001
1.332683323757295e-007	1.933359e+000	5.631797e+000	1.200000e+001
1.366254752325612e-007	1.721496e+000	5.633287e+000	1.200000e+001
1.371254752325149e-007	1.689983e+000	5.633549e+000	1.200000e+001
1.376254752324686e-007	1.658738e+000	5.634034e+000	1.200000e+001
1.395540466608613e-007	1.547769e+000	5.643912e+000	1.200000e+001
1.414826180892539e-007	1.446449e+000	5.661082e+000	1.200000e+001
1.434111895176467e-007	1.354778e+000	5.685546e+000	1.200000e+001
1.453397609460394e-007	1.272757e+000	5.717301e+000	1.200000e+001
1.472683323744321e-007	1.200385e+000	5.756350e+000	1.200000e+001
1.491969038028247e-007	1.137662e+000	5.802691e+000	1.200000e+001
1.511254752312174e-007	1.084589e+000	5.856324e+000	1.200000e+001
1.524111895168126e-007	1.051469e+000	5.893302e+000	1.200000e+001
1.536969038024077e-007	1.020356e+000	5.931479e+000	1.200000e+001
1.549826180880028e-007	9.912493e-001	5.970854e+000	1.200000e+001
1.562683323735980e-007	9.641499e-001	6.011427e+000	1.200000e+001
1.575540466591931e-007	9.390575e-001	6.053199e+000	1.200000e+001
1.588397609447882e-007	9.159718e-001	6.096169e+000	1.200000e+001
1.601254752303834e-007	8.948931e-001	6.140338e+000	1.200000e+001
1.615540466588224e-007	8.729807e-001	6.190076e+000	1.200000e+001
1.629826180872614e-007	8.523441e-001	6.240255e+000	1.200000e+001
1.644111895157005e-007	8.329830e-001	6.290873e+000	1.200000e+001
1.658397609441395e-007	8.148977e-001	6.341931e+000	1.200000e+001
1.672683323725786e-007	7.980880e-001	6.393428e+000	1.200000e+001
1.686969038010176e-007	7.825540e-001	6.445366e+000	1.200000e+001
1.701254752294566e-007	7.682956e-001	6.497744e+000	1.200000e+001
1.717683323721615e-007	7.529055e-001	6.558030e+000	1.200000e+001
1.734111895148664e-007	7.383804e-001	6.618218e+000	1.200000e+001
1.750540466575713e-007	7.247206e-001	6.678307e+000	1.200000e+001
1.766969038002762e-007	7.119258e-001	6.738297e+000	1.200000e+001
1.783397609429811e-007	6.999963e-001	6.798189e+000	1.200000e+001
1.799826180856860e-007	6.889319e-001	6.857981e+000	1.200000e+001
1.816254752283909e-007	6.787326e-001	6.917675e+000	1.200000e+001
1.835540466567836e-007	6.674731e-001	6.987305e+000	1.200000e+001
1.854826180851762e-007	6.568303e-001	7.056371e+000	1.200000e+001
1.874111895135690e-007	6.468043e-001	7.124876e+000	1.200000e+001
1.893397609419617e-007	6.373949e-001	7.192819e+000	1.200000e+001
1.912683323703544e-007	6.286023e-001	7.260200e+000	1.200000e+001
1.931969037987470e-007	6.204264e-001	7.327018e+000	1.200000e+001
1.951254752271397e-007	6.128672e-001	7.393275e+000	1.200000e+001
1.974826180840641e-007	6.041826e-001	7.473286e+000	1.200000e+001
1.998397609409886e-007	5.959758e-001	7.552219e+000	1.200000e+001
2.021969037979130e-007	5.882467e-001	7.630074e+000	1.200000e+001
2.045540466548374e-007	5.809954e-001	7.706850e+000	1.200000e+001
2.069111895117618e-007	5.742217e-001	7.782549e+000	1.200000e+001
2.092683323686862e-007	5.679258e-001	7.857169e+000	1.200000e+001
2.116254752256106e-007	5.621076e-001	7.930711e+000	1.200000e+001
2.145540466539106e-007	5.553198e-001	8.020465e+000	1.200000e+001
2.174826180822107e-007	5.489115e-001	8.108521e+000	1.200000e+001
2.204111895105107e-007	5.428827e-001	8.194879e+000	1.200000e+001
2.233397609388107e-007	5.372335e-001	8.279537e+000	1.200000e+001
2.262683323671107e-007	5.319639e-001	8.362497e+000	1.200000e+001
2.291969037954107e-007	5.270737e-001	8.443758e+000	1.200000e+001
2.321254752237108e-007	5.225631e-001	8.523320e+000	1.200000e+001
2.356969037948084e-007	5.173975e-001	8.618051e+000	1.200000e+001
2.392683323659059e-007	5.125221e-001	8.710480e+000	1.200000e+001
2.428397609370036e-007	5.079369e-001	8.800607e+000	1.200000e+001
2.464111895081012e-007	5.036419e-001	8.888433e+000	1.200000e+001
2.499826180791987e-007	4.996371e-001	8.973956e+000	1.200000e+001
2.535540466502963e-007	4.959225e-001	9.057177e+000	1.200000e+001
2.571254752213939e-007	4.924980e-001	9.138097e+000	1.200000e+001
2.614826180781330e-007	4.885782e-001	9.233848e+000	1.200000e+001
2.658397609348720e-007	4.848818e-001	9.326713e+000	1.200000e+001
2.701969037916111e-007	4.814088e-001	9.416691e+000	1.200000e+001
2.745540466483501e-007	4.781592e-001	9.503782e+000	1.200000e+001
2.789111895050892e-007	4.751331e-001	9.587986e+000	1.200000e+001
2.832683323618282e-007	4.723304e-001	9.669304e+000	1.200000e+001
2.876254752185673e-007	4.697512e-001	9.747735e+000	1.200000e+001
2.929826180752137e-007	4.667827e-001	9.840534e+000	1.200000e+001
2.983397609318601e-007	4.639892e-001	9.929903e+000	1.200000e+001
3.036969037885065e-007	4.613708e-001	1.001584e+001	1.200000e+001
3.090540466451529e-007	4.589274e-001	1.009835e+001	1.200000e+001
3.144111895017993e-007	4.566592e-001	1.017743e+001	1.200000e+001
3.197683323584456e-007	4.545659e-001	1.025309e+001	1.200000e+001
3.251254752150920e-007	4.526477e-001	1.032531e+001	1.200000e+001
3.315540466430677e-007	4.504973e-001	1.040800e+001	1.200000e+001
3.379826180710433e-007	4.484779e-001	1.048707e+001	1.200000e+001
3.444111894990190e-007	4.465896e-001	1.056252e+001	1.200000e+001
3.508397609269947e-007	4.448322e-001	1.063435e+001	1.200000e+001
3.572683323549703e-007	4.432058e-001	1.070255e+001	1.200000e+001
3.636969037829460e-007	4.417105e-001	1.076713e+001	1.200000e+001
3.701254752109216e-007	4.403462e-001	1.082810e+001	1.200000e+001
3.777683323530705e-007	4.388362e-001	1.089662e+001	1.200000e+001
3.854111894952193e-007	4.374229e-001	1.096164e+001	1.200000e+001
3.930540466373682e-007	4.361061e-001	1.102316e+001	1.200000e+001
4.006969037795170e-007	4.348860e-001	1.108119e+001	1.200000e+001
4.083397609216659e-007	4.337624e-001	1.113572e+001	1.200000e+001
4.159826180638147e-007	4.327355e-001	1.118674e+001	1.200000e+001
4.236254752059635e-007	4.318051e-001	1.123427e+001	1.200000e+001
4.326254752051294e-007	4.307907e-001	1.128667e+001	1.200000e+001
4.416254752042954e-007	4.298458e-001	1.133599e+001	1.200000e+001
4.506254752034613e-007	4.289704e-001	1.138224e+001	1.200000e+001
4.596254752026272e-007	4.281644e-001	1.142542e+001	1.200000e+001
4.686254752017931e-007	4.274278e-001	1.146552e+001	1.200000e+001
4.776254752009591e-007	4.267607e-001	1.150254e+001	1.200000e+001
4.866254752001250e-007	4.261631e-001	1.153650e+001	1.200000e+001
4.986254751990129e-007	4.254221e-001	1.157880e+001	1.200000e+001
5.091969037694618e-007	4.248459e-001	1.161237e+001	1.200000e+001
5.197683323399106e-007	4.243131e-001	1.164369e+001	1.200000e+001
5.303397609103595e-007	4.238237e-001	1.167277e+001	1.200000e+001
5.409111894808083e-007	4.233777e-001	1.169960e+001	1.200000e+001
5.514826180512572e-007	4.229751e-001	1.172419e+001	1.200000e+001
5.620540466217061e-007	4.226159e-001	1.174653e+001	1.200000e+001
5.726254751921549e-007	4.223001e-001	1.176663e+001	1.200000e+001
5.840540466196672e-007	4.219887e-001	1.178664e+001	1.200000e+001
5.954826180471795e-007	4.217028e-001	1.180523e+001	1.200000e+001
6.069111894746918e-007	4.214423e-001	1.182240e+001	1.200000e+001
6.183397609022041e-007	4.212073e-001	1.183814e+001	1.200000e+001
6.297683323297164e-007	4.209977e-001	1.185245e+001	1.200000e+001
6.411969037572287e-007	4.208135e-001	1.186535e+001	1.200000e+001
6.526254751847409e-007	4.206548e-001	1.187681e+001	1.200000e+001
6.640540466122532e-007	4.205111e-001	1.188739e+001	1.200000e+001
6.754826180397655e-007	4.203804e-001	1.189721e+001	1.200000e+001
6.869111894672778e-007	4.202625e-001	1.190628e+001	1.200000e+001
6.983397608947901e-007	4.201574e-001	1.191459e+001	1.200000e+001
7.097683323223024e-007	4.200653e-001	1.192215e+001	1.200000e+001
7.211969037498147e-007	4.199860e-001	1.192896e+001	1.200000e+001
7.326254751773269e-007	4.199196e-001	1.193502e+001	1.200000e+001
7.440540466048392e-007	4.198610e-001	1.194060e+001	1.200000e+001
7.554826180323515e-007	4.198091e-001	1.194579e+001	1.200000e+001
7.669111894598638e-007	4.197639e-001	1.195058e+001	1.200000e+001
7.783397608873761e-007	4.197252e-001	1.195497e+001	1.200000e+001
7.897683323148884e-007	4.196933e-001	1.195896e+001	1.200000e+001
8.011969037424007e-007	4.196680e-001	1.196256e+001	1.200000e+001
8.126254751699129e-007	4.196493e-001	1.196576e+001	1.200000e+001
8.240540465974252e-007	4.196347e-001	1.196870e+001	1.200000e+001
8.354826180249375e-007	4.196236e-001	1.197144e+001	1.200000e+001
8.469111894524498e-007	4.196160e-001	1.197397e+001	1.200000e+001
8.583397608799621e-007	4.196119e-001	1.197629e+001	1.200000e+001
8.697683323074744e-007	4.196112e-001	1.197840e+001	1.200000e+001
8.811969037349867e-007	4.196140e-001	1.198030e+001	1.200000e+001
8.926254751624990e-007	4.196202e-001	1.198199e+001	1.200000e+001
9.040540465900112e-007	4.196286e-001	1.198354e+001	1.200000e+001
9.154826180175235e-007	4.196389e-001	1.198499e+001	1.200000e+001
9.269111894450358e-007	4.196509e-001	1.198632e+001	1.200000e+001
9.383397608725481e-007	4.196648e-001	1.198755e+001	1.200000e+001
9.497683323000604e-007	4.196805e-001	1.198866e+001	1.200000e+001
9.611969037275726e-007	4.196980e-001	1.198966e+001	1.200000e+001
9.726254751550850e-007	4.197174e-001	1.199055e+001	1.200000e+001
9.779826180117312e-007	4.197267e-001	1.199095e+001	1.200000e+001
9.833397608683778e-007	4.197363e-001	1.199134e+001	1.200000e+001
9.886969037250240e-007	4.197462e-001	1.199171e+001	1.200000e+001
9.940540465816705e-007	4.197563e-001	1.199206e+001	1.200000e+001
9.994111894383168e-007	4.197666e-001	1.199240e+001	1.200000e+001
1.004768332294963e-006	4.197772e-001	1.199272e+001	1.200000e+001
1.010125475151610e-006	4.197881e-001	1.199303e+001	1.200000e+001
1.010625475151563e-006	4.197891e-001	1.199306e+001	1.200000e+001
1.021982618007654e-006	4.198130e-001	1.199366e+001	1.200000e+001
1.033339760863744e-006	4.198375e-001	1.199423e+001	1.200000e+001
1.044696903719834e-006	4.198627e-001	1.199474e+001	1.200000e+001
1.056054046575925e-006	4.198887e-001	1.199522e+001	1.200000e+001
1.067411189432015e-006	4.199153e-001	1.199565e+001	1.200000e+001
1.078768332288105e-006	4.199426e-001	1.199604e+001	1.200000e+001
1.090125475144196e-006	4.199707e-001	1.199639e+001	1.200000e+001
1.101411189428864e-006	4.199990e-001	1.199670e+001	1.200000e+001
1.112696903713532e-006	4.200276e-001	1.199700e+001	1.200000e+001
1.123982617998201e-006	4.200566e-001	1.199727e+001	1.200000e+001
1.135268332282869e-006	4.200860e-001	1.199752e+001	1.200000e+001
1.146554046567538e-006	4.201158e-001	1.199775e+001	1.200000e+001
1.157839760852206e-006	4.201459e-001	1.199796e+001	1.200000e+001
1.169125475136874e-006	4.201763e-001	1.199814e+001	1.200000e+001
1.180268332278699e-006	4.202066e-001	1.199831e+001	1.200000e+001
1.191411189420523e-006	4.202371e-001	1.199846e+001	1.200000e+001
1.202554046562348e-006	4.202678e-001	1.199861e+001	1.200000e+001
1.213696903704172e-006	4.202987e-001	1.199874e+001	1.200000e+001
1.224839760845997e-006	4.203298e-001	1.199886e+001	1.200000e+001
1.235982617987821e-006	4.203611e-001	1.199897e+001	1.200000e+001
1.247125475129646e-006	4.203925e-001	1.199907e+001	1.200000e+001
1.257982617985782e-006	4.204233e-001	1.199915e+001	1.200000e+001
1.268839760841919e-006	4.204541e-001	1.199923e+001	1.200000e+001
1.279696903698056e-006	4.204851e-001	1.199931e+001	1.200000e+001
1.290554046554192e-006	4.205161e-001	1.199938e+001	1.200000e+001
1.301411189410329e-006	4.205473e-001	1.199944e+001	1.200000e+001
1.312268332266466e-006	4.205785e-001	1.199950e+001	1.200000e+001
1.323125475122602e-006	4.206098e-001	1.199955e+001	1.200000e+001
1.333482617978785e-006	4.206398e-001	1.199960e+001	1.200000e+001
1.343839760834968e-006	4.206698e-001	1.199964e+001	1.200000e+001
1.354196903691151e-006	4.206998e-001	1.199968e+001	1.200000e+001
1.364554046547335e-006	4.207299e-001	1.199972e+001	1.200000e+001
1.374911189403517e-006	4.207600e-001	1.199975e+001	1.200000e+001
1.385268332259701e-006	4.207902e-001	1.199978e+001	1.200000e+001
1.395625475115883e-006	4.208205e-001	1.199981e+001	1.200000e+001
1.405125475115003e-006	4.208482e-001	1.199983e+001	1.200000e+001
1.414625475114123e-006	4.208760e-001	1.199985e+001	1.200000e+001
1.424125475113242e-006	4.209038e-001	1.199987e+001	1.200000e+001
1.433625475112362e-006	4.209316e-001	1.199989e+001	1.200000e+001
1.443125475111481e-006	4.209595e-001	1.199991e+001	1.200000e+001
1.452625475110601e-006	4.209874e-001	1.199993e+001	1.200000e+001
1.462125475109721e-006	4.210153e-001	1.199994e+001	1.200000e+001
1.469911189394713e-006	4.210381e-001	1.199995e+001	1.200000e+001
1.477696903679706e-006	4.210610e-001	1.199997e+001	1.200000e+001
1.485482617964699e-006	4.210839e-001	1.199998e+001	1.200000e+001
1.493268332249692e-006	4.211068e-001	1.199999e+001	1.200000e+001
1.501054046534684e-006	4.211297e-001	1.199999e+001	1.200000e+001
1.508839760819677e-006	4.211526e-001	1.200000e+001	1.200000e+001
1.516625475104670e-006	4.211755e-001	1.200001e+001	1.200000e+001
1.522625475104114e-006	4.211932e-001	1.200002e+001	1.200000e+001
1.533768332245938e-006	4.212260e-001	1.200003e+001	1.200000e+001
1.544911189387763e-006	4.212589e-001	1.200004e+001	1.200000e+001
1.556054046529587e-006	4.212917e-001	1.200004e+001	1.200000e+001
1.567196903671412e-006	4.213246e-001	1.200005e+001	1.200000e+001
1.578339760813236e-006	4.213574e-001	1.200006e+001	1.200000e+001
1.589482617955061e-006	4.213903e-001	1.200007e+001	1.200000e+001
1.600625475096885e-006	4.214232e-001	1.200007e+001	1.200000e+001
1.618054046523841e-006	4.214746e-001	1.200008e+001	1.200000e+001
1.635482617950797e-006	4.215261e-001	1.200009e+001	1.200000e+001
1.652911189377754e-006	4.215775e-001	1.200009e+001	1.200000e+001
1.670339760804710e-006	4.216290e-001	1.200010e+001	1.200000e+001
1.687768332231666e-006	4.216805e-001	1.200010e+001	1.200000e+001
1.705196903658622e-006	4.217320e-001	1.200011e+001	1.200000e+001
1.722625475085579e-006	4.217835e-001	1.200011e+001	1.200000e+001
1.751125475082938e-006	4.218677e-001	1.200012e+001	1.200000e+001
1.779625475080296e-006	4.219519e-001	1.200012e+001	1.200000e+001
1.808125475077655e-006	4.220361e-001	1.200012e+001	1.200000e+001
1.836625475075014e-006	4.221203e-001	1.200013e+001	1.200000e+001
1.865125475072373e-006	4.222045e-001	1.200013e+001	1.200000e+001
1.893625475069731e-006	4.222887e-001	1.200013e+001	1.200000e+001
1.922125475067090e-006	4.223728e-001	1.200013e+001	1.200000e+001
2.034625475056664e-006	4.227051e-001	1.200013e+001	1.200000e+001
2.107696903621321e-006	4.229208e-001	1.200013e+001	1.200000e+001
2.180768332185977e-006	4.231364e-001	1.200013e+001	1.200000e+001
2.253839760750634e-006	4.233519e-001	1.200013e+001	1.200000e+001
2.326911189315291e-006	4.235674e-001	1.200013e+001	1.200000e+001
2.399982617879948e-006	4.237827e-001	1.200013e+001	1.200000e+001
2.473054046444604e-006	4.239980e-001	1.200013e+001	1.200000e+001
2.546125475009261e-006	4.242132e-001	1.200013e+001	1.200000e+001
2.546625475009215e-006	4.242147e-001	1.200013e+001	1.200000e+001
3.058625474961765e-006	4.257202e-001	1.200013e+001	1.200000e+001
3.570625474914315e-006	4.272215e-001	1.200013e+001	1.200000e+001
4.082625474866866e-006	4.287187e-001	1.200013e+001	1.200000e+001
4.594625474819416e-006	4.302117e-001	1.200013e+001	1.200000e+001
5.106625474771967e-006	4.317007e-001	1.200013e+001	1.200000e+001
5.618625474724517e-006	4.331855e-001	1.200013e+001	1.200000e+001
6.130625474677067e-006	4.346663e-001	1.200013e+001	1.200000e+001
6.642625474629618e-006	4.361430e-001	1.200013e+001	1.200000e+001
7.154625474582168e-006	4.376156e-001	1.200013e+001	1.200000e+001
7.666625474534719e-006	4.390842e-001	1.200013e+001	1.200000e+001
8.178625474487269e-006	4.405487e-001	1.200013e+001	1.200000e+001
8.690625474439820e-006	4.420092e-001	1.200013e+001	1.200000e+001
9.202625474392370e-006	4.434656e-001	1.200013e+001	1.200000e+001
9.714625474344920e-006	4.449181e-001	1.200013e+001	1.200000e+001
1.000100000000004e-005	4.457287e-001	1.200013e+001	1.200000e+001
1.000105000000006e-005	4.455966e-001	1.198220e+001	1.140000e+001
1.000115000000009e-005	4.452864e-001	1.194562e+001	1.020000e+001
1.000135000000005e-005	4.446217e-001	1.186972e+001	7.800000e+000
1.000160000000014e-005	4.438564e-001	1.176933e+001	4.800000e+000
1.000199999999995e-005	4.427653e-001	1.160085e+001	6.242100e-010
1.000203999999990e-005	4.427769e-001	1.159713e+001	0.000000e+000
1.000211999999990e-005	4.428492e-001	1.158971e+001	0.000000e+000
1.000227999999992e-005	4.430787e-001	1.157492e+001	0.000000e+000
1.000259999999983e-005	4.435925e-001	1.154543e+001	0.000000e+000
1.000659999999946e-005	4.501310e-001	1.118390e+001	0.000000e+000
1.001059999999909e-005	4.572677e-001	1.083346e+001	0.000000e+000
1.001459999999872e-005	4.650026e-001	1.049412e+001	0.000000e+000
1.001859999999835e-005	4.733356e-001	1.016587e+001	0.000000e+000
1.002259999999798e-005	4.822669e-001	9.848724e+000	0.000000e+000
1.002659999999760e-005	4.917962e-001	9.542672e+000	0.000000e+000
1.003059999999723e-005	5.019238e-001	9.247716e+000	0.000000e+000
1.003359999999696e-005	5.100495e-001	9.032783e+000	0.000000e+000
1.003659999999668e-005	5.188417e-001	8.823215e+000	0.000000e+000
1.003959999999640e-005	5.283004e-001	8.619010e+000	0.000000e+000
1.004259999999612e-005	5.384255e-001	8.420169e+000	0.000000e+000
1.004559999999584e-005	5.492172e-001	8.226692e+000	0.000000e+000
1.004859999999557e-005	5.606753e-001	8.038579e+000	0.000000e+000
1.005159999999529e-005	5.727999e-001	7.855830e+000	0.000000e+000
1.005409999999506e-005	5.835456e-001	7.707316e+000	0.000000e+000
1.005659999999482e-005	5.951872e-001	7.562318e+000	0.000000e+000
1.005909999999459e-005	6.077246e-001	7.420836e+000	0.000000e+000
1.006159999999436e-005	6.211579e-001	7.282870e+000	0.000000e+000
1.006409999999413e-005	6.354871e-001	7.148419e+000	0.000000e+000
1.006659999999390e-005	6.507121e-001	7.017484e+000	0.000000e+000
1.006909999999367e-005	6.668330e-001	6.890065e+000	0.000000e+000
1.007117142856490e-005	6.810549e-001	6.787076e+000	0.000000e+000
1.007324285713614e-005	6.964673e-001	6.686649e+000	0.000000e+000
1.007531428570738e-005	7.130704e-001	6.588784e+000	0.000000e+000
1.007738571427861e-005	7.308642e-001	6.493480e+000	0.000000e+000
1.007945714284985e-005	7.498487e-001	6.400739e+000	0.000000e+000
