time	V(gg)	I(L1)
2.098238889748225e-005	1.200000e+001	4.838993e+000
2.099374604033834e-005	1.200000e+001	4.839375e+000
2.100510318319443e-005	1.200000e+001	4.839757e+000
2.101646032605052e-005	1.200000e+001	4.840140e+000
2.102781746890661e-005	1.200000e+001	4.840522e+000
2.103917461176270e-005	1.200000e+001	4.840904e+000
2.105053175461879e-005	1.200000e+001	4.841287e+000
2.106188889747488e-005	1.200000e+001	4.841669e+000
2.107324604033097e-005	1.200000e+001	4.842051e+000
2.108460318318706e-005	1.200000e+001	4.842433e+000
2.109596032604315e-005	1.200000e+001	4.842815e+000
2.110731746889924e-005	1.200000e+001	4.843197e+000
2.111867461175533e-005	1.200000e+001	4.843579e+000
2.112988889746858e-005	1.200000e+001	4.843957e+000
2.114110318318182e-005	1.200000e+001	4.844334e+000
2.115231746889507e-005	1.200000e+001	4.844711e+000
2.116353175460832e-005	1.200000e+001	4.845088e+000
2.117474604032156e-005	1.200000e+001	4.845466e+000
2.118596032603481e-005	1.200000e+001	4.845843e+000
2.119717461174806e-005	1.200000e+001	4.846220e+000
2.120824604031846e-005	1.200000e+001	4.846592e+000
2.121931746888886e-005	1.200000e+001	4.846964e+000
2.123038889745926e-005	1.200000e+001	4.847337e+000
2.124146032602967e-005	1.200000e+001	4.847709e+000
2.125253175460007e-005	1.200000e+001	4.848081e+000
2.126360318317047e-005	1.200000e+001	4.848453e+000
2.127467461174087e-005	1.200000e+001	4.848825e+000
2.128538889745416e-005	1.200000e+001	4.849186e+000
2.129610318316746e-005	1.200000e+001	4.849546e+000
2.130681746888075e-005	1.200000e+001	4.849906e+000
2.131753175459405e-005	1.200000e+001	4.850266e+000
2.132824604030734e-005	1.200000e+001	4.850626e+000
2.133896032602063e-005	1.200000e+001	4.850986e+000
2.134967461173392e-005	1.200000e+001	4.851346e+000
2.135981746887584e-005	1.200000e+001	4.851687e+000
2.136996032601776e-005	1.200000e+001	4.852027e+000
2.138010318315967e-005	1.200000e+001	4.852368e+000
2.139024604030159e-005	1.200000e+001	4.852709e+000
2.140038889744351e-005	1.200000e+001	4.853050e+000
2.141053175458543e-005	1.200000e+001	4.853390e+000
2.142067461172734e-005	1.200000e+001	4.853731e+000
2.142788889744096e-005	1.200000e+001	4.853973e+000
2.143510318315458e-005	1.200000e+001	4.854216e+000
2.144231746886819e-005	1.200000e+001	4.854458e+000
2.144953175458181e-005	1.200000e+001	4.854700e+000
2.145674604029543e-005	1.200000e+001	4.854942e+000
2.146396032600905e-005	1.200000e+001	4.855185e+000
2.147117461172266e-005	1.200000e+001	4.855427e+000
2.147167461172262e-005	1.200000e+001	4.855444e+000
2.148038889743609e-005	1.200000e+001	4.855736e+000
2.148910318314957e-005	1.200000e+001	4.856029e+000
2.149781746886305e-005	1.200000e+001	4.856321e+000
2.150653175457653e-005	1.200000e+001	4.856614e+000
2.151524604029001e-005	1.200000e+001	4.856907e+000
2.152396032600349e-005	1.200000e+001	4.857199e+000
2.153267461171696e-005	1.200000e+001	4.857492e+000
2.154460318314443e-005	1.200000e+001	4.857892e+000
2.155653175457190e-005	1.200000e+001	4.858293e+000
2.156846032599936e-005	1.200000e+001	4.858693e+000
2.158038889742683e-005	1.200000e+001	4.859093e+000
2.159231746885429e-005	1.200000e+001	4.859493e+000
2.160424604028176e-005	1.200000e+001	4.859894e+000
2.161617461170922e-005	1.200000e+001	4.860294e+000
2.163474604027893e-005	1.200000e+001	4.860917e+000
2.165331746884864e-005	1.200000e+001	4.861540e+000
2.167188889741835e-005	1.200000e+001	4.862163e+000
2.169046032598806e-005	1.200000e+001	4.862786e+000
2.170903175455776e-005	1.200000e+001	4.863409e+000
2.172760318312747e-005	1.200000e+001	4.864031e+000
2.174617461169718e-005	1.200000e+001	4.864654e+000
2.177731746883715e-005	1.200000e+001	4.865698e+000
2.180846032597712e-005	1.200000e+001	4.866742e+000
2.183960318311709e-005	1.200000e+001	4.867786e+000
2.187074604025706e-005	1.200000e+001	4.868829e+000
2.190188889739703e-005	1.200000e+001	4.869873e+000
2.193303175453700e-005	1.200000e+001	4.870916e+000
2.196417461167697e-005	1.200000e+001	4.871959e+000
2.198367461167517e-005	1.200000e+001	4.872612e+000
2.205674604023982e-005	1.200000e+001	4.875058e+000
2.212981746880448e-005	1.200000e+001	4.877503e+000
2.220288889736914e-005	1.200000e+001	4.879948e+000
2.227596032593379e-005	1.200000e+001	4.882391e+000
2.234903175449845e-005	1.200000e+001	4.884833e+000
2.242210318306311e-005	1.200000e+001	4.887275e+000
2.249517461162776e-005	1.200000e+001	4.889715e+000
2.249567461162772e-005	1.200000e+001	4.889732e+000
2.300767461158027e-005	1.200000e+001	4.906805e+000
2.351967461153282e-005	1.200000e+001	4.923830e+000
2.403167461148537e-005	1.200000e+001	4.940807e+000
2.454367461143792e-005	1.200000e+001	4.957737e+000
2.505567461139047e-005	1.200000e+001	4.974621e+000
2.556767461134302e-005	1.200000e+001	4.991457e+000
2.607967461129557e-005	1.200000e+001	5.008246e+000
2.659167461124812e-005	1.200000e+001	5.024989e+000
2.710367461120067e-005	1.200000e+001	5.041685e+000
2.761567461115322e-005	1.200000e+001	5.058335e+000
2.812767461110577e-005	1.200000e+001	5.074938e+000
2.863967461105832e-005	1.200000e+001	5.091495e+000
2.915167461101087e-005	1.200000e+001	5.108006e+000
2.966367461096342e-005	1.200000e+001	5.124471e+000
3.000100000000009e-005	1.200000e+001	5.135294e+000
3.000105000000011e-005	1.140000e+001	5.135295e+000
3.000115000000015e-005	1.020000e+001	5.135299e+000
3.000135000000011e-005	7.800000e+000	5.135305e+000
3.000160000000019e-005	4.800000e+000	5.135313e+000
3.000200000000000e-005	6.242100e-010	5.135326e+000
3.000203999999995e-005	0.000000e+000	5.135327e+000
3.000211999999996e-005	0.000000e+000	5.135330e+000
3.000227999999997e-005	0.000000e+000	5.135335e+000
3.000259999999988e-005	0.000000e+000	5.135345e+000
3.000659999999951e-005	0.000000e+000	5.135473e+000
3.001059999999914e-005	0.000000e+000	5.135601e+000
3.001459999999877e-005	0.000000e+000	5.135729e+000
3.001859999999840e-005	0.000000e+000	5.135857e+000
3.002259999999803e-005	0.000000e+000	5.135985e+000
3.002659999999766e-005	0.000000e+000	5.136112e+000
3.003059999999729e-005	0.000000e+000	5.136239e+000
3.003359999999701e-005	0.000000e+000	5.136334e+000
3.003659999999673e-005	0.000000e+000	5.136429e+000
3.003959999999645e-005	0.000000e+000	5.136524e+000
3.004259999999617e-005	0.000000e+000	5.136619e+000
3.004559999999590e-005	0.000000e+000	5.136714e+000
3.004859999999562e-005	0.000000e+000	5.136808e+000
3.005159999999534e-005	0.000000e+000	5.136903e+000
3.005409999999511e-005	0.000000e+000	5.136981e+000
3.005659999999488e-005	0.000000e+000	5.137059e+000
3.005909999999465e-005	0.000000e+000	5.137138e+000
3.006159999999441e-005	0.000000e+000	5.137215e+000
3.006409999999418e-005	0.000000e+000	5.137293e+000
3.006659999999395e-005	0.000000e+000	5.137371e+000
3.006909999999372e-005	0.000000e+000	5.137449e+000
3.007117142856495e-005	0.000000e+000	5.137513e+000
3.007324285713619e-005	0.000000e+000	5.137577e+000
3.007531428570743e-005	0.000000e+000	5.137640e+000
3.007738571427867e-005	0.000000e+000	5.137704e+000
3.007945714284990e-005	0.000000e+000	5.137767e+000
3.008152857142114e-005	0.000000e+000	5.137830e+000
3.008359999999237e-005	0.000000e+000	5.137893e+000
3.008538571427793e-005	0.000000e+000	5.137947e+000
3.008717142856347e-005	0.000000e+000	5.138001e+000
3.008895714284902e-005	0.000000e+000	5.138054e+000
3.009074285713457e-005	0.000000e+000	5.138108e+000
3.009252857142012e-005	0.000000e+000	5.138161e+000
3.009431428570567e-005	0.000000e+000	5.138214e+000
3.009609999999122e-005	0.000000e+000	5.138267e+000
3.009781428570534e-005	0.000000e+000	5.138317e+000
3.009952857141947e-005	0.000000e+000	5.138367e+000
3.010124285713360e-005	0.000000e+000	5.138417e+000
3.010295714284772e-005	0.000000e+000	5.138466e+000
3.010467142856185e-005	0.000000e+000	5.138515e+000
3.010638571427598e-005	0.000000e+000	5.138564e+000
3.010809999999010e-005	0.000000e+000	5.138612e+000
3.010974285713281e-005	0.000000e+000	5.138658e+000
3.011138571427552e-005	0.000000e+000	5.138703e+000
3.011302857141822e-005	0.000000e+000	5.138748e+000
3.011467142856092e-005	0.000000e+000	5.138793e+000
3.011631428570363e-005	0.000000e+000	5.138837e+000
3.011795714284633e-005	0.000000e+000	5.138880e+000
3.011959999998904e-005	0.000000e+000	5.138923e+000
3.012009999998899e-005	0.000000e+000	5.138935e+000
3.012059999998895e-005	0.000000e+000	5.138948e+000
3.012652857141697e-005	0.000000e+000	5.139094e+000
3.013245714284499e-005	0.000000e+000	5.139232e+000
3.013838571427301e-005	0.000000e+000	5.139360e+000
3.014431428570103e-005	0.000000e+000	5.139478e+000
3.015024285712905e-005	0.000000e+000	5.139587e+000
3.015617142855708e-005	0.000000e+000	5.139687e+000
3.016209999998510e-005	0.000000e+000	5.139778e+000
3.016352857141354e-005	0.000000e+000	5.139799e+000
3.016495714284198e-005	0.000000e+000	5.139819e+000
3.016638571427042e-005	0.000000e+000	5.139838e+000
3.016781428569885e-005	0.000000e+000	5.139857e+000
3.016924285712729e-005	0.000000e+000	5.139875e+000
3.017067142855573e-005	0.000000e+000	5.139892e+000
3.017209999998417e-005	0.000000e+000	5.139909e+000
3.017259999998413e-005	0.000000e+000	5.139915e+000
3.017438571426968e-005	0.000000e+000	5.139936e+000
3.017617142855522e-005	0.000000e+000	5.139955e+000
3.017795714284077e-005	0.000000e+000	5.139974e+000
3.017974285712632e-005	0.000000e+000	5.139991e+000
3.018152857141187e-005	0.000000e+000	5.140008e+000
3.018331428569742e-005	0.000000e+000	5.140024e+000
3.018509999998297e-005	0.000000e+000	5.140038e+000
3.018674285712567e-005	0.000000e+000	5.140051e+000
3.018838571426838e-005	0.000000e+000	5.140063e+000
3.019002857141108e-005	0.000000e+000	5.140074e+000
3.019167142855379e-005	0.000000e+000	5.140084e+000
3.019331428569649e-005	0.000000e+000	5.140093e+000
3.019495714283920e-005	0.000000e+000	5.140101e+000
3.019659999998190e-005	0.000000e+000	5.140108e+000
3.019809999998176e-005	0.000000e+000	5.140114e+000
3.019959999998162e-005	0.000000e+000	5.140118e+000
3.020109999998149e-005	0.000000e+000	5.140121e+000
3.020259999998135e-005	0.000000e+000	5.140123e+000
3.020409999998121e-005	0.000000e+000	5.140123e+000
3.020559999998107e-005	0.000000e+000	5.140123e+000
3.020709999998093e-005	0.000000e+000	5.140121e+000
3.020917142855217e-005	0.000000e+000	5.140117e+000
3.021124285712340e-005	0.000000e+000	5.140110e+000
3.021331428569464e-005	0.000000e+000	5.140099e+000
3.021538571426588e-005	0.000000e+000	5.140086e+000
3.021745714283711e-005	0.000000e+000	5.140069e+000
3.021952857140835e-005	0.000000e+000	5.140050e+000
3.022159999997959e-005	0.000000e+000	5.140028e+000
3.022302857140803e-005	0.000000e+000	5.140010e+000
3.022445714283646e-005	0.000000e+000	5.139991e+000
3.022588571426490e-005	0.000000e+000	5.139970e+000
3.022731428569334e-005	0.000000e+000	5.139948e+000
3.022874285712178e-005	0.000000e+000	5.139924e+000
3.023017142855022e-005	0.000000e+000	5.139898e+000
3.023159999997866e-005	0.000000e+000	5.139871e+000
3.023245714283572e-005	0.000000e+000	5.139854e+000
3.023331428569278e-005	0.000000e+000	5.139836e+000
3.023417142854985e-005	0.000000e+000	5.139818e+000
3.023502857140691e-005	0.000000e+000	5.139799e+000
3.023588571426398e-005	0.000000e+000	5.139779e+000
3.023674285712104e-005	0.000000e+000	5.139759e+000
3.023759999997810e-005	0.000000e+000	5.139738e+000
3.023859999997801e-005	0.000000e+000	5.139713e+000
3.023909999997796e-005	0.000000e+000	5.139700e+000
3.023959999997792e-005	0.000000e+000	5.139687e+000
3.024009999997787e-005	0.000000e+000	5.139674e+000
3.024059999997782e-005	0.000000e+000	5.139660e+000
3.024109999997778e-005	0.000000e+000	5.139647e+000
3.024147576166571e-005	0.000000e+000	5.139636e+000
3.024189656860015e-005	0.000000e+000	5.139624e+000
3.024227551978362e-005	0.000000e+000	5.139614e+000
3.024277551978358e-005	0.000000e+000	5.139599e+000
3.024327551978353e-005	0.000000e+000	5.139585e+000
3.024377551978348e-005	0.000000e+000	5.139570e+000
3.024477551978339e-005	0.000000e+000	5.139542e+000
3.024534694835477e-005	0.000000e+000	5.139525e+000
3.024591837692614e-005	0.000000e+000	5.139508e+000
3.024648980549752e-005	0.000000e+000	5.139491e+000
3.024706123406890e-005	0.000000e+000	5.139474e+000
3.024763266264027e-005	0.000000e+000	5.139457e+000
3.024820409121165e-005	0.000000e+000	5.139440e+000
3.024877551978302e-005	0.000000e+000	5.139423e+000
3.024977551978293e-005	0.000000e+000	5.139393e+000
3.025077551978284e-005	0.000000e+000	5.139363e+000
3.025177551978274e-005	0.000000e+000	5.139333e+000
3.025277551978265e-005	0.000000e+000	5.139303e+000
3.025327551978260e-005	0.000000e+000	5.139287e+000
3.025377551978256e-005	0.000000e+000	5.139272e+000
3.025427551978251e-005	0.000000e+000	5.139257e+000
3.025477551978247e-005	0.000000e+000	5.139242e+000
3.025527551978242e-005	0.000000e+000	5.139226e+000
3.025577551978237e-005	0.000000e+000	5.139211e+000
3.025627551978233e-005	0.000000e+000	5.139196e+000
3.025677551978228e-005	0.000000e+000	5.139181e+000
3.025727551978223e-005	0.000000e+000	5.139165e+000
3.025777551978219e-005	0.000000e+000	5.139150e+000
3.025827551978214e-005	0.000000e+000	5.139134e+000
3.025877551978209e-005	0.000000e+000	5.139119e+000
3.025927551978205e-005	0.000000e+000	5.139104e+000
3.025977551978200e-005	0.000000e+000	5.139089e+000
3.026027551978196e-005	0.000000e+000	5.139073e+000
3.026077551978191e-005	0.000000e+000	5.139058e+000
3.026127551978186e-005	0.000000e+000	5.139042e+000
3.026177551978182e-005	0.000000e+000	5.139027e+000
3.026227551978177e-005	0.000000e+000	5.139011e+000
3.026277551978172e-005	0.000000e+000	5.138996e+000
3.026327551978168e-005	0.000000e+000	5.138980e+000
3.026377551978163e-005	0.000000e+000	5.138965e+000
3.026427551978158e-005	0.000000e+000	5.138950e+000
3.026477551978154e-005	0.000000e+000	5.138934e+000
3.026577551978145e-005	0.000000e+000	5.138904e+000
3.026741837692415e-005	0.000000e+000	5.138853e+000
3.026906123406686e-005	0.000000e+000	5.138802e+000
3.027070409120956e-005	0.000000e+000	5.138751e+000
3.027234694835226e-005	0.000000e+000	5.138700e+000
3.027398980549497e-005	0.000000e+000	5.138649e+000
3.027563266263768e-005	0.000000e+000	5.138598e+000
3.027727551978038e-005	0.000000e+000	5.138547e+000
3.028163266263712e-005	0.000000e+000	5.138412e+000
3.028598980549386e-005	0.000000e+000	5.138277e+000
3.029034694835060e-005	0.000000e+000	5.138142e+000
3.029470409120734e-005	0.000000e+000	5.138007e+000
3.029906123406408e-005	0.000000e+000	5.137871e+000
3.030341837692081e-005	0.000000e+000	5.137736e+000
3.030777551977755e-005	0.000000e+000	5.137600e+000
3.031227551977714e-005	0.000000e+000	5.137460e+000
3.031677551977672e-005	0.000000e+000	5.137320e+000
3.032127551977630e-005	0.000000e+000	5.137180e+000
3.032577551977589e-005	0.000000e+000	5.137040e+000
3.033027551977547e-005	0.000000e+000	5.136900e+000
3.033477551977505e-005	0.000000e+000	5.136760e+000
3.033927551977463e-005	0.000000e+000	5.136620e+000
3.034377551977422e-005	0.000000e+000	5.136479e+000
3.034827551977380e-005	0.000000e+000	5.136339e+000
3.035277551977338e-005	0.000000e+000	5.136199e+000
3.035727551977297e-005	0.000000e+000	5.136059e+000
3.036177551977255e-005	0.000000e+000	5.135919e+000
3.036627551977213e-005	0.000000e+000	5.135778e+000
3.037077551977171e-005	0.000000e+000	5.135638e+000
3.037527551977130e-005	0.000000e+000	5.135498e+000
3.037977551977088e-005	0.000000e+000	5.135358e+000
3.038427551977046e-005	0.000000e+000	5.135218e+000
3.038877551977005e-005	0.000000e+000	5.135077e+000
3.039327551976963e-005	0.000000e+000	5.134937e+000
3.039777551976921e-005	0.000000e+000	5.134797e+000
3.040227551976880e-005	0.000000e+000	5.134656e+000
3.040677551976838e-005	0.000000e+000	5.134516e+000
3.041127551976796e-005	0.000000e+000	5.134376e+000
3.041577551976754e-005	0.000000e+000	5.134236e+000
3.042027551976713e-005	0.000000e+000	5.134096e+000
3.042477551976671e-005	0.000000e+000	5.133955e+000
3.042927551976629e-005	0.000000e+000	5.133815e+000
3.043377551976588e-005	0.000000e+000	5.133675e+000
3.043827551976546e-005	0.000000e+000	5.133535e+000
3.044277551976504e-005	0.000000e+000	5.133394e+000
3.044727551976463e-005	0.000000e+000	5.133254e+000
3.045177551976421e-005	0.000000e+000	5.133114e+000
3.045627551976379e-005	0.000000e+000	5.132974e+000
3.046077551976337e-005	0.000000e+000	5.132833e+000
3.046527551976296e-005	0.000000e+000	5.132693e+000
3.046977551976254e-005	0.000000e+000	5.132553e+000
3.047427551976212e-005	0.000000e+000	5.132413e+000
3.047877551976171e-005	0.000000e+000	5.132273e+000
3.048327551976129e-005	0.000000e+000	5.132133e+000
3.048777551976087e-005	0.000000e+000	5.131992e+000
3.049227551976045e-005	0.000000e+000	5.131852e+000
3.049677551976004e-005	0.000000e+000	5.131712e+000
3.050127551975962e-005	0.000000e+000	5.131572e+000
3.050577551975920e-005	0.000000e+000	5.131431e+000
3.051027551975879e-005	0.000000e+000	5.131291e+000
3.051477551975837e-005	0.000000e+000	5.131151e+000
3.051927551975795e-005	0.000000e+000	5.131010e+000
3.052377551975754e-005	0.000000e+000	5.130870e+000
3.052827551975712e-005	0.000000e+000	5.130730e+000
3.053277551975670e-005	0.000000e+000	5.130590e+000
3.053727551975628e-005	0.000000e+000	5.130450e+000
3.054177551975587e-005	0.000000e+000	5.130310e+000
3.054627551975545e-005	0.000000e+000	5.130169e+000
3.055077551975503e-005	0.000000e+000	5.130029e+000
3.055527551975462e-005	0.000000e+000	5.129889e+000
3.055977551975420e-005	0.000000e+000	5.129749e+000
3.056427551975378e-005	0.000000e+000	5.129609e+000
3.056877551975337e-005	0.000000e+000	5.129469e+000
3.057327551975295e-005	0.000000e+000	5.129329e+000
3.057777551975253e-005	0.000000e+000	5.129189e+000
3.058227551975211e-005	0.000000e+000	5.129048e+000
3.058677551975170e-005	0.000000e+000	5.128908e+000
3.059127551975128e-005	0.000000e+000	5.128768e+000
3.059577551975086e-005	0.000000e+000	5.128628e+000
3.060027551975045e-005	0.000000e+000	5.128488e+000
3.060477551975003e-005	0.000000e+000	5.128348e+000
3.060927551974961e-005	0.000000e+000	5.128208e+000
3.061377551974919e-005	0.000000e+000	5.128068e+000
3.061827551974878e-005	0.000000e+000	5.127927e+000
3.062277551974836e-005	0.000000e+000	5.127787e+000
3.062727551974794e-005	0.000000e+000	5.127647e+000
3.063177551974753e-005	0.000000e+000	5.127507e+000
3.063627551974711e-005	0.000000e+000	5.127367e+000
3.064077551974669e-005	0.000000e+000	5.127227e+000
3.064527551974628e-005	0.000000e+000	5.127087e+000
3.064977551974586e-005	0.000000e+000	5.126946e+000
3.065427551974544e-005	0.000000e+000	5.126806e+000
3.065848980545934e-005	0.000000e+000	5.126675e+000
3.066270409117323e-005	0.000000e+000	5.126544e+000
3.066691837688713e-005	0.000000e+000	5.126413e+000
3.067113266260102e-005	0.000000e+000	5.126281e+000
3.067534694831492e-005	0.000000e+000	5.126150e+000
3.067956123402881e-005	0.000000e+000	5.126019e+000
3.068377551974271e-005	0.000000e+000	5.125888e+000
3.068427551974266e-005	0.000000e+000	5.125873e+000
3.068870409117082e-005	0.000000e+000	5.125735e+000
3.069313266259898e-005	0.000000e+000	5.125597e+000
3.069756123402714e-005	0.000000e+000	5.125459e+000
3.070198980545531e-005	0.000000e+000	5.125321e+000
3.070641837688347e-005	0.000000e+000	5.125183e+000
3.071084694831163e-005	0.000000e+000	5.125045e+000
3.071527551973979e-005	0.000000e+000	5.124907e+000
3.071963266259653e-005	0.000000e+000	5.124772e+000
3.072398980545327e-005	0.000000e+000	5.124636e+000
3.072834694831001e-005	0.000000e+000	5.124501e+000
3.073270409116674e-005	0.000000e+000	5.124365e+000
3.073706123402348e-005	0.000000e+000	5.124230e+000
3.074141837688022e-005	0.000000e+000	5.124094e+000
3.074577551973696e-005	0.000000e+000	5.123959e+000
3.074998980545086e-005	0.000000e+000	5.123827e+000
3.075420409116475e-005	0.000000e+000	5.123696e+000
3.075841837687865e-005	0.000000e+000	5.123565e+000
3.076263266259254e-005	0.000000e+000	5.123434e+000
3.076684694830644e-005	0.000000e+000	5.123303e+000
3.077106123402033e-005	0.000000e+000	5.123172e+000
3.077527551973423e-005	0.000000e+000	5.123041e+000
3.077974873401954e-005	0.000000e+000	5.122901e+000
3.078422194830485e-005	0.000000e+000	5.122762e+000
3.078869516259016e-005	0.000000e+000	5.122623e+000
3.079316837687547e-005	0.000000e+000	5.122484e+000
3.079764159116078e-005	0.000000e+000	5.122345e+000
3.080211480544610e-005	0.000000e+000	5.122206e+000
3.080658801973141e-005	0.000000e+000	5.122066e+000
3.081101659115957e-005	0.000000e+000	5.121929e+000
3.081544516258773e-005	0.000000e+000	5.121791e+000
3.081987373401589e-005	0.000000e+000	5.121653e+000
3.082430230544405e-005	0.000000e+000	5.121516e+000
3.082873087687221e-005	0.000000e+000	5.121378e+000
3.083315944830038e-005	0.000000e+000	5.121240e+000
3.083758801972853e-005	0.000000e+000	5.121102e+000
3.084351659115655e-005	0.000000e+000	5.120918e+000
3.084944516258458e-005	0.000000e+000	5.120733e+000
3.085537373401260e-005	0.000000e+000	5.120549e+000
3.086130230544062e-005	0.000000e+000	5.120365e+000
3.086723087686864e-005	0.000000e+000	5.120180e+000
3.087315944829667e-005	0.000000e+000	5.119996e+000
3.087908801972469e-005	0.000000e+000	5.119812e+000
3.088851659115238e-005	0.000000e+000	5.119518e+000
3.089794516258008e-005	0.000000e+000	5.119225e+000
3.090737373400778e-005	0.000000e+000	5.118932e+000
3.091680230543548e-005	0.000000e+000	5.118639e+000
3.092623087686318e-005	0.000000e+000	5.118346e+000
3.093565944829088e-005	0.000000e+000	5.118053e+000
3.094508801971857e-005	0.000000e+000	5.117760e+000
3.096308801971690e-005	0.000000e+000	5.117200e+000
3.098108801971524e-005	0.000000e+000	5.116641e+000
3.099908801971357e-005	0.000000e+000	5.116081e+000
3.101708801971190e-005	0.000000e+000	5.115522e+000
3.103508801971023e-005	0.000000e+000	5.114962e+000
3.105308801970856e-005	0.000000e+000	5.114403e+000
3.107108801970689e-005	0.000000e+000	5.113844e+000
3.119308801969559e-005	0.000000e+000	5.110055e+000
3.170508801964814e-005	0.000000e+000	5.094182e+000
3.221708801960069e-005	0.000000e+000	5.078351e+000
3.272908801955324e-005	0.000000e+000	5.062562e+000
3.324108801950579e-005	0.000000e+000	5.046816e+000
3.375308801945834e-005	0.000000e+000	5.031112e+000
3.426508801941089e-005	0.000000e+000	5.015450e+000
3.477708801936344e-005	0.000000e+000	4.999831e+000
3.528908801931599e-005	0.000000e+000	4.984253e+000
3.580108801926854e-005	0.000000e+000	4.968717e+000
3.631308801922109e-005	0.000000e+000	4.953223e+000
3.682508801917364e-005	0.000000e+000	4.937770e+000
3.733708801912619e-005	0.000000e+000	4.922359e+000
3.784908801907874e-005	0.000000e+000	4.906989e+000
3.836108801903129e-005	0.000000e+000	4.891661e+000
3.887308801898384e-005	0.000000e+000	4.876373e+000
3.938508801893640e-005	0.000000e+000	4.861127e+000
3.989708801888895e-005	0.000000e+000	4.845921e+000
4.000000000000011e-005	1.301043e-009	4.842870e+000
4.000000110000051e-005	1.320001e-002	4.842870e+000
4.000000330000133e-005	3.960001e-002	4.842870e+000
4.000000770000285e-005	9.240004e-002	4.842870e+000
4.000001194260782e-005	1.433113e-001	4.842869e+000
4.000001951343655e-005	2.341612e-001	4.842869e+000
4.000002690181974e-005	3.228218e-001	4.842869e+000
4.000004098322961e-005	4.917988e-001	4.842869e+000
4.000006170172413e-005	7.404207e-001	4.842868e+000
4.000010313871306e-005	1.237665e+000	4.842867e+000
4.000018601269103e-005	2.232152e+000	4.842865e+000
4.000035176064697e-005	4.221128e+000	4.842859e+000
4.000068325655875e-005	8.199079e+000	4.842850e+000
4.000100000000001e-005	1.200000e+001	4.842840e+000
4.000103167434415e-005	1.200000e+001	4.842839e+000
4.000109502303242e-005	1.200000e+001	4.842837e+000
4.000336360762215e-005	1.200000e+001	4.842770e+000
4.000563219221188e-005	1.200000e+001	4.842703e+000
4.000790077680161e-005	1.200000e+001	4.842635e+000
4.001016936139134e-005	1.200000e+001	4.842568e+000
4.001243794598106e-005	1.200000e+001	4.842501e+000
4.001470653057080e-005	1.200000e+001	4.842434e+000
4.001697511516052e-005	1.200000e+001	4.842367e+000
4.001897511516034e-005	1.200000e+001	4.842307e+000
4.001947511516029e-005	1.200000e+001	4.842292e+000
4.001997511516025e-005	1.200000e+001	4.842278e+000
4.002047511516020e-005	1.200000e+001	4.842263e+000
4.002097511516015e-005	1.200000e+001	4.842248e+000
4.002147511516011e-005	1.200000e+001	4.842233e+000
4.002197511516006e-005	1.200000e+001	4.842218e+000
4.002247511516001e-005	1.200000e+001	4.842204e+000
4.002297511515997e-005	1.200000e+001	4.842189e+000
4.002347511515992e-005	1.200000e+001	4.842174e+000
4.002397511515988e-005	1.200000e+001	4.842159e+000
4.002447511515983e-005	1.200000e+001	4.842144e+000
4.002497511515978e-005	1.200000e+001	4.842130e+000
4.002547511515974e-005	1.200000e+001	4.842115e+000
4.002597511515969e-005	1.200000e+001	4.842100e+000
4.002647511515964e-005	1.200000e+001	4.842085e+000
4.002697511515960e-005	1.200000e+001	4.842071e+000
4.002797511515951e-005	1.200000e+001	4.842041e+000
4.002897511515941e-005	1.200000e+001	4.842012e+000
4.002997511515932e-005	1.200000e+001	4.841983e+000
4.003047511515927e-005	1.200000e+001	4.841969e+000
4.003097511515923e-005	1.200000e+001	4.841955e+000
4.003147511515918e-005	1.200000e+001	4.841940e+000
4.003197511515913e-005	1.200000e+001	4.841926e+000
4.003247511515909e-005	1.200000e+001	4.841911e+000
4.003297511515904e-005	1.200000e+001	4.841897e+000
4.003397511515895e-005	1.200000e+001	4.841868e+000
4.003547511515881e-005	1.200000e+001	4.841826e+000
4.003668940087299e-005	1.200000e+001	4.841792e+000
4.003790368658715e-005	1.200000e+001	4.841758e+000
4.003911797230133e-005	1.200000e+001	4.841724e+000
4.004033225801550e-005	1.200000e+001	4.841691e+000
4.004154654372968e-005	1.200000e+001	4.841657e+000
4.004276082944385e-005	1.200000e+001	4.841624e+000
4.004397511515802e-005	1.200000e+001	4.841592e+000
4.004497511515793e-005	1.200000e+001	4.841565e+000
4.004597511515784e-005	1.200000e+001	4.841538e+000
4.004697511515774e-005	1.200000e+001	4.841512e+000
4.004797511515765e-005	1.200000e+001	4.841485e+000
4.004897511515756e-005	1.200000e+001	4.841459e+000
4.004997511515747e-005	1.200000e+001	4.841433e+000
4.005097511515737e-005	1.200000e+001	4.841408e+000
4.005147511515733e-005	1.200000e+001	4.841395e+000
4.005197511515728e-005	1.200000e+001	4.841382e+000
4.005235500075758e-005	1.200000e+001	4.841373e+000
4.005247531819870e-005	1.200000e+001	4.841370e+000
4.005250747962316e-005	1.200000e+001	4.841370e+000
4.005253079642391e-005	1.200000e+001	4.841369e+000
4.005255112233728e-005	1.200000e+001	4.841369e+000
4.005257312051345e-005	1.200000e+001	4.841369e+000
4.005260751263672e-005	1.200000e+001	4.841368e+000
4.005264122504480e-005	1.200000e+001	4.841368e+000
4.005270864986107e-005	1.200000e+001	4.841367e+000
4.005277661294968e-005	1.200000e+001	4.841366e+000
4.005291253912689e-005	1.200000e+001	4.841365e+000
