time	V(vd)	V(vg)	Id(M1)
4.357695810382049e-005	4.766659e-002	5.516846e+000	1.851753e-001
4.357795810382040e-005	4.638770e-002	5.563150e+000	1.852250e-001
4.357895810382030e-005	4.520083e-002	5.609274e+000	1.852749e-001
4.357995810382021e-005	4.409648e-002	5.655207e+000	1.853251e-001
4.358095810382012e-005	4.306641e-002	5.700940e+000	1.853755e-001
4.358195810382002e-005	4.210342e-002	5.746465e+000	1.854263e-001
4.358295810381993e-005	4.120122e-002	5.791775e+000	1.854771e-001
4.358395810381984e-005	4.035427e-002	5.836863e+000	1.855281e-001
4.358495810381975e-005	3.955771e-002	5.881722e+000	1.855793e-001
4.358595810381965e-005	3.880719e-002	5.926349e+000	1.856306e-001
4.358695810381956e-005	3.809888e-002	5.970737e+000	1.856820e-001
4.358895810381938e-005	3.679553e-002	6.058778e+000	1.857851e-001
4.359095810381919e-005	3.562426e-002	6.145810e+000	1.858886e-001
4.359295810381901e-005	3.456616e-002	6.231804e+000	1.859924e-001
4.359495810381882e-005	3.360573e-002	6.316730e+000	1.860963e-001
4.359695810381863e-005	3.273014e-002	6.400562e+000	1.862005e-001
4.359795810381854e-005	3.232076e-002	6.442059e+000	1.862527e-001
4.359895810381845e-005	3.192877e-002	6.483274e+000	1.863048e-001
4.359995810381836e-005	3.155315e-002	6.524207e+000	1.863571e-001
4.360095810381826e-005	3.119291e-002	6.564856e+000	1.864093e-001
4.360195810381817e-005	3.084718e-002	6.605220e+000	1.864616e-001
4.360295810381808e-005	3.051511e-002	6.645299e+000	1.865138e-001
4.360395810381799e-005	3.019594e-002	6.685091e+000	1.865662e-001
4.360495810381789e-005	2.988895e-002	6.724596e+000	1.866185e-001
4.360595810381780e-005	2.959348e-002	6.763813e+000	1.866709e-001
4.360695810381771e-005	2.930892e-002	6.802741e+000	1.867233e-001
4.360795810381762e-005	2.903469e-002	6.841381e+000	1.867757e-001
4.360895810381752e-005	2.877025e-002	6.879732e+000	1.868281e-001
4.360995810381743e-005	2.851512e-002	6.917793e+000	1.868805e-001
4.361095810381734e-005	2.826881e-002	6.955566e+000	1.869330e-001
4.361195810381724e-005	2.803091e-002	6.993049e+000	1.869854e-001
4.361295810381715e-005	2.780100e-002	7.030243e+000	1.870379e-001
4.361395810381706e-005	2.757869e-002	7.067148e+000	1.870904e-001
4.361495810381697e-005	2.736364e-002	7.103764e+000	1.871429e-001
4.361595810381687e-005	2.715551e-002	7.140090e+000	1.871954e-001
4.361695810381678e-005	2.695398e-002	7.176128e+000	1.872479e-001
4.361795810381669e-005	2.675875e-002	7.211878e+000	1.873005e-001
4.361895810381660e-005	2.656955e-002	7.247340e+000	1.873530e-001
4.361995810381650e-005	2.638611e-002	7.282514e+000	1.874055e-001
4.362095810381641e-005	2.620818e-002	7.317400e+000	1.874581e-001
4.362195810381632e-005	2.603553e-002	7.352000e+000	1.875107e-001
4.362295810381623e-005	2.586794e-002	7.386313e+000	1.875632e-001
4.362395810381613e-005	2.570520e-002	7.420340e+000	1.876158e-001
4.362495810381604e-005	2.554711e-002	7.454081e+000	1.876683e-001
4.362595810381595e-005	2.539348e-002	7.487536e+000	1.877210e-001
4.362695810381585e-005	2.524414e-002	7.520708e+000	1.877735e-001
4.362795810381576e-005	2.509892e-002	7.553594e+000	1.878261e-001
4.362895810381567e-005	2.495765e-002	7.586196e+000	1.878787e-001
4.362995810381558e-005	2.482018e-002	7.618515e+000	1.879314e-001
4.363095810381548e-005	2.468638e-002	7.650550e+000	1.879839e-001
4.363195810381539e-005	2.455609e-002	7.682302e+000	1.880366e-001
4.363295810381530e-005	2.442920e-002	7.713772e+000	1.880892e-001
4.363395810381521e-005	2.430557e-002	7.744959e+000	1.881418e-001
4.363495810381511e-005	2.418508e-002	7.775864e+000	1.881944e-001
4.363595810381502e-005	2.406763e-002	7.806486e+000	1.882471e-001
4.363695810381493e-005	2.395309e-002	7.836825e+000	1.882997e-001
4.363795810381483e-005	2.384137e-002	7.866882e+000	1.883523e-001
4.363895810381474e-005	2.373238e-002	7.896658e+000	1.884050e-001
4.363995810381465e-005	2.362606e-002	7.926154e+000	1.884576e-001
4.364095810381456e-005	2.352231e-002	7.955371e+000	1.885103e-001
4.364195810381446e-005	2.342108e-002	7.984311e+000	1.885629e-001
4.364295810381437e-005	2.332228e-002	8.012976e+000	1.886155e-001
4.364395810381428e-005	2.322584e-002	8.041367e+000	1.886682e-001
4.364495810381419e-005	2.313170e-002	8.069486e+000	1.887209e-001
4.364595810381409e-005	2.303978e-002	8.097334e+000	1.887735e-001
4.364695810381400e-005	2.295002e-002	8.124913e+000	1.888262e-001
4.364795810381391e-005	2.286237e-002	8.152226e+000	1.888788e-001
4.364895810381382e-005	2.277675e-002	8.179275e+000	1.889315e-001
4.364995810381372e-005	2.269312e-002	8.206060e+000	1.889842e-001
4.365095810381363e-005	2.261142e-002	8.232586e+000	1.890368e-001
4.365195810381354e-005	2.253159e-002	8.258854e+000	1.890895e-001
4.365295810381344e-005	2.245358e-002	8.284865e+000	1.891422e-001
4.365395810381335e-005	2.237734e-002	8.310624e+000	1.891948e-001
4.365495810381326e-005	2.230283e-002	8.336131e+000	1.892475e-001
4.365595810381317e-005	2.222999e-002	8.361389e+000	1.893002e-001
4.365695810381307e-005	2.215878e-002	8.386402e+000	1.893528e-001
4.365795810381298e-005	2.208916e-002	8.411171e+000	1.894055e-001
4.365895810381289e-005	2.202108e-002	8.435699e+000	1.894582e-001
4.365995810381280e-005	2.195450e-002	8.459989e+000	1.895109e-001
4.366095810381270e-005	2.188939e-002	8.484042e+000	1.895635e-001
4.366195810381261e-005	2.182570e-002	8.507862e+000	1.896162e-001
4.366295810381252e-005	2.176340e-002	8.531452e+000	1.896689e-001
4.366395810381243e-005	2.170245e-002	8.554813e+000	1.897216e-001
4.366495810381233e-005	2.164281e-002	8.577950e+000	1.897742e-001
4.366595810381224e-005	2.158445e-002	8.600864e+000	1.898269e-001
4.366695810381215e-005	2.152734e-002	8.623558e+000	1.898796e-001
4.366795810381205e-005	2.147144e-002	8.646034e+000	1.899323e-001
4.366895810381196e-005	2.141672e-002	8.668297e+000	1.899850e-001
4.366995810381187e-005	2.136315e-002	8.690346e+000	1.900377e-001
4.367095810381178e-005	2.131071e-002	8.712186e+000	1.900904e-001
4.367195810381168e-005	2.125936e-002	8.733819e+000	1.901430e-001
4.367295810381159e-005	2.120907e-002	8.755248e+000	1.901957e-001
4.367395810381150e-005	2.115982e-002	8.776476e+000	1.902484e-001
4.367495810381141e-005	2.111158e-002	8.797503e+000	1.903011e-001
4.367595810381131e-005	2.106432e-002	8.818335e+000	1.903538e-001
4.367695810381122e-005	2.101802e-002	8.838970e+000	1.904065e-001
4.367795810381113e-005	2.097266e-002	8.859415e+000	1.904592e-001
4.367895810381104e-005	2.092821e-002	8.879671e+000	1.905119e-001
4.367995810381094e-005	2.088465e-002	8.899739e+000	1.905645e-001
4.368095810381085e-005	2.084196e-002	8.919622e+000	1.906172e-001
4.368195810381076e-005	2.080010e-002	8.939323e+000	1.906699e-001
4.368295810381066e-005	2.075908e-002	8.958845e+000	1.907226e-001
4.368395810381057e-005	2.071885e-002	8.978188e+000	1.907753e-001
4.368495810381048e-005	2.067940e-002	8.997355e+000	1.908280e-001
4.368595810381039e-005	2.064073e-002	9.016350e+000	1.908807e-001
4.368695810381029e-005	2.060279e-002	9.035172e+000	1.909334e-001
4.368795810381020e-005	2.056558e-002	9.053825e+000	1.909861e-001
4.368895810381011e-005	2.052907e-002	9.072311e+000	1.910388e-001
4.368995810381002e-005	2.049327e-002	9.090631e+000	1.910915e-001
4.369095810380992e-005	2.045813e-002	9.108789e+000	1.911442e-001
4.369195810380983e-005	2.042365e-002	9.126786e+000	1.911969e-001
4.369295810380974e-005	2.038981e-002	9.144623e+000	1.912495e-001
4.369395810380965e-005	2.035660e-002	9.162303e+000	1.913022e-001
4.369495810380955e-005	2.032401e-002	9.179827e+000	1.913549e-001
4.369595810380946e-005	2.029201e-002	9.197198e+000	1.914076e-001
4.369695810380937e-005	2.026059e-002	9.214417e+000	1.914603e-001
4.369795810380927e-005	2.022975e-002	9.231485e+000	1.915130e-001
4.369895810380918e-005	2.019947e-002	9.248405e+000	1.915657e-001
4.369995810380909e-005	2.016972e-002	9.265178e+000	1.916184e-001
4.370095810380900e-005	2.014051e-002	9.281806e+000	1.916711e-001
4.370195810380890e-005	2.011183e-002	9.298290e+000	1.917238e-001
4.370295810380881e-005	2.008364e-002	9.314633e+000	1.917765e-001
4.370395810380872e-005	2.005596e-002	9.330836e+000	1.918292e-001
4.370495810380863e-005	2.002876e-002	9.346900e+000	1.918819e-001
4.370595810380853e-005	2.000204e-002	9.362826e+000	1.919346e-001
4.370695810380844e-005	1.997578e-002	9.378616e+000	1.919873e-001
4.370795810380835e-005	1.994998e-002	9.394274e+000	1.920400e-001
4.370895810380826e-005	1.992462e-002	9.409797e+000	1.920927e-001
4.370995810380816e-005	1.989970e-002	9.425189e+000	1.921453e-001
4.371095810380807e-005	1.987521e-002	9.440452e+000	1.921980e-001
4.371195810380798e-005	1.985113e-002	9.455585e+000	1.922507e-001
4.371295810380788e-005	1.982746e-002	9.470592e+000	1.923034e-001
4.371395810380779e-005	1.980419e-002	9.485472e+000	1.923561e-001
4.371495810380770e-005	1.978132e-002	9.500227e+000	1.924088e-001
4.371595810380761e-005	1.975882e-002	9.514859e+000	1.924615e-001
4.371695810380751e-005	1.973671e-002	9.529368e+000	1.925142e-001
4.371795810380742e-005	1.971496e-002	9.543757e+000	1.925669e-001
4.371895810380733e-005	1.969358e-002	9.558026e+000	1.926196e-001
4.371995810380724e-005	1.967255e-002	9.572177e+000	1.926723e-001
4.372095810380714e-005	1.965187e-002	9.586210e+000	1.927250e-001
4.372195810380705e-005	1.963153e-002	9.600127e+000	1.927777e-001
4.372295810380696e-005	1.961152e-002	9.613929e+000	1.928304e-001
4.372395810380686e-005	1.959184e-002	9.627617e+000	1.928831e-001
4.372495810380677e-005	1.957249e-002	9.641191e+000	1.929357e-001
4.372595810380668e-005	1.955345e-002	9.654655e+000	1.929884e-001
4.372695810380659e-005	1.953471e-002	9.668007e+000	1.930411e-001
4.372795810380649e-005	1.951629e-002	9.681250e+000	1.930938e-001
4.372895810380640e-005	1.949816e-002	9.694384e+000	1.931465e-001
4.372995810380631e-005	1.948032e-002	9.707410e+000	1.931992e-001
4.373095810380622e-005	1.946277e-002	9.720329e+000	1.932519e-001
4.373195810380612e-005	1.944551e-002	9.733144e+000	1.933046e-001
4.373295810380603e-005	1.942852e-002	9.745853e+000	1.933573e-001
4.373395810380594e-005	1.941181e-002	9.758459e+000	1.934100e-001
4.373495810380585e-005	1.939536e-002	9.770963e+000	1.934626e-001
4.373595810380575e-005	1.937917e-002	9.783364e+000	1.935153e-001
4.373695810380566e-005	1.936325e-002	9.795665e+000	1.935680e-001
4.373795810380557e-005	1.934758e-002	9.807865e+000	1.936207e-001
4.373895810380547e-005	1.933216e-002	9.819967e+000	1.936734e-001
4.373995810380538e-005	1.931698e-002	9.831971e+000	1.937261e-001
4.374095810380529e-005	1.930205e-002	9.843878e+000	1.937788e-001
4.374195810380520e-005	1.928735e-002	9.855687e+000	1.938315e-001
4.374295810380510e-005	1.927289e-002	9.867402e+000	1.938841e-001
4.374395810380501e-005	1.925865e-002	9.879023e+000	1.939369e-001
4.374495810380492e-005	1.924464e-002	9.890549e+000	1.939895e-001
4.374595810380483e-005	1.923086e-002	9.901981e+000	1.940422e-001
4.374695810380473e-005	1.921729e-002	9.913322e+000	1.940949e-001
4.374795810380464e-005	1.920394e-002	9.924572e+000	1.941476e-001
4.374895810380455e-005	1.919081e-002	9.935732e+000	1.942003e-001
4.374995810380446e-005	1.917787e-002	9.946801e+000	1.942530e-001
4.375095810380436e-005	1.916515e-002	9.957782e+000	1.943056e-001
4.375195810380427e-005	1.915262e-002	9.968674e+000	1.943583e-001
4.375295810380418e-005	1.914030e-002	9.979479e+000	1.944110e-001
4.375395810380408e-005	1.912817e-002	9.990198e+000	1.944637e-001
4.375495810380399e-005	1.911623e-002	1.000083e+001	1.945164e-001
4.375595810380390e-005	1.910448e-002	1.001138e+001	1.945691e-001
4.375695810380381e-005	1.909292e-002	1.002184e+001	1.946217e-001
4.375795810380371e-005	1.908155e-002	1.003222e+001	1.946744e-001
4.375895810380362e-005	1.907036e-002	1.004252e+001	1.947271e-001
4.375995810380353e-005	1.905934e-002	1.005273e+001	1.947798e-001
4.376095810380344e-005	1.904850e-002	1.006286e+001	1.948325e-001
4.376195810380334e-005	1.903783e-002	1.007291e+001	1.948852e-001
4.376295810380325e-005	1.902734e-002	1.008289e+001	1.949378e-001
4.376395810380316e-005	1.901701e-002	1.009278e+001	1.949905e-001
4.376495810380307e-005	1.900685e-002	1.010259e+001	1.950432e-001
4.376595810380297e-005	1.899685e-002	1.011233e+001	1.950959e-001
4.376695810380288e-005	1.898701e-002	1.012198e+001	1.951486e-001
4.376795810380279e-005	1.897734e-002	1.013156e+001	1.952012e-001
4.376895810380269e-005	1.896781e-002	1.014107e+001	1.952539e-001
4.376995810380260e-005	1.895845e-002	1.015050e+001	1.953066e-001
4.377095810380251e-005	1.894923e-002	1.015985e+001	1.953593e-001
4.377195810380242e-005	1.894017e-002	1.016913e+001	1.954120e-001
4.377295810380232e-005	1.893125e-002	1.017834e+001	1.954646e-001
4.377395810380223e-005	1.892248e-002	1.018747e+001	1.955173e-001
4.377495810380214e-005	1.891386e-002	1.019653e+001	1.955700e-001
4.377595810380205e-005	1.890537e-002	1.020552e+001	1.956227e-001
4.377695810380195e-005	1.889703e-002	1.021444e+001	1.956753e-001
4.377795810380186e-005	1.888882e-002	1.022328e+001	1.957280e-001
4.377895810380177e-005	1.888075e-002	1.023206e+001	1.957807e-001
4.377995810380168e-005	1.887282e-002	1.024077e+001	1.958334e-001
4.378095810380158e-005	1.886501e-002	1.024941e+001	1.958860e-001
4.378195810380149e-005	1.885734e-002	1.025798e+001	1.959387e-001
4.378295810380140e-005	1.884980e-002	1.026648e+001	1.959914e-001
4.378395810380130e-005	1.884238e-002	1.027491e+001	1.960441e-001
4.378495810380121e-005	1.883510e-002	1.028328e+001	1.960967e-001
4.378595810380112e-005	1.882793e-002	1.029159e+001	1.961494e-001
4.378695810380103e-005	1.882089e-002	1.029982e+001	1.962021e-001
4.378795810380093e-005	1.881397e-002	1.030799e+001	1.962547e-001
4.378895810380084e-005	1.880716e-002	1.031610e+001	1.963074e-001
4.378995810380075e-005	1.880048e-002	1.032415e+001	1.963601e-001
4.379095810380066e-005	1.879391e-002	1.033213e+001	1.964127e-001
4.379195810380056e-005	1.878745e-002	1.034004e+001	1.964654e-001
4.379295810380047e-005	1.878111e-002	1.034790e+001	1.965181e-001
4.379395810380038e-005	1.877489e-002	1.035569e+001	1.965708e-001
4.379495810380028e-005	1.876877e-002	1.036343e+001	1.966234e-001
4.379595810380019e-005	1.876276e-002	1.037110e+001	1.966761e-001
4.379695810380010e-005	1.875686e-002	1.037871e+001	1.967288e-001
4.379795810380001e-005	1.875106e-002	1.038626e+001	1.967814e-001
4.379895810379991e-005	1.874537e-002	1.039375e+001	1.968341e-001
4.379995810379982e-005	1.873979e-002	1.040118e+001	1.968868e-001
4.380095810379973e-005	1.873431e-002	1.040856e+001	1.969394e-001
4.380195810379964e-005	1.872892e-002	1.041587e+001	1.969921e-001
4.380295810379954e-005	1.872364e-002	1.042313e+001	1.970448e-001
4.380395810379945e-005	1.871846e-002	1.043034e+001	1.970974e-001
4.380495810379936e-005	1.871337e-002	1.043748e+001	1.971501e-001
4.380595810379927e-005	1.870838e-002	1.044457e+001	1.972028e-001
4.380695810379917e-005	1.870349e-002	1.045160e+001	1.972554e-001
4.380795810379908e-005	1.869869e-002	1.045858e+001	1.973081e-001
4.380895810379899e-005	1.869398e-002	1.046551e+001	1.973607e-001
4.380995810379889e-005	1.868936e-002	1.047238e+001	1.974134e-001
4.381095810379880e-005	1.868484e-002	1.047919e+001	1.974661e-001
4.381195810379871e-005	1.868040e-002	1.048596e+001	1.975187e-001
4.381295810379862e-005	1.867606e-002	1.049267e+001	1.975714e-001
4.381395810379852e-005	1.867180e-002	1.049932e+001	1.976241e-001
4.381495810379843e-005	1.866763e-002	1.050593e+001	1.976767e-001
4.381595810379834e-005	1.866354e-002	1.051248e+001	1.977294e-001
4.381695810379825e-005	1.865954e-002	1.051899e+001	1.977820e-001
4.381795810379815e-005	1.865562e-002	1.052544e+001	1.978347e-001
4.381895810379806e-005	1.865178e-002	1.053184e+001	1.978873e-001
4.381995810379797e-005	1.864802e-002	1.053819e+001	1.979400e-001
4.382095810379788e-005	1.864435e-002	1.054449e+001	1.979927e-001
4.382195810379778e-005	1.864076e-002	1.055075e+001	1.980453e-001
4.382295810379769e-005	1.863724e-002	1.055695e+001	1.980980e-001
4.382395810379760e-005	1.863380e-002	1.056311e+001	1.981506e-001
4.382495810379750e-005	1.863044e-002	1.056921e+001	1.982033e-001
4.382595810379741e-005	1.862716e-002	1.057527e+001	1.982560e-001
4.382695810379732e-005	1.862395e-002	1.058129e+001	1.983086e-001
4.382795810379723e-005	1.862081e-002	1.058725e+001	1.983613e-001
4.382895810379713e-005	1.861775e-002	1.059317e+001	1.984139e-001
4.382995810379704e-005	1.861476e-002	1.059905e+001	1.984666e-001
4.383095810379695e-005	1.861184e-002	1.060487e+001	1.985192e-001
4.383195810379686e-005	1.860900e-002	1.061066e+001	1.985719e-001
4.383295810379676e-005	1.860623e-002	1.061639e+001	1.986245e-001
4.383395810379667e-005	1.860352e-002	1.062209e+001	1.986772e-001
4.383495810379658e-005	1.860088e-002	1.062774e+001	1.987298e-001
4.383595810379649e-005	1.859831e-002	1.063334e+001	1.987825e-001
4.383695810379639e-005	1.859581e-002	1.063890e+001	1.988351e-001
4.383795810379630e-005	1.859338e-002	1.064442e+001	1.988878e-001
4.383895810379621e-005	1.859101e-002	1.064989e+001	1.989404e-001
4.383995810379611e-005	1.858870e-002	1.065533e+001	1.989931e-001
4.384095810379602e-005	1.858646e-002	1.066072e+001	1.990457e-001
4.384195810379593e-005	1.858429e-002	1.066607e+001	1.990984e-001
4.384295810379584e-005	1.858217e-002	1.067137e+001	1.991510e-001
4.384395810379574e-005	1.858012e-002	1.067664e+001	1.992037e-001
4.384495810379565e-005	1.857813e-002	1.068187e+001	1.992563e-001
4.384595810379556e-005	1.857620e-002	1.068705e+001	1.993090e-001
4.384695810379547e-005	1.857434e-002	1.069220e+001	1.993616e-001
4.384795810379537e-005	1.857253e-002	1.069730e+001	1.994143e-001
4.384895810379528e-005	1.857078e-002	1.070237e+001	1.994669e-001
4.384995810379519e-005	1.856909e-002	1.070739e+001	1.995195e-001
4.385095810379510e-005	1.856745e-002	1.071238e+001	1.995722e-001
4.385195810379500e-005	1.856588e-002	1.071733e+001	1.996248e-001
4.385295810379491e-005	1.856436e-002	1.072224e+001	1.996775e-001
4.385395810379482e-005	1.856289e-002	1.072711e+001	1.997301e-001
4.385495810379472e-005	1.856149e-002	1.073195e+001	1.997828e-001
4.385595810379463e-005	1.856013e-002	1.073674e+001	1.998354e-001
4.385695810379454e-005	1.855883e-002	1.074151e+001	1.998880e-001
4.385795810379445e-005	1.855759e-002	1.074623e+001	1.999407e-001
4.385895810379435e-005	1.855640e-002	1.075092e+001	1.999933e-001
4.385995810379426e-005	1.855526e-002	1.075557e+001	2.000460e-001
4.386095810379417e-005	1.855417e-002	1.076018e+001	2.000986e-001
4.386195810379408e-005	1.855313e-002	1.076476e+001	2.001512e-001
4.386295810379398e-005	1.855214e-002	1.076931e+001	2.002039e-001
4.386395810379389e-005	1.855121e-002	1.077382e+001	2.002565e-001
4.386495810379380e-005	1.855033e-002	1.077829e+001	2.003092e-001
4.386595810379371e-005	1.854949e-002	1.078273e+001	2.003618e-001
4.386695810379361e-005	1.854870e-002	1.078714e+001	2.004144e-001
4.386795810379352e-005	1.854796e-002	1.079151e+001	2.004671e-001
4.386895810379343e-005	1.854727e-002	1.079585e+001	2.005197e-001
4.386995810379333e-005	1.854663e-002	1.080016e+001	2.005723e-001
4.387095810379324e-005	1.854603e-002	1.080443e+001	2.006250e-001
4.387195810379315e-005	1.854548e-002	1.080867e+001	2.006776e-001
4.387295810379306e-005	1.854498e-002	1.081288e+001	2.007302e-001
4.387395810379296e-005	1.854452e-002	1.081705e+001	2.007829e-001
4.387495810379287e-005	1.854410e-002	1.082119e+001	2.008355e-001
4.387595810379278e-005	1.854374e-002	1.082530e+001	2.008881e-001
4.387695810379269e-005	1.854341e-002	1.082938e+001	2.009408e-001
4.387795810379259e-005	1.854313e-002	1.083343e+001	2.009934e-001
4.387895810379250e-005	1.854289e-002	1.083745e+001	2.010460e-001
4.387995810379241e-005	1.854269e-002	1.084144e+001	2.010987e-001
4.388095810379231e-005	1.854254e-002	1.084539e+001	2.011513e-001
4.388195810379222e-005	1.854243e-002	1.084932e+001	2.012039e-001
4.388295810379213e-005	1.854236e-002	1.085321e+001	2.012566e-001
4.388395810379204e-005	1.854233e-002	1.085708e+001	2.013092e-001
4.388495810379194e-005	1.854234e-002	1.086091e+001	2.013618e-001
4.388595810379185e-005	1.854239e-002	1.086472e+001	2.014145e-001
4.388695810379176e-005	1.854249e-002	1.086850e+001	2.014671e-001
4.388795810379167e-005	1.854262e-002	1.087225e+001	2.015197e-001
4.388895810379157e-005	1.854279e-002	1.087597e+001	2.015723e-001
4.388995810379148e-005	1.854300e-002	1.087966e+001	2.016250e-001
4.389095810379139e-005	1.854325e-002	1.088332e+001	2.016776e-001
4.389195810379130e-005	1.854353e-002	1.088696e+001	2.017302e-001
4.389295810379120e-005	1.854385e-002	1.089057e+001	2.017828e-001
4.389395810379111e-005	1.854422e-002	1.089415e+001	2.018355e-001
4.389495810379102e-005	1.854461e-002	1.089770e+001	2.018881e-001
4.389595810379092e-005	1.854505e-002	1.090123e+001	2.019407e-001
4.389695810379083e-005	1.854552e-002	1.090473e+001	2.019933e-001
4.389795810379074e-005	1.854602e-002	1.090820e+001	2.020459e-001
4.389895810379065e-005	1.854657e-002	1.091165e+001	2.020986e-001
4.389995810379055e-005	1.854714e-002	1.091507e+001	2.021512e-001
4.390095810379046e-005	1.854775e-002	1.091846e+001	2.022038e-001
4.390195810379037e-005	1.854840e-002	1.092183e+001	2.022564e-001
4.390295810379028e-005	1.854908e-002	1.092517e+001	2.023090e-001
4.390395810379018e-005	1.854979e-002	1.092849e+001	2.023617e-001
4.390495810379009e-005	1.855054e-002	1.093178e+001	2.024143e-001
4.390595810379000e-005	1.855132e-002	1.093505e+001	2.024669e-001
4.390695810378991e-005	1.855214e-002	1.093829e+001	2.025195e-001
4.390795810378981e-005	1.855298e-002	1.094151e+001	2.025722e-001
4.390895810378972e-005	1.855386e-002	1.094470e+001	2.026248e-001
4.390995810378963e-005	1.855477e-002	1.094787e+001	2.026774e-001
4.391095810378953e-005	1.855571e-002	1.095102e+001	2.027300e-001
4.391195810378944e-005	1.855668e-002	1.095414e+001	2.027826e-001
4.391295810378935e-005	1.855769e-002	1.095724e+001	2.028352e-001
4.391395810378926e-005	1.855872e-002	1.096031e+001	2.028878e-001
4.391495810378916e-005	1.855979e-002	1.096336e+001	2.029405e-001
4.391595810378907e-005	1.856088e-002	1.096639e+001	2.029931e-001
4.391695810378898e-005	1.856201e-002	1.096940e+001	2.030457e-001
4.391795810378889e-005	1.856316e-002	1.097238e+001	2.030983e-001
4.391895810378879e-005	1.856434e-002	1.097534e+001	2.031509e-001
4.391995810378870e-005	1.856556e-002	1.097828e+001	2.032035e-001
4.392095810378861e-005	1.856680e-002	1.098119e+001	2.032561e-001
4.392195810378852e-005	1.856807e-002	1.098409e+001	2.033087e-001
4.392295810378842e-005	1.856937e-002	1.098696e+001	2.033614e-001
4.392395810378833e-005	1.857069e-002	1.098981e+001	2.034140e-001
4.392495810378824e-005	1.857205e-002	1.099264e+001	2.034666e-001
4.392595810378814e-005	1.857343e-002	1.099545e+001	2.035192e-001
4.392695810378805e-005	1.857484e-002	1.099823e+001	2.035718e-001
4.392795810378796e-005	1.857627e-002	1.100100e+001	2.036244e-001
4.392895810378787e-005	1.857773e-002	1.100374e+001	2.036770e-001
4.392995810378777e-005	1.857922e-002	1.100647e+001	2.037296e-001
4.393095810378768e-005	1.858074e-002	1.100917e+001	2.037822e-001
4.393195810378759e-005	1.858228e-002	1.101186e+001	2.038348e-001
4.394367238950079e-005	1.860285e-002	1.104135e+001	2.044510e-001
4.395538667521399e-005	1.862589e-002	1.106883e+001	2.050672e-001
4.396710096092719e-005	1.865140e-002	1.109430e+001	2.056833e-001
4.397881524664039e-005	1.867937e-002	1.111777e+001	2.062993e-001
4.399052953235359e-005	1.870981e-002	1.113922e+001	2.069152e-001
4.400224381806679e-005	1.874272e-002	1.115866e+001	2.075311e-001
4.401395810377999e-005	1.877810e-002	1.117609e+001	2.081469e-001
4.402595810377888e-005	1.881582e-002	1.119265e+001	2.087777e-001
4.403795810377776e-005	1.885480e-002	1.120812e+001	2.094084e-001
4.404995810377665e-005	1.889505e-002	1.122249e+001	2.100390e-001
4.406195810377554e-005	1.893657e-002	1.123577e+001	2.106695e-001
4.407395810377443e-005	1.897936e-002	1.124796e+001	2.113000e-001
4.408595810377332e-005	1.902341e-002	1.125905e+001	2.119304e-001
4.409795810377220e-005	1.906873e-002	1.126905e+001	2.125608e-001
4.411052953234247e-005	1.911703e-002	1.127880e+001	2.132211e-001
4.412310096091273e-005	1.916601e-002	1.128793e+001	2.138813e-001
4.413567238948300e-005	1.921568e-002	1.129644e+001	2.145414e-001
4.414824381805326e-005	1.926603e-002	1.130434e+001	2.152014e-001
4.416081524662352e-005	1.931708e-002	1.131162e+001	2.158614e-001
4.417338667519378e-005	1.936881e-002	1.131829e+001	2.165213e-001
4.418595810376405e-005	1.942123e-002	1.132433e+001	2.171811e-001
4.419952953233422e-005	1.947828e-002	1.133043e+001	2.178933e-001
4.421310096090439e-005	1.953572e-002	1.133617e+001	2.186054e-001
4.422667238947456e-005	1.959356e-002	1.134154e+001	2.193174e-001
4.424024381804473e-005	1.965178e-002	1.134654e+001	2.200294e-001
4.425381524661490e-005	1.971040e-002	1.135119e+001	2.207412e-001
4.426738667518507e-005	1.976941e-002	1.135547e+001	2.214530e-001
4.428095810375524e-005	1.982881e-002	1.135938e+001	2.221646e-001
4.429624381803954e-005	1.989599e-002	1.136352e+001	2.229661e-001
4.431152953232384e-005	1.996340e-002	1.136743e+001	2.237674e-001
4.432681524660814e-005	2.003104e-002	1.137111e+001	2.245686e-001
4.434210096089243e-005	2.009891e-002	1.137456e+001	2.253697e-001
4.435738667517673e-005	2.016702e-002	1.137778e+001	2.261707e-001
4.437267238946103e-005	2.023536e-002	1.138077e+001	2.269715e-001
4.438795810374533e-005	2.030393e-002	1.138353e+001	2.277723e-001
4.440624381802935e-005	2.038614e-002	1.138664e+001	2.287300e-001
4.442452953231337e-005	2.046850e-002	1.138959e+001	2.296876e-001
4.444281524659739e-005	2.055101e-002	1.139237e+001	2.306450e-001
4.446110096088141e-005	2.063366e-002	1.139499e+001	2.316023e-001
4.447938667516542e-005	2.071646e-002	1.139744e+001	2.325594e-001
4.449767238944945e-005	2.079941e-002	1.139973e+001	2.335163e-001
4.451595810373347e-005	2.088251e-002	1.140186e+001	2.344730e-001
4.453881524658849e-005	2.098651e-002	1.140438e+001	2.356687e-001
4.456167238944352e-005	2.109059e-002	1.140677e+001	2.368642e-001
4.458452953229854e-005	2.119477e-002	1.140903e+001	2.380594e-001
4.460738667515356e-005	2.129905e-002	1.141117e+001	2.392543e-001
4.463024381800859e-005	2.140342e-002	1.141318e+001	2.404490e-001
4.465310096086361e-005	2.150788e-002	1.141507e+001	2.416434e-001
