#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321B0E036
#Date Time: 2021-06-24 22:01:31.423
#Sample rate: 1e+08Hz
#Samples: 8192
#Trigger: Source: Channel 2 Type: Edge Condition: Rising Level: 2.2 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 50 mV/div Offset: -855 mV Attenuation: 1 X
#Channel 2: Range: 5 V/div Offset: -3 V Attenuation: 1 X
#Power Supplies: ON
#Positive Supply: ON
#Voltage: 800 mV
#Negative Supply: OFF
#Voltage: -1 V

Time (s),Channel 1 (V),Channel 2 (V)
0.001854332459016393,0.7784157899392963,12.82613771437575
0.001854342459016393,0.7761105492934579,12.81506998130617
0.001854352459016394,0.7790744301238128,12.79662375952342
0.001854362459016393,0.7787451100315503,12.81506998130605
0.001854372459016393,0.7794037502160749,12.78555602645387
0.001854382459016394,0.7797330703083183,12.77079904902752
0.001854392459016394,0.7770985095702341,12.77448829338399
0.001854402459016393,0.7787451100315465,12.76342056031442
0.001854412459016393,0.7784157899392885,12.76342056031439
0.001854422459016394,0.7794037502160671,12.71914962803585
0.001854432459016394,0.7777571497547583,12.72283887239237
0.001854442459016393,0.7787451100315458,12.7265281167489
0.001854452459016393,0.7787451100315502,12.69701416189685
0.001854462459016394,0.7787451100315484,12.67118945140062
0.001854472459016393,0.778415789939286,12.65643247397452
0.001854482459016393,0.7800623904005975,12.64905398526146
0.001854492459016394,0.7790744301238056,12.64905398526095
0.001854502459016394,0.7780864698470266,12.59740456426967
0.001854512459016393,0.779733070308339,12.57157985377399
0.001854522459016393,0.7777571497547741,12.56420136506089
0.001854532459016394,0.7790744301238194,12.56051212070411
0.001854542459016394,0.779733070308343,12.53837665456495
0.001854552459016393,0.7794037502160805,12.50886269971274
0.001854562459016394,0.7797330703083292,12.51624118842526
0.001854572459016394,0.7784157899392875,12.47565950050351
0.001854582459016393,0.7787451100315499,12.44245630129478
0.001854592459016393,0.7790744301238124,12.44245630129475
0.001854602459016394,0.7790744301238146,12.41663159079898
0.001854612459016394,0.7790744301238136,12.42401007951182
0.001854622459016393,0.7787451100315511,12.36498216980741
0.001854632459016393,0.7770985095702423,12.32808972624209
0.001854642459016394,0.7780864698470281,12.3207112375285
0.001854652459016394,0.7790744301238146,12.29488652703282
0.001854662459016393,0.7790744301238146,12.26906181653714
0.001854672459016393,0.7770985095702496,12.27275106089352
0.001854682459016394,0.780062390400603,12.25430483911065
0.001854692459016393,0.7790744301238155,12.22110163990192
0.001854702459016393,0.7784157899392903,12.19896617376276
0.001854712459016394,0.7780864698470242,12.18051995197971
0.001854722459016394,0.7784157899392876,12.16207373019708
0.001854732459016393,0.7790744301238125,12.14362750841445
0.001854742459016393,0.7780864698470303,12.13255977534485
0.001854752459016394,0.7780864698470348,12.09935657613575
0.001854762459016394,0.7800623904006055,12.08828884306616
0.001854772459016393,0.7774278296625068,12.06615337692701
0.001854782459016394,0.7790744301238008,12.04770715514404
0.001854792459016394,0.7777571497547555,12.03663942207444
0.001854802459016393,0.7774278296624929,12.02188244464834
0.001854812459016393,0.7784157899392786,12.00343622286572
0.001854822459016394,0.7794037502160734,11.98867924543926
0.001854832459016394,0.7787451100315488,11.97392226801317
0.001854842459016393,0.7780864698470238,11.95916529058707
0.001854852459016393,0.7794037502160666,11.93702982444794
0.001854862459016394,0.7770985095702323,11.92596209137808
0.001854872459016394,0.7777571497547583,11.92596209137809
0.001854882459016393,0.7807210305851207,11.94440831316072
0.001854892459016394,0.7764398693857223,11.92227284702168
0.001854902459016394,0.7787451100315637,11.9370298244477
0.001854912459016393,0.7820383109541885,11.92965133573465
0.001854922459016393,0.7741346287399092,11.97023302365634
0.001854932459016394,0.7859901520612518,11.98130075672675
0.001854942459016394,0.7718293880940249,12.03663942207456
0.001854952459016393,0.7840142315077369,12.05877488821372
0.001854962459016393,0.7777571497548167,12.0882888430659
0.001854972459016394,0.7767691894779908,12.12149204227533
0.001854982459016393,0.7813796707696656,12.15838448584058
0.001854992459016393,0.774793268924416,12.19527692940584
0.001855002459016394,0.781050350677388,12.21372315118326
0.001855012459016394,0.7797330703083206,11.6603364976985
0.001855022459016393,0.7741346287398584,9.668144545174565
0.001855032459016393,0.7751225890166338,7.591099972450689
0.001855042459016394,0.782367631046431,5.894047568413859
0.001855052459016394,0.7787451100315382,4.746692573534997
0.001855062459016393,0.7721587081862886,3.964572769951526
0.001855072459016393,0.7820383109540957,3.381672161619633
0.001855082459016394,0.7724880282785961,2.872556440407657
0.001855092459016393,0.7843435516000455,2.437225606337611
0.001855102459016393,0.7708414278172837,2.016651749693669
0.001855112459016394,0.7770985095702595,1.592388648684649
0.001855122459016394,0.7803917104928532,1.219774968675542
0.001855132459016393,0.7751225890166534,0.8471612886664354
0.001855142459016393,0.7757812292011649,0.4856153417268811
0.001855152459016394,0.7813796707696198,0.1462048609194021
0.001855162459016394,0.7754519091089132,-0.1304884658195571
0.001855172459016393,0.7794037502160629,-0.1452454432456602
0.001855182459016393,0.7747932689244231,-0.1858271311673384
0.001855192459016394,0.7800623904005918,-0.1784486424547501
0.001855202459016393,0.7770985095702294,-0.196894864237379
0.001855212459016393,0.7790744301238021,-0.1784486424547669
0.001855222459016394,0.7767691894779982,-0.1968948642373873
0.001855232459016394,0.7803917104928616,-0.1968948642374679
0.001855242459016393,0.7774278296624992,-0.2190303303766229
0.001855252459016393,0.7800623904005852,-0.2190303303766732
0.001855262459016394,0.7754519091089395,-0.27436899572478
0.001855272459016394,0.7800623904006058,-0.2596120182986819
